k probes k_factor build_time recall var_recall query_time val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 64 500 5.8672 0.9999 1e-05 2.3963 1 0 2.3585 0 0 0 0 0 0 0 0 0 1 999 
10 128 1 5.8672 0.4208 0.029076 0.33737 0.4106 0.026995 0.33437 8 43 130 160 210 223 137 67 19 3 0 
10 128 2 5.8672 0.6075 0.037411 0.34368 0.5998 0.037377 0.34145 1 11 37 61 87 157 203 208 134 82 19 
10 128 3 5.8672 0.7158 0.036126 0.34656 0.7067 0.036902 0.34645 1 4 9 35 49 81 149 205 192 185 90 
10 128 4 5.8672 0.7844 0.031328 0.35386 0.7771 0.030516 0.35402 1 2 3 20 21 59 105 146 217 251 175 
10 128 5 5.8672 0.8277 0.027971 0.35743 0.8252 0.026531 0.35516 0 1 3 17 14 29 79 130 179 278 270 
10 128 8 5.8672 0.9055 0.017818 0.37183 0.9051 0.016781 0.36903 0 0 0 4 12 14 28 55 127 244 516 
10 128 10 5.8672 0.9324 0.013284 0.38365 0.9321 0.011992 0.38021 0 0 0 0 10 10 22 26 94 212 626 
10 128 12 5.8672 0.9487 0.0099483 0.39034 0.9472 0.0096618 0.39003 0 0 0 0 4 8 16 24 64 185 699 
10 128 20 5.8672 0.9822 0.0032664 0.43042 0.9817 0.0029981 0.43927 0 0 0 0 1 0 4 11 18 87 879 
10 128 25 5.8672 0.989 0.0018208 0.45452 0.9882 0.0019427 0.45361 0 0 0 0 0 0 2 7 9 63 919 
10 128 50 5.8672 0.9979 0.0003059 0.57929 0.997 0.00049149 0.57621 0 0 0 0 0 0 0 1 2 14 983 
10 128 75 5.8672 0.9993 6.958e-05 0.70241 0.9995 4.98e-05 0.70261 0 0 0 0 0 0 0 0 0 7 993 
10 128 100 5.8672 0.9994 5.97e-05 0.82542 1 0 0.82983 0 0 0 0 0 0 0 0 0 6 994 
10 128 250 5.8672 1 0 1.5705 1 0 1.5747 0 0 0 0 0 0 0 0 0 0 1000 
10 128 500 5.8672 1 0 2.8385 1 0 2.8383 0 0 0 0 0 0 0 0 0 0 1000 
10 256 1 5.8672 0.4208 0.029076 0.42132 0.4106 0.026995 0.41986 8 43 130 160 210 223 137 67 19 3 0 
10 256 2 5.8672 0.6075 0.037411 0.42773 0.5998 0.037377 0.42976 1 11 37 61 87 157 203 208 134 82 19 
10 256 3 5.8672 0.7158 0.036126 0.43661 0.7067 0.036902 0.43353 1 4 9 35 49 81 149 205 192 185 90 
10 256 4 5.8672 0.7844 0.031328 0.44336 0.7771 0.030516 0.44107 1 2 3 20 21 59 105 146 217 251 175 
10 256 5 5.8672 0.8277 0.027971 0.44619 0.8252 0.026531 0.44607 0 1 3 17 14 29 79 130 179 278 270 
10 256 8 5.8672 0.9055 0.017818 0.45954 0.9051 0.016781 0.45824 0 0 0 4 12 14 28 55 127 244 516 
10 256 10 5.8672 0.9324 0.013284 0.46825 0.9321 0.011992 0.46784 0 0 0 0 10 10 22 26 94 212 626 
10 256 12 5.8672 0.9487 0.0099483 0.47969 0.9472 0.0096618 0.47769 0 0 0 0 4 8 16 24 64 185 699 
10 256 20 5.8672 0.9822 0.0032664 0.51542 0.9817 0.0029981 0.51624 0 0 0 0 1 0 4 11 18 87 879 
10 256 25 5.8672 0.989 0.0018208 0.54261 0.9882 0.0019427 0.54248 0 0 0 0 0 0 2 7 9 63 919 
10 256 50 5.8672 0.9979 0.0003059 0.66447 0.997 0.00049149 0.66493 0 0 0 0 0 0 0 1 2 14 983 
10 256 75 5.8672 0.9993 6.958e-05 0.78808 0.9995 4.98e-05 0.78715 0 0 0 0 0 0 0 0 0 7 993 
10 256 100 5.8672 0.9994 5.97e-05 0.91191 1 0 0.93718 0 0 0 0 0 0 0 0 0 6 994 
10 256 250 5.8672 1 0 1.7182 1 0 1.7157 0 0 0 0 0 0 0 0 0 0 1000 
10 256 500 5.8672 1 0 2.9758 1 0 2.9582 0 0 0 0 0 0 0 0 0 0 1000 
10 512 1 5.8672 0.4208 0.029076 0.58312 0.4106 0.026995 0.58575 8 43 130 160 210 223 137 67 19 3 0 
10 512 2 5.8672 0.6075 0.037411 0.59134 0.5998 0.037377 0.59311 1 11 37 61 87 157 203 208 134 82 19 
10 512 3 5.8672 0.7158 0.036126 0.59938 0.7067 0.036902 0.60084 1 4 9 35 49 81 149 205 192 185 90 
10 512 4 5.8672 0.7844 0.031328 0.60176 0.7771 0.030516 0.60311 1 2 3 20 21 59 105 146 217 251 175 
10 512 5 5.8672 0.8277 0.027971 0.61665 0.8252 0.026531 0.61067 0 1 3 17 14 29 79 130 179 278 270 
10 512 8 5.8672 0.9055 0.017818 0.62134 0.9051 0.016781 0.62102 0 0 0 4 12 14 28 55 127 244 516 
10 512 10 5.8672 0.9324 0.013284 0.63281 0.9321 0.011992 0.63143 0 0 0 0 10 10 22 26 94 212 626 
10 512 12 5.8672 0.9487 0.0099483 0.6385 0.9472 0.0096618 0.64138 0 0 0 0 4 8 16 24 64 185 699 
10 512 20 5.8672 0.9822 0.0032664 0.68137 0.9817 0.0029981 0.68216 0 0 0 0 1 0 4 11 18 87 879 
10 512 25 5.8672 0.989 0.0018208 0.70798 0.9882 0.0019427 0.70535 0 0 0 0 0 0 2 7 9 63 919 
10 512 50 5.8672 0.9979 0.0003059 0.8262 0.997 0.00049149 0.82592 0 0 0 0 0 0 0 1 2 14 983 
10 512 75 5.8672 0.9993 6.958e-05 0.95254 0.9995 4.98e-05 0.9485 0 0 0 0 0 0 0 0 0 7 993 
10 512 100 5.8672 0.9994 5.97e-05 1.0716 1 0 1.0726 0 0 0 0 0 0 0 0 0 6 994 
10 512 250 5.8672 1 0 1.8195 1 0 1.8274 0 0 0 0 0 0 0 0 0 0 1000 
10 512 500 5.8672 1 0 3.1538 1 0 3.148 0 0 0 0 0 0 0 0 0 0 1000 
10 1024 1 5.8672 0.4208 0.029076 0.86023 0.4106 0.026995 0.8639 8 43 130 160 210 223 137 67 19 3 0 
10 1024 2 5.8672 0.6075 0.037411 0.86921 0.5998 0.037377 0.87351 1 11 37 61 87 157 203 208 134 82 19 
10 1024 3 5.8672 0.7158 0.036126 0.87179 0.7067 0.036902 0.86985 1 4 9 35 49 81 149 205 192 185 90 
10 1024 4 5.8672 0.7844 0.031328 0.8752 0.7771 0.030516 0.87501 1 2 3 20 21 59 105 146 217 251 175 
10 1024 5 5.8672 0.8277 0.027971 0.87981 0.8252 0.026531 0.88102 0 1 3 17 14 29 79 130 179 278 270 
10 1024 8 5.8672 0.9055 0.017818 0.89661 0.9051 0.016781 0.90082 0 0 0 4 12 14 28 55 127 244 516 
10 1024 10 5.8672 0.9324 0.013284 0.90322 0.9321 0.011992 0.9131 0 0 0 0 10 10 22 26 94 212 626 
10 1024 12 5.8672 0.9487 0.0099483 0.96072 0.9472 0.0096618 0.91757 0 0 0 0 4 8 16 24 64 185 699 
10 1024 20 5.8672 0.9822 0.0032664 0.95668 0.9817 0.0029981 0.95233 0 0 0 0 1 0 4 11 18 87 879 
10 1024 25 5.8672 0.989 0.0018208 0.98622 0.9882 0.0019427 0.99836 0 0 0 0 0 0 2 7 9 63 919 
10 1024 50 5.8672 0.9979 0.0003059 1.1034 0.997 0.00049149 1.113 0 0 0 0 0 0 0 1 2 14 983 
10 1024 75 5.8672 0.9993 6.958e-05 1.2161 0.9995 4.98e-05 1.219 0 0 0 0 0 0 0 0 0 7 993 
10 1024 100 5.8672 0.9994 5.97e-05 1.3414 1 0 1.343 0 0 0 0 0 0 0 0 0 6 994 
10 1024 250 5.8672 1 0 2.0798 1 0 2.0802 0 0 0 0 0 0 0 0 0 0 1000 
10 1024 500 5.8672 1 0 3.3943 1 0 3.3842 0 0 0 0 0 0 0 0 0 0 1000 
10 2048 1 5.8672 0.4208 0.029076 0.90933 0.4106 0.026995 0.90697 8 43 130 160 210 223 137 67 19 3 0 
10 2048 2 5.8672 0.6075 0.037411 0.9191 0.5998 0.037377 0.91592 1 11 37 61 87 157 203 208 134 82 19 
10 2048 3 5.8672 0.7158 0.036126 0.92174 0.7067 0.036902 0.91659 1 4 9 35 49 81 149 205 192 185 90 
10 2048 4 5.8672 0.7844 0.031328 0.92703 0.7771 0.030516 0.9249 1 2 3 20 21 59 105 146 217 251 175 
10 2048 5 5.8672 0.8277 0.027971 0.92965 0.8252 0.026531 0.92843 0 1 3 17 14 29 79 130 179 278 270 
10 2048 8 5.8672 0.9055 0.017818 0.94721 0.9051 0.016781 0.94325 0 0 0 4 12 14 28 55 127 244 516 
10 2048 10 5.8672 0.9324 0.013284 0.95252 0.9321 0.011992 0.97082 0 0 0 0 10 10 22 26 94 212 626 
10 2048 12 5.8672 0.9487 0.0099483 0.96201 0.9472 0.0096618 0.96259 0 0 0 0 4 8 16 24 64 185 699 
10 2048 20 5.8672 0.9822 0.0032664 1.0062 0.9817 0.0029981 1.0006 0 0 0 0 1 0 4 11 18 87 879 
10 2048 25 5.8672 0.989 0.0018208 1.0352 0.9882 0.0019427 1.0504 0 0 0 0 0 0 2 7 9 63 919 
10 2048 50 5.8672 0.9979 0.0003059 1.1611 0.997 0.00049149 1.1553 0 0 0 0 0 0 0 1 2 14 983 
10 2048 75 5.8672 0.9993 6.958e-05 1.2719 0.9995 4.98e-05 1.2639 0 0 0 0 0 0 0 0 0 7 993 
10 2048 100 5.8672 0.9994 5.97e-05 1.3857 1 0 1.3923 0 0 0 0 0 0 0 0 0 6 994 
10 2048 250 5.8672 1 0 2.124 1 0 2.1247 0 0 0 0 0 0 0 0 0 0 1000 
10 2048 500 5.8672 1 0 3.427 1 0 3.4263 0 0 0 0 0 0 0 0 0 0 1000 
10 4096 1 5.8672 0.4208 0.029076 0.98508 0.4106 0.026995 0.98314 8 43 130 160 210 223 137 67 19 3 0 
10 4096 2 5.8672 0.6075 0.037411 0.99255 0.5998 0.037377 0.99127 1 11 37 61 87 157 203 208 134 82 19 
10 4096 3 5.8672 0.7158 0.036126 1.0214 0.7067 0.036902 1.0229 1 4 9 35 49 81 149 205 192 185 90 
10 4096 4 5.8672 0.7844 0.031328 1.0329 0.7771 0.030516 1.0287 1 2 3 20 21 59 105 146 217 251 175 
10 4096 5 5.8672 0.8277 0.027971 1.0144 0.8252 0.026531 1.0055 0 1 3 17 14 29 79 130 179 278 270 
10 4096 8 5.8672 0.9055 0.017818 1.0188 0.9051 0.016781 1.0219 0 0 0 4 12 14 28 55 127 244 516 
10 4096 10 5.8672 0.9324 0.013284 1.0324 0.9321 0.011992 1.0291 0 0 0 0 10 10 22 26 94 212 626 
10 4096 12 5.8672 0.9487 0.0099483 1.0371 0.9472 0.0096618 1.0389 0 0 0 0 4 8 16 24 64 185 699 
10 4096 20 5.8672 0.9822 0.0032664 1.0812 0.9817 0.0029981 1.0784 0 0 0 0 1 0 4 11 18 87 879 
10 4096 25 5.8672 0.989 0.0018208 1.1044 0.9882 0.0019427 1.1068 0 0 0 0 0 0 2 7 9 63 919 
10 4096 50 5.8672 0.9979 0.0003059 1.2241 0.997 0.00049149 1.2238 0 0 0 0 0 0 0 1 2 14 983 
10 4096 75 5.8672 0.9993 6.958e-05 1.348 0.9995 4.98e-05 1.369 0 0 0 0 0 0 0 0 0 7 993 
10 4096 100 5.8672 0.9994 5.97e-05 1.4786 1 0 1.4687 0 0 0 0 0 0 0 0 0 6 994 
