k m efc search build_time recall var_recall query_time val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 64 100 120 3.0303 0.9998 1.998e-05 0.79607 0.9998 1.998e-05 0.79845 0 0 0 0 0 0 0 0 0 2 998 
10 64 100 200 3.0303 0.9998 1.998e-05 1.0796 1 0 1.0779 0 0 0 0 0 0 0 0 0 2 998 
10 64 100 400 3.0303 1 0 1.7782 1 0 1.7803 0 0 0 0 0 0 0 0 0 0 1000 
10 64 100 600 3.0303 1 0 2.5274 1 0 2.5292 0 0 0 0 0 0 0 0 0 0 1000 
10 64 100 800 3.0303 1 0 3.3805 1 0 3.3756 0 0 0 0 0 0 0 0 0 0 1000 
10 64 100 1000 3.0303 1 0 4.3626 1 0 4.4121 0 0 0 0 0 0 0 0 0 0 1000 
10 64 100 1200 3.0303 1 0 5.425 1 0 5.3979 0 0 0 0 0 0 0 0 0 0 1000 
10 64 100 1500 3.0303 1 0 7.217 1 0 7.2005 0 0 0 0 0 0 0 0 0 0 1000 
10 64 100 2000 3.0303 1 0 10.838 1 0 10.875 0 0 0 0 0 0 0 0 0 0 1000 
10 64 500 10 5.08766 0.9334 0.0098743 0.12582 0.9286 0.012314 0.12674 0 0 0 1 0 10 7 38 105 257 582 
10 64 500 20 5.0877 0.9871 0.0018054 0.20634 0.9842 0.0027932 0.20545 0 0 0 0 0 0 0 8 10 85 897 
10 64 500 40 5.0877 0.9985 0.00018794 0.31076 0.9972 0.00045261 0.30704 0 0 0 0 0 0 0 0 2 11 987 
10 64 500 60 5.0877 0.9999 1e-05 0.38079 0.9991 8.9279e-05 0.38349 0 0 0 0 0 0 0 0 0 1 999 
10 64 500 80 5.0877 0.9999 1e-05 0.46572 0.9997 2.994e-05 0.46891 0 0 0 0 0 0 0 0 0 1 999 
10 64 500 100 5.0877 1 0 0.54246 0.9997 2.994e-05 0.54712 0 0 0 0 0 0 0 0 0 0 1000 
10 64 500 120 5.0877 1 0 0.62065 0.9998 1.998e-05 0.62124 0 0 0 0 0 0 0 0 0 0 1000 
10 64 500 200 5.0877 1 0 0.90077 0.9999 1e-05 0.84268 0 0 0 0 0 0 0 0 0 0 1000 
10 64 500 400 5.0877 1 0 1.4767 0.9999 1e-05 1.461 0 0 0 0 0 0 0 0 0 0 1000 
10 64 500 600 5.0877 1 0 2.1269 0.9999 1e-05 2.1227 0 0 0 0 0 0 0 0 0 0 1000 
10 64 500 800 5.0877 1 0 2.933 0.9999 1e-05 2.9173 0 0 0 0 0 0 0 0 0 0 1000 
10 64 500 1000 5.0877 1 0 3.7911 0.9999 1e-05 3.802 0 0 0 0 0 0 0 0 0 0 1000 
10 64 500 1200 5.0877 1 0 4.8144 0.9999 1e-05 4.8074 0 0 0 0 0 0 0 0 0 0 1000 
10 64 500 1500 5.0877 1 0 6.5287 0.9999 1e-05 6.5396 0 0 0 0 0 0 0 0 0 0 1000 
10 64 500 2000 5.0877 1 0 10.02 1 0 9.9856 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 10 3.44667 0.9917 0.0015226 0.28047 0.9921 0.0019495 0.27978 0 0 0 1 0 0 0 3 8 51 937 
10 96 100 20 3.4467 0.9987 0.00014846 0.38685 0.9981 0.00024664 0.39287 0 0 0 0 0 0 0 0 1 11 988 
10 96 100 40 3.4467 0.9998 1.998e-05 0.5506 0.9994 5.97e-05 0.56226 0 0 0 0 0 0 0 0 0 2 998 
10 96 100 60 3.4467 1 0 0.67853 0.9997 2.994e-05 0.66849 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 80 3.4467 1 0 0.75167 0.9997 2.994e-05 0.7561 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 100 3.4467 1 0 0.84028 0.9997 2.994e-05 0.84416 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 120 3.4467 1 0 0.93211 0.9998 1.998e-05 0.93436 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 200 3.4467 1 0 1.2599 1 0 1.2608 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 400 3.4467 1 0 2.0114 1 0 2.0187 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 600 3.4467 1 0 2.8037 1 0 2.8306 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 800 3.4467 1 0 3.681 1 0 3.6897 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 1000 3.4467 1 0 4.6546 1 0 4.7376 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 1200 3.4467 1 0 6.4575 1 0 6.4655 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 1500 3.4467 1 0 8.4462 1 0 8.3573 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 2000 3.4467 1 0 11.706 1 0 10.852 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 10 5.35703 0.9303 0.012484 0.122 0.9291 0.011915 0.12193 1 1 0 2 1 7 19 34 94 257 584 
10 96 500 20 5.357 0.9876 0.0019682 0.18417 0.9868 0.0016874 0.18718 0 0 0 0 0 1 1 5 13 74 906 
10 96 500 40 5.357 0.9979 0.00024584 0.29082 0.9979 0.00024584 0.29009 0 0 0 0 0 0 0 0 2 17 981 
10 96 500 60 5.357 0.9994 5.97e-05 0.37769 0.9989 0.00012892 0.38187 0 0 0 0 0 0 0 0 0 6 994 
10 96 500 80 5.357 0.9995 4.98e-05 0.4612 0.9994 5.97e-05 0.46362 0 0 0 0 0 0 0 0 0 5 995 
10 96 500 100 5.357 0.9998 1.998e-05 0.53744 0.9998 1.998e-05 0.54272 0 0 0 0 0 0 0 0 0 2 998 
10 96 500 120 5.357 0.9998 1.998e-05 0.61296 0.9998 1.998e-05 0.61407 0 0 0 0 0 0 0 0 0 2 998 
10 96 500 200 5.357 1 0 0.88729 0.9999 1e-05 0.89313 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 400 5.357 1 0 1.5565 0.9999 1e-05 1.5547 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 600 5.357 1 0 2.3262 0.9999 1e-05 2.1376 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 800 5.357 1 0 2.9283 0.9999 1e-05 2.9285 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 1000 5.357 1 0 3.8502 0.9999 1e-05 3.829 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 1200 5.357 1 0 4.8416 1 0 4.8548 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 1500 5.357 1 0 6.5963 1 0 6.5765 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 2000 5.357 1 0 9.9915 1 0 10.055 0 0 0 0 0 0 0 0 0 0 1000 
