k n_trees depth sparsity v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size val_recall val_var_recall val_query_time
10 1 3 0.045 1 0.0434748 0.155 0.012803 0.3847 6.9464e-05 6.5663e-06 0.006876 0.37772 12500 0.156 0.01461 0.38236
10 1 4 0.045 1 0.0467474 0.082 0.0063394 0.18995 6.8478e-05 9.222e-06 0.0038999 0.18595 6250 0.089 0.0086657 0.19454
10 1 5 0.045 1 0.0536181 0.049 0.0045444 0.097465 7.3366e-05 8.0494e-06 0.0027857 0.094572 3125 0.049 0.0055545 0.097366
10 1 6 0.045 1 0.0560939 0.027 0.0023949 0.048037 7.2189e-05 1.2094e-05 0.0022585 0.045667 1562.5 0.03 0.0025253 0.048609
10 1 7 0.045 1 0.0626462 0.022 0.0025414 0.026043 7.3398e-05 1.4373e-05 0.0020401 0.02389 781.28 0.022 0.0025414 0.025484
10 1 8 0.045 1 0.0604362 0.01 0.00090909 0.015058 8.1018e-05 1.7533e-05 0.0020151 0.012916 390.59 0.012 0.0014707 0.013866
10 5 3 0.045 1 0.0473464 0.589 0.023211 1.6344 0.00021019 5.0163e-05 0.039987 1.5941 48608 0.583 0.025264 1.6518
10 5 3 0.045 2 0.047346 0.171 0.013999 0.40213 0.00022775 1.0507e-05 0.027853 0.37401 12131 0.225 0.019672 0.40064
10 5 3 0.045 3 0.047346 0.029 0.0020798 0.065965 9.054e-05 1.0198e-05 0.015827 0.05001 1640.7 0.046 0.0045293 0.064354
10 5 3 0.045 4 0.047346 0.004 0.00038788 0.017966 8.8458e-05 1.0062e-05 0.013767 0.0040772 117.4 0.002 0.00019798 0.017285
10 5 3 0.045 5 0.047346 0 0 0.013973 5.1933e-05 9.7537e-06 0.013653 0.00022512 3.45 0 0 0.013574
10 5 4 0.045 1 0.0537161 0.374 0.021741 0.90932 0.00019512 2.8081e-05 0.017613 0.89143 27541 0.379 0.024908 0.90383
10 5 4 0.045 2 0.053716 0.058 0.0052889 0.1201 0.00014194 1.1235e-05 0.013687 0.10623 3470.4 0.056 0.0051152 0.11685
10 5 4 0.045 3 0.053716 0.006 0.0005697 0.016532 0.00012035 1.0922e-05 0.0088 0.0075741 230.84 0.009 0.00082727 0.015259
10 5 4 0.045 4 0.053716 0.001 0.0001 0.0082714 8.3839e-05 1.0261e-05 0.0077514 0.00039251 7.27 0.001 0.0001 0.0081957
10 5 4 0.045 5 0.053716 0 0 0.0080073 8.0229e-05 1.1466e-05 0.0078655 2.2802e-05 0.11 0 0 0.0079307
10 5 5 0.045 1 0.0575922 0.225 0.018864 0.46252 0.00013895 1.4578e-05 0.0080971 0.45422 14667 0.237 0.015486 0.46228
10 5 5 0.045 2 0.057592 0.017 0.0014253 0.035178 0.00012628 1.3308e-05 0.0066838 0.028328 927.1 0.024 0.0022465 0.035209
10 5 5 0.045 3 0.057592 0.001 0.0001 0.0068606 9.9121e-05 1.4293e-05 0.0054389 0.0012849 30.19 0.001 0.0001 0.0061249
10 5 5 0.045 4 0.057592 0 0 0.0053175 7.8482e-05 1.3713e-05 0.0051335 6.1257e-05 0.49 0 0 0.0051261
10 5 5 0.045 5 0.057592 0 0 0.0052587 7.9361e-05 1.4008e-05 0.0051329 4.0508e-06 0 0 0 0.005095
10 5 6 0.045 1 0.0641386 0.132 0.010885 0.23395 0.00013156 1.9392e-05 0.0046519 0.22911 7564.1 0.137 0.012658 0.23307
10 5 6 0.045 2 0.064139 0.011 0.0011909 0.011935 0.00012151 1.8807e-05 0.0039536 0.0078168 244.18 0.009 0.00082727 0.011488
10 5 6 0.045 3 0.064139 0 0 0.003809 9.8535e-05 1.8643e-05 0.0033752 0.00028549 4.13 0.001 0.0001 0.0035826
10 5 6 0.045 4 0.064139 0 0 0.0035638 8.3655e-05 2.002e-05 0.0034203 1.2252e-05 0.04 0 0 0.003397
10 5 6 0.045 5 0.064139 0 0 0.003355 8.1096e-05 1.9174e-05 0.0032234 3.9381e-06 0 0 0 0.0033534
10 5 7 0.045 1 0.0673511 0.066 0.005297 0.11946 0.00014207 2.7279e-05 0.0032429 0.11602 3843.7 0.063 0.0061929 0.1188
10 5 7 0.045 2 0.067351 0.001 0.0001 0.0057452 0.00012632 2.2262e-05 0.0032139 0.0023578 61.82 0.006 0.0005697 0.0053598
10 5 7 0.045 3 0.067351 0 0 0.0029228 9.7347e-05 2.0119e-05 0.0026957 7.8037e-05 0.68 0 0 0.0028534
