k m efc search build_time recall var_recall query_time val_recall val_var_recall val_query_time
10 8 100 80 2.1734 0.186 0.014549 0.022101 0.229 0.017231 0.021918
10 8 100 100 2.1734 0.218 0.016036 0.027661 0.266 0.021055 0.027431
10 8 100 120 2.1734 0.256 0.018246 0.033359 0.303 0.020496 0.033158
10 8 100 200 2.1734 0.353 0.021304 0.057579 0.388 0.024097 0.0574
10 8 100 400 2.1734 0.504 0.024832 0.1267 0.518 0.023107 0.12651
10 8 100 600 2.1734 0.595 0.026742 0.20578 0.597 0.020698 0.20569
10 8 100 800 2.1734 0.648 0.025349 0.30107 0.647 0.024132 0.29636
10 8 100 1000 2.1734 0.691 0.022645 0.40105 0.684 0.025398 0.39816
10 8 100 1200 2.1734 0.723 0.018961 0.53977 0.708 0.026602 0.54539
10 8 100 1500 2.1734 0.766 0.017418 0.7213 0.745 0.022904 0.71984
10 8 100 2000 2.1734 0.808 0.014885 1.121 0.788 0.017228 1.1228
10 8 500 10 7.10097 0.033 0.0028394 0.0051034 0.028 0.0022384 0.0042595
10 8 500 20 7.101 0.073 0.0082535 0.0069462 0.066 0.0063071 0.0064377
10 8 500 40 7.101 0.122 0.013248 0.012064 0.138 0.0092485 0.011947
10 8 500 60 7.101 0.173 0.01492 0.017642 0.191 0.01214 0.017369
10 8 500 80 7.101 0.215 0.017449 0.023499 0.241 0.014565 0.023154
10 8 500 100 7.101 0.246 0.017459 0.029535 0.28 0.017374 0.029063
10 8 500 120 7.101 0.274 0.017903 0.035405 0.309 0.017797 0.034917
10 8 500 200 7.101 0.394 0.024812 0.061933 0.397 0.02393 0.061192
10 8 500 400 7.101 0.55 0.024949 0.13893 0.552 0.026562 0.13913
10 8 500 600 7.101 0.648 0.022723 0.21689 0.639 0.021797 0.21584
10 8 500 800 7.101 0.709 0.021231 0.31116 0.691 0.020625 0.31382
10 8 500 1000 7.101 0.739 0.018767 0.42513 0.729 0.017837 0.41786
10 8 500 1200 7.101 0.779 0.016827 0.53899 0.752 0.017673 0.54371
10 8 500 1500 7.101 0.817 0.014759 0.74494 0.785 0.015025 0.74592
10 8 500 2000 7.101 0.861 0.012706 1.1662 0.825 0.013813 1.1609
10 12 100 10 4.1694 0.053 0.0049404 0.0070068 0.039 0.0036152 0.0062264
10 12 100 20 4.1694 0.092 0.010844 0.010259 0.096 0.0092768 0.009962
10 12 100 40 4.1694 0.162 0.015511 0.018806 0.17 0.015657 0.018387
10 12 100 60 4.1694 0.218 0.020683 0.027135 0.225 0.016439 0.02707
10 12 100 80 4.1694 0.274 0.029822 0.036063 0.278 0.018501 0.035875
10 12 100 100 4.1694 0.316 0.027216 0.044715 0.31 0.017879 0.04688
10 12 100 120 4.1694 0.356 0.026933 0.054215 0.345 0.01947 0.0546
10 12 100 200 4.1694 0.47 0.029596 0.096219 0.461 0.020585 0.093144
10 12 100 400 4.1694 0.605 0.02452 0.19903 0.619 0.023777 0.20027
10 12 100 600 4.1694 0.696 0.022812 0.31587 0.707 0.02086 0.31273
10 12 100 800 4.1694 0.749 0.020504 0.44404 0.765 0.019672 0.43627
10 12 100 1000 4.1694 0.774 0.017701 0.57577 0.805 0.015227 0.5733
10 12 100 1200 4.1694 0.807 0.014597 0.72598 0.831 0.013676 0.72579
10 12 100 1500 4.1694 0.836 0.013034 0.98218 0.862 0.011471 0.9748
10 12 100 2000 4.1694 0.88 0.010505 1.4341 0.894 0.0098626 1.4307
10 12 500 10 13.0235 0.051 0.0057566 0.0073672 0.054 0.0049333 0.0063613
10 12 500 20 13.024 0.086 0.009903 0.010942 0.096 0.0080646 0.010456
10 12 500 40 13.024 0.157 0.011971 0.019625 0.171 0.017433 0.019552
10 12 500 60 13.024 0.223 0.015324 0.029404 0.22 0.021212 0.028788
10 12 500 80 13.024 0.276 0.0176 0.039108 0.263 0.02094 0.038351
10 12 500 100 13.024 0.327 0.019163 0.04862 0.309 0.023858 0.048011
10 12 500 120 13.024 0.364 0.022125 0.058192 0.351 0.028383 0.057836
10 12 500 200 13.024 0.496 0.022004 0.09932 0.479 0.026524 0.099122
10 12 500 400 13.024 0.654 0.020085 0.21155 0.648 0.020097 0.21024
10 12 500 600 13.024 0.734 0.017822 0.33361 0.739 0.016746 0.33199
10 12 500 800 13.024 0.802 0.015147 0.46379 0.787 0.012658 0.46246
10 12 500 1000 13.024 0.842 0.013572 0.6083 0.825 0.013207 0.60933
10 12 500 1200 13.024 0.87 0.010808 0.80536 0.852 0.011208 0.79448
10 12 500 1500 13.024 0.892 0.010642 1.0263 0.881 0.010241 1.02
10 12 500 2000 13.024 0.92 0.0084848 1.494 0.91 0.0065657 1.4924
10 16 100 10 6.61418 0.056 0.0065293 0.00956 0.054 0.0047313 0.0082629
10 16 100 20 6.6142 0.115 0.011187 0.014282 0.107 0.0089404 0.013912
10 16 100 40 6.6142 0.199 0.017272 0.02613 0.182 0.01442 0.026221
10 16 100 60 6.6142 0.268 0.022198 0.038807 0.255 0.018258 0.038551
10 16 100 80 6.6142 0.327 0.023203 0.051536 0.308 0.019935 0.051427
10 16 100 100 6.6142 0.371 0.021676 0.064344 0.356 0.022893 0.064037
10 16 100 120 6.6142 0.414 0.021216 0.078352 0.394 0.022792 0.077432
10 16 100 200 6.6142 0.534 0.027519 0.13228 0.524 0.022853 0.13166
10 16 100 400 6.6142 0.687 0.022355 0.27562 0.684 0.018933 0.27451
10 16 100 600 6.6142 0.762 0.018945 0.42843 0.766 0.016408 0.42673
10 16 100 800 6.6142 0.825 0.010783 0.60945 0.803 0.014637 0.60677
10 16 100 1000 6.6142 0.846 0.0089737 0.7698 0.844 0.012388 0.75367
10 16 100 1200 6.6142 0.865 0.0089646 0.93411 0.868 0.010279 0.92965
10 16 100 1500 6.6142 0.896 0.0070545 1.2161 0.895 0.0081566 1.2129
10 16 100 2000 6.6142 0.93 0.0051515 1.7318 0.917 0.0060717 1.7227
10 16 500 10 20.2747 0.061 0.0076556 0.0096976 0.055 0.0051263 0.0083763
10 16 500 20 20.275 0.113 0.014072 0.014628 0.109 0.010322 0.014548
10 16 500 40 20.275 0.198 0.014137 0.027721 0.18 0.014747 0.027623
10 16 500 60 20.275 0.28 0.019394 0.041135 0.265 0.0225 0.040808
10 16 500 80 20.275 0.341 0.022847 0.056436 0.319 0.022969 0.056528
10 16 500 100 20.275 0.393 0.028738 0.071431 0.369 0.026403 0.070458
10 16 500 120 20.275 0.432 0.02644 0.085785 0.421 0.027938 0.082591
10 16 500 200 20.275 0.565 0.025934 0.14481 0.547 0.024738 0.13895
10 16 500 400 20.275 0.733 0.023041 0.29649 0.719 0.021353 0.28923
10 16 500 600 20.275 0.811 0.01614 0.46206 0.805 0.013207 0.46215
10 16 500 800 20.275 0.854 0.014226 0.62192 0.859 0.01113 0.61805
10 16 500 1000 20.275 0.89 0.011616 0.79444 0.883 0.010112 0.7929
10 16 500 1200 20.275 0.902 0.010299 0.97679 0.905 0.0087626 0.97802
10 16 500 1500 20.275 0.924 0.0083071 1.261 0.921 0.0065242 1.2603
10 16 500 2000 20.275 0.948 0.0055515 1.7807 0.945 0.0051263 1.7774
10 24 100 10 11.7713 0.051 0.0055545 0.013605 0.085 0.0099747 0.011985
10 24 100 20 11.771 0.114 0.010711 0.022406 0.147 0.016052 0.021849
10 24 100 40 11.771 0.213 0.018718 0.042871 0.263 0.022961 0.042293
10 24 100 60 11.771 0.307 0.022274 0.063586 0.347 0.022112 0.062752
10 24 100 80 11.771 0.377 0.024819 0.08457 0.393 0.024294 0.08369
10 24 100 100 11.771 0.435 0.029975 0.10588 0.451 0.027171 0.10452
10 24 100 120 11.771 0.479 0.029555 0.12713 0.491 0.028302 0.1258
10 24 100 200 11.771 0.595 0.02149 0.21435 0.617 0.020011 0.21266
10 24 100 400 11.771 0.762 0.016117 0.43788 0.768 0.014723 0.43592
10 24 100 600 11.771 0.832 0.013511 0.65717 0.844 0.0093576 0.65822
10 24 100 800 11.771 0.875 0.010379 0.87746 0.872 0.0078949 0.87645
10 24 100 1000 11.771 0.906 0.0070343 1.0963 0.902 0.0068646 1.0918
10 24 100 1200 11.771 0.924 0.0058828 1.3573 0.92 0.0064646 1.3087
10 24 100 1500 11.771 0.948 0.0043394 1.649 0.943 0.005102 1.6357
10 24 100 2000 11.771 0.965 0.0031061 2.2081 0.964 0.0033374 2.2063
10 24 500 10 37.6458 0.061 0.0052313 0.014513 0.066 0.0061051 0.013031
10 24 500 20 37.646 0.109 0.010322 0.024318 0.143 0.016011 0.023731
10 24 500 40 37.646 0.212 0.019451 0.046293 0.252 0.017673 0.045429
10 24 500 60 37.646 0.319 0.021151 0.068504 0.343 0.022274 0.067398
10 24 500 80 37.646 0.397 0.026759 0.090701 0.413 0.025587 0.089384
10 24 500 100 37.646 0.47 0.026566 0.11368 0.47 0.026364 0.11224
10 24 500 120 37.646 0.529 0.026322 0.13632 0.515 0.0225 0.13498
10 24 500 200 37.646 0.678 0.020521 0.23023 0.648 0.023733 0.22826
10 24 500 400 37.646 0.828 0.012541 0.47345 0.83 0.014646 0.46928
10 24 500 600 37.646 0.9 0.009697 0.70514 0.894 0.0086505 0.7059
10 24 500 800 37.646 0.921 0.0081404 0.93687 0.923 0.0058293 0.93386
10 24 500 1000 37.646 0.94 0.0062626 1.1709 0.945 0.0039141 1.1687
10 24 500 1200 37.646 0.957 0.0049 1.3904 0.954 0.0035192 1.3898
10 24 500 1500 37.646 0.967 0.0036475 1.7332 0.966 0.0028727 1.7326
10 24 500 2000 37.646 0.979 0.0022818 2.3295 0.98 0.0020202 2.3018
10 36 100 10 19.4166 0.101 0.009797 0.019964 0.099 0.0081808 0.018482
10 36 100 20 19.417 0.171 0.017231 0.035107 0.184 0.016711 0.034649
10 36 100 40 19.417 0.286 0.025055 0.068461 0.317 0.021829 0.067662
10 36 100 60 19.417 0.371 0.029757 0.10216 0.419 0.025797 0.10112
10 36 100 80 19.417 0.455 0.025934 0.13537 0.482 0.02836 0.13483
10 36 100 100 19.417 0.519 0.024181 0.16902 0.541 0.028908 0.16855
10 36 100 120 19.417 0.563 0.021546 0.20447 0.586 0.026873 0.20377
10 36 100 200 19.417 0.688 0.018642 0.34158 0.712 0.017632 0.33983
10 36 100 400 19.417 0.831 0.01307 0.67854 0.84 0.010505 0.67163
10 36 100 600 19.417 0.894 0.0092566 0.96432 0.895 0.0073485 0.9617
10 36 100 800 19.417 0.926 0.0076 1.2409 0.927 0.0060313 1.2385
10 36 100 1000 19.417 0.945 0.0059343 1.4984 0.946 0.0049333 1.4956
10 36 100 1200 19.417 0.957 0.0036879 1.7627 0.958 0.0032687 1.7498
10 36 100 1500 19.417 0.969 0.0027667 2.1482 0.967 0.0026374 2.1213
10 36 100 2000 19.417 0.975 0.002298 2.7324 0.978 0.0017333 2.7376
10 36 500 10 70.6064 0.106 0.0094586 0.021166 0.107 0.0085364 0.019566
10 36 500 20 70.606 0.181 0.017312 0.037386 0.194 0.019156 0.037134
10 36 500 40 70.606 0.309 0.025878 0.072763 0.357 0.021466 0.072401
10 36 500 60 70.606 0.434 0.027923 0.109 0.46 0.025253 0.10793
10 36 500 80 70.606 0.513 0.028011 0.14451 0.523 0.023607 0.14375
10 36 500 100 70.606 0.563 0.026395 0.1804 0.574 0.023156 0.17978
10 36 500 120 70.606 0.627 0.023203 0.21603 0.624 0.021842 0.21554
10 36 500 200 70.606 0.755 0.020278 0.36247 0.767 0.015567 0.36182
10 36 500 400 70.606 0.899 0.0081808 0.72031 0.902 0.0066626 0.71936
10 36 500 600 70.606 0.939 0.0042212 1.0473 0.949 0.0043424 1.0467
10 36 500 800 70.606 0.965 0.0031061 1.3436 0.971 0.0028879 1.3427
10 36 500 1000 70.606 0.978 0.0021374 1.622 0.977 0.0021929 1.6169
10 36 500 1200 70.606 0.982 0.0016929 1.8823 0.988 0.0012687 1.8841
10 36 500 1500 70.606 0.989 0.0011909 2.2608 0.99 0.0011111 2.26
10 36 500 2000 70.606 0.993 0.0008596 2.8807 0.993 0.0008596 2.8867
10 48 100 10 26.5399 0.094 0.0078424 0.026692 0.103 0.0099909 0.025279
10 48 100 20 26.54 0.191 0.012342 0.04869 0.189 0.011494 0.048298
10 48 100 40 26.54 0.331 0.023373 0.094267 0.334 0.023883 0.093273
10 48 100 60 26.54 0.423 0.025627 0.13855 0.43 0.025758 0.13731
10 48 100 80 26.54 0.499 0.02313 0.18522 0.497 0.028173 0.18368
10 48 100 100 26.54 0.572 0.025067 0.23004 0.558 0.027713 0.22855
10 48 100 120 26.54 0.615 0.02654 0.27539 0.618 0.023107 0.27338
10 48 100 200 26.54 0.745 0.022096 0.45414 0.746 0.021701 0.45128
10 48 100 400 26.54 0.877 0.01088 0.86912 0.872 0.011531 0.86337
10 48 100 600 26.54 0.945 0.0057323 1.2083 0.931 0.0072111 1.2044
10 48 100 800 26.54 0.959 0.0042616 1.5211 0.953 0.0047384 1.5189
10 48 100 1000 26.54 0.974 0.0025495 1.8105 0.97 0.0031313 1.8068
10 48 100 1200 26.54 0.981 0.0017566 2.077 0.974 0.0025495 2.0785
10 48 100 1500 26.54 0.993 0.00065758 2.5509 0.987 0.0015465 2.4695
10 48 100 2000 26.54 0.997 0.00029394 3.1065 0.996 0.00038788 3.1095
10 48 500 10 106.665 0.123 0.011082 0.02965 0.107 0.011365 0.027854
10 48 500 20 106.66 0.2 0.01798 0.054621 0.21 0.020707 0.053657
10 48 500 40 106.66 0.354 0.021903 0.10541 0.36 0.023838 0.10326
10 48 500 60 106.66 0.476 0.022853 0.15532 0.478 0.022137 0.15411
10 48 500 80 106.66 0.553 0.022112 0.20909 0.573 0.026839 0.20763
10 48 500 100 106.66 0.619 0.021353 0.25771 0.645 0.026338 0.25628
10 48 500 120 106.66 0.685 0.017652 0.30845 0.694 0.023196 0.30676
10 48 500 200 106.66 0.816 0.017317 0.5121 0.81 0.015253 0.51063
10 48 500 400 106.66 0.926 0.0065899 0.98423 0.923 0.0048192 0.98303
10 48 500 600 106.66 0.966 0.0032768 1.382 0.96 0.0034343 1.3837
10 48 500 800 106.66 0.981 0.0017566 1.7336 0.976 0.0020444 1.7296
10 48 500 1000 106.66 0.985 0.0014899 2.0432 0.988 0.0010667 2.0392
10 48 500 1200 106.66 0.991 0.00082727 2.3287 0.99 0.00090909 2.3264
10 48 500 1500 106.66 0.995 0.0004798 2.7336 0.993 0.00065758 2.7334
10 48 500 2000 106.66 0.997 0.00029394 3.3759 0.997 0.00029394 3.3708
10 64 100 10 185.294 0.12 0.012929 0.036978 0.114 0.013943 0.035396
10 64 100 20 185.29 0.21 0.018889 0.068737 0.212 0.021673 0.068396
10 64 100 40 185.29 0.385 0.027753 0.13438 0.392 0.022966 0.13313
10 64 100 60 185.29 0.499 0.027575 0.20061 0.505 0.021894 0.1981
10 64 100 80 185.29 0.576 0.024469 0.26639 0.598 0.024844 0.26291
10 64 100 100 185.29 0.649 0.020706 0.33037 0.663 0.023365 0.32753
10 64 100 120 185.29 0.696 0.018368 0.39534 0.714 0.020812 0.39173
10 64 100 200 185.29 0.827 0.014112 0.64381 0.825 0.016035 0.64129
10 64 100 400 185.29 0.934 0.005499 1.1877 0.93 0.0055556 1.1868
10 64 100 600 185.29 0.967 0.0032434 1.634 0.968 0.0032081 1.6315
10 64 100 800 185.29 0.982 0.0014909 2.0057 0.983 0.0016273 2.0008
10 64 100 1000 185.29 0.987 0.0011424 2.3324 0.991 0.00082727 2.3269
10 64 100 1200 185.29 0.992 0.00074343 2.6336 0.994 0.0005697 2.6297
10 64 100 1500 185.29 0.997 0.00029394 3.049 0.996 0.00038788 3.0495
10 64 100 2000 185.29 1 0 3.7017 0.998 0.00019798 3.6993
10 64 500 10 136.744 0.123 0.01189 0.052264 0.115 0.0095707 0.044438
10 64 500 20 136.74 0.246 0.018671 0.077438 0.216 0.013075 0.073684
10 64 500 40 136.74 0.403 0.025344 0.14615 0.382 0.019269 0.14481
10 64 500 60 136.74 0.524 0.026085 0.21811 0.512 0.026925 0.21626
10 64 500 80 136.74 0.602 0.026259 0.29032 0.613 0.024779 0.28733
10 64 500 100 136.74 0.683 0.022839 0.36189 0.686 0.023842 0.35879
10 64 500 120 136.74 0.742 0.01943 0.42657 0.75 0.020101 0.42536
10 64 500 200 136.74 0.875 0.010985 0.71149 0.862 0.013693 0.6982
10 64 500 400 136.74 0.959 0.0038576 1.2908 0.948 0.0051475 1.2901
10 64 500 600 136.74 0.985 0.0012879 1.7782 0.977 0.0019909 1.7599
10 64 500 800 136.74 0.991 0.00082727 2.1499 0.991 0.00082727 2.1476
10 64 500 1000 136.74 0.996 0.00038788 2.5162 0.995 0.0004798 2.4885
10 64 500 1200 136.74 0.999 0.0001 2.7981 0.997 0.00029394 2.7897
10 64 500 1500 136.74 1 0 3.2799 0.999 0.0001 3.2078
10 64 500 2000 136.74 1 0 3.8391 1 0 3.8491
10 96 100 10 265.031 0.146 0.014428 0.054624 0.147 0.013829 0.052225
10 96 100 20 265.03 0.272 0.02042 0.10225 0.272 0.025875 0.10211
10 96 100 40 265.03 0.441 0.017393 0.20186 0.452 0.026562 0.20081
10 96 100 60 265.03 0.582 0.021895 0.29985 0.577 0.024415 0.29813
10 96 100 80 265.03 0.664 0.020913 0.39549 0.672 0.022642 0.39316
10 96 100 100 265.03 0.727 0.021385 0.4892 0.729 0.019454 0.48813
10 96 100 120 265.03 0.767 0.019809 0.58215 0.778 0.016683 0.57786
10 96 100 200 265.03 0.88 0.011919 0.93959 0.881 0.0098374 0.92228
10 96 100 400 265.03 0.964 0.0037414 1.6007 0.967 0.0028394 1.5993
10 96 100 600 265.03 0.986 0.0016202 2.1573 0.987 0.0011424 2.1115
10 96 100 800 265.03 0.993 0.0008596 2.5261 0.992 0.00074343 2.5252
10 96 100 1000 265.03 0.995 0.0004798 2.8777 0.996 0.00038788 2.8678
10 96 100 1200 265.03 0.996 0.00038788 3.1788 0.997 0.00029394 3.1792
10 96 100 1500 265.03 0.997 0.00029394 3.5873 0.998 0.00019798 3.5853
10 96 100 2000 265.03 1 0 4.2027 1 0 4.2005
10 96 500 10 139.513 0.152 0.014238 0.07099 0.139 0.012706 0.059231
10 96 500 20 139.51 0.274 0.018509 0.11067 0.26 0.014343 0.11014
10 96 500 40 139.51 0.447 0.020294 0.2183 0.448 0.022319 0.21745
10 96 500 60 139.51 0.578 0.02739 0.32419 0.567 0.02486 0.32373
10 96 500 80 139.51 0.672 0.022844 0.43013 0.666 0.026509 0.42878
10 96 500 100 139.51 0.746 0.025741 0.53259 0.747 0.02191 0.53108
10 96 500 120 139.51 0.797 0.01888 0.63327 0.799 0.01909 0.63252
10 96 500 200 139.51 0.904 0.0076606 1.0086 0.911 0.0090697 1.0067
10 96 500 400 139.51 0.98 0.0016162 1.7759 0.976 0.0022465 1.7528
10 96 500 600 139.51 0.994 0.0005697 2.2695 0.991 0.00082727 2.2678
10 96 500 800 139.51 1 0 2.679 0.999 0.0001 2.6788
10 96 500 1000 139.51 1 0 3.0197 1 0 3.0151
10 96 500 1200 139.51 1 0 3.3122 1 0 3.312
10 96 500 1500 139.51 1 0 3.7044 1 0 3.7013
10 96 500 2000 139.51 1 0 4.3897 1 0 4.2923
