k n_trees depth sparsity v build_time recall var_recall query_time cs_size val_recall val_var_recall val_query_time
10 1 3 0.045 1 0.0138261 0.149 0.013635 0.40785 12500 0.19 0.015253 0.4042
10 1 4 0.045 1 0.013744 0.087 0.0074051 0.19458 6250 0.085 0.0079545 0.19377
10 1 5 0.045 1 0.0165204 0.052 0.0039354 0.093219 3125 0.051 0.0045444 0.10022
10 1 6 0.045 1 0.0208453 0.029 0.0026859 0.048695 1562.5 0.032 0.0030061 0.05018
10 1 7 0.045 1 0.0248479 0.02 0.0020202 0.026846 781.32 0.015 0.0014899 0.025469
10 1 8 0.045 1 0.0330681 0.005 0.0004798 0.015478 390.52 0.009 0.00082727 0.013832
10 5 3 0.045 1 0.0178066 0.576 0.024267 1.6453 47656 0.592 0.02539 1.6456
10 5 3 0.045 2 0.017807 0.212 0.015814 0.44765 12673 0.206 0.016731 0.45643
10 5 3 0.045 3 0.017807 0.041 0.0032515 0.078987 1992.4 0.052 0.0055515 0.079531
10 5 3 0.045 4 0.017807 0.005 0.0004798 0.020217 171.85 0.003 0.00029394 0.020781
10 5 3 0.045 5 0.017807 0 0 0.014457 6.24 0 0 0.015191
10 5 4 0.045 1 0.0229453 0.379 0.019454 0.88223 26376 0.347 0.022112 0.85689
10 5 4 0.045 2 0.022945 0.094 0.0062263 0.14849 4393.5 0.084 0.0080242 0.16434
10 5 4 0.045 3 0.022945 0.014 0.0012162 0.023373 456.03 0.012 0.0010667 0.025548
10 5 4 0.045 4 0.022945 0.004 0.00038788 0.0089892 24.43 0.002 0.00019798 0.0093326
10 5 4 0.045 5 0.022945 0 0 0.0080128 0.43 0.001 0.0001 0.0083959
10 5 5 0.045 1 0.028889 0.224 0.014368 0.47244 14539 0.223 0.016536 0.47034
10 5 5 0.045 2 0.028889 0.028 0.0026424 0.040208 1042.1 0.032 0.002804 0.039624
10 5 5 0.045 3 0.028889 0 0 0.0072466 43.32 0.004 0.00038788 0.0067785
10 5 5 0.045 4 0.028889 0 0 0.0050909 1.03 0 0 0.0053347
10 5 5 0.045 5 0.028889 0 0 0.0050274 0 0 0 0.0051527
10 5 6 0.045 1 0.034244 0.125 0.011389 0.23964 7512.1 0.115 0.0083586 0.23813
10 5 6 0.045 2 0.034244 0.01 0.0011111 0.013888 293.73 0.012 0.0010667 0.013401
10 5 6 0.045 3 0.034244 0 0 0.0039171 6.66 0.001 0.0001 0.0037114
10 5 6 0.045 4 0.034244 0 0 0.0033334 0.05 0 0 0.0034009
10 5 6 0.045 5 0.034244 0 0 0.0033163 0.01 0 0 0.0033893
10 5 7 0.045 1 0.0423429 0.089 0.0082616 0.12043 3805.5 0.086 0.0076808 0.12007
10 5 7 0.045 2 0.042343 0.008 0.00074343 0.006565 99.01 0.006 0.0005697 0.0062254
10 5 7 0.045 3 0.042343 0.001 0.0001 0.0029463 1.63 0 0 0.0028252
10 5 7 0.045 4 0.042343 0 0 0.0025542 0.02 0 0 0.0025927
10 5 7 0.045 5 0.042343 0 0 0.0026717 0 0 0 0.0026821
10 5 8 0.045 1 0.0523194 0.042 0.0046828 0.063584 1929.5 0.031 0.0027667 0.061623
10 5 8 0.045 2 0.052319 0.001 0.0001 0.0042479 23.31 0 0 0.0037955
10 5 8 0.045 3 0.052319 0 0 0.0024086 0.12 0 0 0.0024549
10 5 8 0.045 4 0.052319 0 0 0.002343 0 0 0 0.0022197
10 5 8 0.045 5 0.052319 0 0 0.0024124 0 0 0 0.0023211
10 10 3 0.045 1 0.0181187 0.749 0.019494 2.3081 64410 0.77 0.016465 2.2951
10 10 3 0.045 2 0.018119 0.484 0.022772 1.2406 34863 0.48 0.022828 1.2513
10 10 3 0.045 3 0.018119 0.257 0.015809 0.58655 16474 0.257 0.014597 0.59594
10 10 3 0.045 4 0.018119 0.12 0.0094949 0.25461 6551.4 0.132 0.011289 0.26044
10 10 3 0.045 5 0.018119 0.042 0.0032687 0.10814 2087.2 0.049 0.0043424 0.10973
10 10 3 0.045 6 0.018119 0.011 0.0011909 0.054835 511.04 0.014 0.0012162 0.05657
10 10 3 0.045 7 0.018119 0.004 0.00038788 0.041363 91.71 0.005 0.0004798 0.04238
10 10 3 0.045 8 0.018119 0 0 0.038239 11.68 0.001 0.0001 0.039349
10 10 3 0.045 9 0.018119 0 0 0.037429 0.88 0 0 0.039069
10 10 3 0.045 10 0.018119 0 0 0.037287 0.03 0 0 0.038965
10 10 4 0.045 1 0.0239192 0.568 0.023814 1.5649 44548 0.572 0.026481 1.5554
10 10 4 0.045 2 0.023919 0.254 0.01564 0.47394 13943 0.231 0.01711 0.48197
10 10 4 0.045 3 0.023919 0.077 0.0066374 0.14385 3300 0.061 0.0058374 0.14751
10 10 4 0.045 4 0.023919 0.012 0.0010667 0.042571 610.34 0.019 0.0019586 0.039329
10 10 4 0.045 5 0.023919 0.003 0.00029394 0.019873 88.84 0.006 0.0005697 0.022993
10 10 4 0.045 6 0.023919 0 0 0.019023 9.83 0 0 0.019122
10 10 4 0.045 7 0.023919 0 0 0.01558 0.73 0 0 0.015766
10 10 4 0.045 8 0.023919 0 0 0.015428 0.03 0 0 0.016664
10 10 4 0.045 9 0.023919 0 0 0.015305 0 0 0 0.01565
10 10 4 0.045 10 0.023919 0 0 0.015343 0 0 0 0.015609
10 10 5 0.045 1 0.029515 0.393 0.022476 0.90955 26186 0.412 0.019855 0.91075
10 10 5 0.045 2 0.029515 0.111 0.0076556 0.16087 4453.2 0.103 0.0081727 0.15765
10 10 5 0.045 3 0.029515 0.023 0.0019909 0.035039 553.2 0.024 0.0018424 0.033246
10 10 5 0.045 4 0.029515 0.003 0.00029394 0.01142 53.16 0.002 0.00019798 0.01068
10 10 5 0.045 5 0.029515 0 0 0.008861 4.06 0 0 0.0090806
10 10 5 0.045 6 0.029515 0 0 0.0085788 0.27 0 0 0.0087475
10 10 5 0.045 7 0.029515 0 0 0.0082496 0.03 0 0 0.0085801
10 10 5 0.045 8 0.029515 0 0 0.008191 0 0 0 0.0088174
10 10 5 0.045 9 0.029515 0 0 0.0087635 0 0 0 0.0089491
10 10 5 0.045 10 0.029515 0 0 0.0093068 0 0 0 0.010344
10 10 6 0.045 1 0.0352868 0.225 0.014217 0.46436 14138 0.255 0.018864 0.45723
10 10 6 0.045 2 0.035287 0.04 0.0034343 0.056843 1381.3 0.048 0.0039354 0.055828
10 10 6 0.045 3 0.035287 0.004 0.00038788 0.012671 99.23 0.007 0.00065758 0.010306
10 10 6 0.045 4 0.035287 0 0 0.0059008 5.64 0.001 0.0001 0.0061843
10 10 6 0.045 5 0.035287 0 0 0.0054052 0.24 0 0 0.0059637
10 10 6 0.045 6 0.035287 0 0 0.0056097 0 0 0 0.0061022
10 10 6 0.045 7 0.035287 0 0 0.0053476 0 0 0 0.0059253
10 10 6 0.045 8 0.035287 0 0 0.0056185 0 0 0 0.0060799
10 10 6 0.045 9 0.035287 0 0 0.0053525 0 0 0 0.005925
10 10 6 0.045 10 0.035287 0 0 0.0056266 0 0 0 0.006
10 10 7 0.045 1 0.0427766 0.139 0.01412 0.23812 7464.4 0.129 0.0097566 0.2367
10 10 7 0.045 2 0.042777 0.01 0.0011111 0.015547 337.12 0.015 0.0016919 0.015
10 10 7 0.045 3 0.042777 0.002 0.00019798 0.004748 10.8 0.001 0.0001 0.0040348
10 10 7 0.045 4 0.042777 0 0 0.0035391 0.27 0 0 0.0035108
10 10 7 0.045 5 0.042777 0 0 0.0035583 0.01 0 0 0.0036423
10 10 7 0.045 6 0.042777 0 0 0.0034983 0 0 0 0.0034738
10 10 7 0.045 7 0.042777 0 0 0.0035713 0 0 0 0.003478
10 10 7 0.045 8 0.042777 0 0 0.0033945 0 0 0 0.0034759
10 10 7 0.045 9 0.042777 0 0 0.0034003 0 0 0 0.003479
10 10 7 0.045 10 0.042777 0 0 0.0033909 0 0 0 0.0034745
10 10 8 0.045 1 0.0538732 0.066 0.0061051 0.12189 3814.2 0.087 0.0082131 0.12045
10 10 8 0.045 2 0.053873 0.001 0.0001 0.0065205 90.42 0.002 0.00019798 0.0060947
10 10 8 0.045 3 0.053873 0 0 0.0028215 1.62 0 0 0.0027788
10 10 8 0.045 4 0.053873 0 0 0.0028154 0.02 0 0 0.0027742
10 10 8 0.045 5 0.053873 0 0 0.0027927 0 0 0 0.0027647
10 10 8 0.045 6 0.053873 0 0 0.0027946 0 0 0 0.0026971
10 10 8 0.045 7 0.053873 0 0 0.002721 0 0 0 0.0026661
10 10 8 0.045 8 0.053873 0 0 0.0028089 0 0 0 0.0027847
10 10 8 0.045 9 0.053873 0 0 0.0026498 0 0 0 0.0026863
10 10 8 0.045 10 0.053873 0 0 0.0026651 0 0 0 0.0026853
10 25 3 0.045 1 0.0201401 0.924 0.0058828 3.1267 86315 0.937 0.0049808 3.134
10 25 3 0.045 2 0.02014 0.813 0.013062 2.5768 70534 0.842 0.012562 2.5798
10 25 3 0.045 3 0.02014 0.685 0.021086 1.9541 53544 0.685 0.021288 1.9664
10 25 3 0.045 4 0.02014 0.52 0.027879 1.3976 38147 0.541 0.022443 1.4094
10 25 3 0.045 5 0.02014 0.402 0.024642 0.96184 25755 0.383 0.02587 0.96534
10 25 3 0.045 6 0.02014 0.291 0.02406 0.63787 16502 0.275 0.018864 0.63743
10 25 3 0.045 7 0.02014 0.19 0.017475 0.41822 10010 0.19 0.013232 0.41755
10 25 3 0.045 8 0.02014 0.136 0.014651 0.27662 5745 0.128 0.0095111 0.2731
10 25 3 0.045 9 0.02014 0.085 0.0081566 0.18286 3101.9 0.073 0.0048192 0.18004
10 25 3 0.045 10 0.02014 0.043 0.0038899 0.12227 1567.9 0.044 0.003499 0.12181
10 25 3 0.045 11 0.02014 0.026 0.0019434 0.08838 741.9 0.019 0.0017566 0.091448
10 25 3 0.045 12 0.02014 0.013 0.0011424 0.074094 327.01 0.012 0.0010667 0.077877
