k n_trees depth sparsity k_build b v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size n_train n_subsample val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 5 12 0.036 10 1 0.001375 6.1464 0.718 0.066422 0.11189 0 0.00212 0.015494 0.093994 261.31 58000 100 0.712 0.071888 0.11103 16 23 28 39 55 75 106 127 141 164 226 
10 5 12 0.036 10 1 0.00175 6.1464 0.6712 0.074725 0.086912 0 0.0020039 0.015244 0.069378 188.9 58000 100 0.6622 0.07913 0.085989 26 37 39 41 62 88 120 121 146 149 171 
10 5 12 0.036 10 1 0.0025 6.1464 0.5935 0.08223 0.058617 0 0.0019195 0.013467 0.042955 112.02 58000 100 0.5846 0.08687 0.057923 51 47 50 61 101 100 108 118 152 109 103 
10 5 12 0.036 10 1 0.00375 6.1464 0.4661 0.086908 0.036291 0 0.001714 0.012899 0.021381 51.455 58000 100 0.4602 0.092909 0.035407 103 83 87 110 100 100 112 96 95 70 44 
10 5 12 0.036 10 1 0.005 6.1464 0.3625 0.080865 0.027332 0 0.0016538 0.012498 0.012886 29.345 58000 100 0.3694 0.08599 0.026914 170 129 118 101 115 96 86 65 57 40 23 
10 5 12 0.036 10 1 0.0075 6.1464 0.2153 0.057413 0.019197 0 0.0017039 0.011858 0.0052824 10.449 58000 100 0.231 0.063322 0.019259 358 162 121 108 76 61 46 28 24 8 8 
10 5 12 0.036 10 1 0.01 6.1464 0.1316 0.037959 0.015637 0 0.0017682 0.010942 0.0026267 4.359 58000 100 0.136 0.039403 0.015151 502 200 110 62 42 26 24 13 15 3 3 
10 5 13 0.036 10 1 1e-07 7.90643 0.7331 0.06598 0.1452 0 0.0049178 0.016446 0.12361 292.62 58000 100 0.7015 0.077525 0.14383 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 1.375e-07 7.9064 0.7331 0.06598 0.13791 0 0.0029362 0.013578 0.12107 292.62 58000 100 0.7015 0.077525 0.13843 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 1.75e-07 7.9064 0.7331 0.06598 0.14721 0 0.0035436 0.019548 0.12362 292.62 58000 100 0.7015 0.077525 0.12503 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 2.5e-07 7.9064 0.7331 0.06598 0.12594 0 0.0033178 0.013653 0.10865 292.62 58000 100 0.7015 0.077525 0.1253 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 3.75e-07 7.9064 0.7331 0.06598 0.12487 0 0.0034596 0.013391 0.10772 292.62 58000 100 0.7015 0.077525 0.12463 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 5e-07 7.9064 0.7331 0.06598 0.12526 0 0.0033267 0.013508 0.10812 292.62 58000 100 0.7015 0.077525 0.12674 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 7.5e-07 7.9064 0.7331 0.06598 0.12544 0 0.0033296 0.013618 0.10817 292.62 58000 100 0.7015 0.077525 0.12644 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 1e-06 7.9064 0.7331 0.06598 0.1278 0 0.003487 0.014164 0.10983 292.62 58000 100 0.7015 0.077525 0.12775 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 1.375e-06 7.9064 0.7331 0.06598 0.12781 0 0.0033549 0.014144 0.11 292.62 58000 100 0.7015 0.077525 0.12547 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 1.75e-06 7.9064 0.7331 0.06598 0.12727 0 0.0033875 0.014527 0.10905 292.62 58000 100 0.7015 0.077525 0.12722 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 2.5e-06 7.9064 0.7331 0.06598 0.12595 0 0.0034303 0.01362 0.10859 292.62 58000 100 0.7015 0.077525 0.12851 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 3.75e-06 7.9064 0.7331 0.06598 0.128 0 0.0036627 0.014767 0.10927 292.62 58000 100 0.7015 0.077525 0.12749 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 5e-06 7.9064 0.7331 0.06598 0.12802 0 0.0033724 0.014645 0.10968 292.62 58000 100 0.7015 0.077525 0.12744 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 7.5e-06 7.9064 0.7331 0.06598 0.12579 0 0.003482 0.01359 0.1084 292.62 58000 100 0.7015 0.077525 0.12538 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 1e-05 7.9064 0.7331 0.06598 0.1275 0 0.0034199 0.01519 0.10859 292.62 58000 100 0.7015 0.077525 0.12736 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 1.375e-05 7.9064 0.7331 0.06598 0.12595 0 0.0033744 0.014115 0.10815 292.62 58000 100 0.7015 0.077525 0.12515 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 1.75e-05 7.9064 0.7331 0.06598 0.12545 0 0.0033896 0.013665 0.10809 292.62 58000 100 0.7015 0.077525 0.12511 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 2.5e-05 7.9064 0.7331 0.06598 0.12566 0 0.0033756 0.013537 0.10844 292.62 58000 100 0.7015 0.077525 0.12575 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 3.75e-05 7.9064 0.7331 0.06598 0.12561 0 0.0034131 0.013683 0.1082 292.62 58000 100 0.7015 0.077525 0.12484 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 5e-05 7.9064 0.7331 0.06598 0.1255 0 0.0034101 0.013536 0.10824 292.62 58000 100 0.7015 0.077525 0.14628 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 7.5e-05 7.9064 0.7331 0.06598 0.12687 0 0.0039976 0.01797 0.10458 292.62 58000 100 0.7015 0.077525 0.1225 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 0.0001 7.9064 0.7331 0.06598 0.11952 0 0.002583 0.013004 0.10362 292.62 58000 100 0.7015 0.077525 0.11949 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 0.0001375 7.9064 0.7331 0.06598 0.11961 0 0.0026112 0.013061 0.10363 292.62 58000 100 0.7015 0.077525 0.11942 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 0.000175 7.9064 0.7331 0.06598 0.11967 0 0.0025961 0.013042 0.10371 292.62 58000 100 0.7015 0.077525 0.1197 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 0.00025 7.9064 0.7331 0.06598 0.11971 0 0.0025737 0.012977 0.10386 292.62 58000 100 0.7015 0.077525 0.12012 15 12 37 41 49 75 94 113 131 182 251 
10 5 13 0.036 10 1 0.000375 7.9064 0.7328 0.06587 0.11953 0 0.0025755 0.013049 0.1036 291.44 58000 100 0.7013 0.077526 0.12491 15 12 37 41 49 75 94 113 132 183 249 
10 5 13 0.036 10 1 0.0005 7.9064 0.7325 0.0658 0.12095 0 0.0028501 0.014404 0.10339 290.96 58000 100 0.701 0.077416 0.11988 15 12 37 41 49 75 94 114 132 183 248 
