k m efc search build_time recall var_recall query_time val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 64 500 200 7.0662 0.9999 1e-05 1.0411 0.9998 1.998e-05 1.0702 0 0 0 0 0 0 0 0 0 1 999 
10 64 500 400 7.0662 1 0 1.8112 1 0 1.8462 0 0 0 0 0 0 0 0 0 0 1000 
10 64 500 600 7.0662 1 0 2.682 1 0 2.7076 0 0 0 0 0 0 0 0 0 0 1000 
10 64 500 800 7.0662 1 0 3.6459 1 0 3.6899 0 0 0 0 0 0 0 0 0 0 1000 
10 64 500 1000 7.0662 1 0 4.7374 1 0 4.8167 0 0 0 0 0 0 0 0 0 0 1000 
10 64 500 1200 7.0662 1 0 5.9776 1 0 6.0019 0 0 0 0 0 0 0 0 0 0 1000 
10 64 500 1500 7.0662 1 0 7.9658 1 0 8.0476 0 0 0 0 0 0 0 0 0 0 1000 
10 64 500 2000 7.0662 1 0 11.897 1 0 11.978 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 10 4.32664 0.9924 0.0031053 0.28679 0.9915 0.0024202 0.29367 2 0 0 0 0 0 3 2 6 26 961 
10 96 100 20 4.3266 0.9979 0.00036596 0.42334 0.9982 0.0004372 0.42873 0 0 0 0 0 0 1 0 2 13 984 
10 96 100 40 4.3266 0.999 0.00023924 0.60979 0.9996 3.988e-05 0.61677 0 0 0 0 0 0 1 0 1 4 994 
10 96 100 60 4.3266 0.9993 0.00020972 0.76379 0.9998 1.998e-05 0.7763 0 0 0 0 0 0 1 0 1 1 997 
10 96 100 80 4.3266 0.9996 0.00016 0.90391 1 0 0.91156 0 0 0 0 0 0 1 0 0 0 999 
10 96 100 100 4.3266 0.9996 0.00016 1.0199 1 0 1.0053 0 0 0 0 0 0 1 0 0 0 999 
10 96 100 120 4.3266 0.9996 0.00016 1.0899 1 0 1.1083 0 0 0 0 0 0 1 0 0 0 999 
10 96 100 200 4.3266 1 0 1.5184 1 0 1.5399 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 400 4.3266 1 0 2.5265 1 0 2.5654 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 600 4.3266 1 0 3.5639 1 0 3.6302 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 800 4.3266 1 0 4.691 1 0 4.7818 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 1000 4.3266 1 0 5.9131 1 0 5.9889 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 1200 4.3266 1 0 7.2511 1 0 7.3471 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 1500 4.3266 1 0 9.4407 1 0 9.524 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 2000 4.3266 1 0 13.648 1 0 13.841 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 10 7.38553 0.9283 0.014804 0.13284 0.9189 0.01757 0.13237 2 0 1 3 6 8 15 40 77 258 590 
10 96 500 20 7.3855 0.9882 0.0023431 0.22368 0.9843 0.0033068 0.22532 1 0 0 0 0 0 0 3 11 77 908 
10 96 500 40 7.3855 0.999 9.9099e-05 0.33334 0.9968 0.0010708 0.33508 0 0 0 0 0 0 0 0 0 10 990 
10 96 500 60 7.3855 0.9994 5.97e-05 0.44525 0.9981 0.0009073 0.44765 0 0 0 0 0 0 0 0 0 6 994 
10 96 500 80 7.3855 0.9997 2.994e-05 0.55015 0.9997 2.994e-05 0.5534 0 0 0 0 0 0 0 0 0 3 997 
10 96 500 100 7.3855 0.9998 1.998e-05 0.64945 0.9998 1.998e-05 0.6526 0 0 0 0 0 0 0 0 0 2 998 
10 96 500 120 7.3855 1 0 0.75588 0.9999 1e-05 0.74518 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 200 7.3855 1 0 1.1017 0.9999 1e-05 1.1086 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 400 7.3855 1 0 1.9577 1 0 1.9234 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 600 7.3855 1 0 2.703 1 0 2.7203 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 800 7.3855 1 0 3.6762 1 0 3.7094 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 1000 7.3855 1 0 4.8837 1 0 4.8095 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 1200 7.3855 1 0 5.9571 1 0 6.0064 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 1500 7.3855 1 0 7.9874 1 0 8.0225 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 2000 7.3855 1 0 11.992 1 0 12.011 0 0 0 0 0 0 0 0 0 0 1000 
