k n_trees depth sparsity k_build b v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size n_train n_subsample label_recall val_recall val_var_recall val_query_time
10 50 11 0.088 25 1 1.75e-05 6.6282 0.9783 0.0030822 1.4195 0 0.012814 0.40897 0.99714 18304 100000 100 100 0.9788 0.0034941 1.6202
10 50 11 0.088 25 1 2.5e-05 6.6282 0.969 0.0048639 1.0121 0 0.011559 0.35774 0.64237 12450 100000 100 100 0.9703 0.0055935 1.0038
10 50 11 0.088 25 1 3.75e-05 6.6282 0.9457 0.0098313 0.65425 0 0.010013 0.30399 0.33983 6857.6 100000 100 100 0.9476 0.010485 0.65251
10 50 11 0.088 25 1 5e-05 6.6282 0.9197 0.016218 0.50591 0 0.009169 0.29092 0.20539 4161.4 100000 100 100 0.9215 0.017625 0.52208
10 50 11 0.088 25 1 7.5e-05 6.6282 0.8632 0.032198 0.38051 0 0.008432 0.27218 0.099495 1863.5 100000 100 100 0.8692 0.031523 0.36337
10 50 11 0.088 25 1 0.0001 6.6282 0.8034 0.050459 0.31575 0 0.0078487 0.25047 0.057051 1017.9 100000 100 100 0.8133 0.047701 0.31582
10 50 11 0.088 25 1 0.0001375 6.6282 0.7154 0.07692 0.29188 0 0.0075238 0.251 0.033017 517.9 100000 100 100 0.7283 0.072702 0.29206
10 50 11 0.088 25 1 0.000175 6.6282 0.6367 0.092836 0.2798 0 0.0073295 0.24973 0.02242 311.79 100000 100 100 0.6534 0.087676 0.27826
10 50 11 0.088 25 1 0.00025 6.6282 0.5075 0.1099 0.26936 0 0.0071433 0.24885 0.013018 148.43 100000 100 100 0.5191 0.1105 0.26776
10 50 11 0.088 25 1 0.000375 6.6282 0.3522 0.11113 0.25966 0 0.0070553 0.2451 0.0071608 62.877 100000 100 100 0.3563 0.11291 0.25915
10 50 11 0.088 25 1 0.0005 6.6282 0.2469 0.095886 0.25811 0 0.0070445 0.24603 0.0046491 33.639 100000 100 100 0.262 0.10102 0.30469
10 50 11 0.088 25 1 0.00075 6.6282 0.1414 0.067674 0.25445 0 0.0070179 0.24466 0.0024279 13.745 100000 100 100 0.1522 0.072728 0.2538
10 50 11 0.088 25 1 0.001 6.6282 0.09 0.045866 0.25244 0 0.0070001 0.24371 0.0014823 7.12 100000 100 100 0.1025 0.053017 0.25603
10 50 11 0.088 25 1 0.001375 6.6282 0.0506 0.026386 0.2727 0 0.0070375 0.2646 0.0008269 3.277 100000 100 100 0.0567 0.029785 0.26036
10 50 11 0.088 25 1 0.00175 6.6282 0.0322 0.01714 0.25114 0 0.0069857 0.24338 0.00054902 1.786 100000 100 100 0.0345 0.018198 0.25126
10 50 11 0.088 25 1 0.0025 6.6282 0.0154 0.0078507 0.25103 0 0.0069683 0.24356 0.00028023 0.662 100000 100 100 0.0158 0.0083587 0.25136
10 50 11 0.088 25 1 0.00375 6.6282 0.004 0.0017257 0.25083 0 0.0070016 0.24348 0.00013239 0.135 100000 100 100 0.0059 0.0032184 0.25105
10 50 11 0.088 25 1 0.005 6.6282 0.0006 0.00011976 0.25147 0 0.0070209 0.24415 8.8813e-05 0.025 100000 100 100 0.0026 0.0010943 0.25108
10 50 11 0.088 25 1 0.0075 6.6282 0 0 0.25118 0 0.007036 0.24387 5.6e-05 0 100000 100 100 0.0002 1.998e-05 0.24729
10 50 11 0.088 25 1 0.01 6.6282 0 0 0.24746 0 0.0069731 0.24021 5.3952e-05 0 100000 100 100 0 0 0.24739
10 50 13 0.088 25 1 1e-07 14.413 0.954 0.0075716 0.88602 0 0.026646 0.18843 0.67055 11575 100000 100 100 0.9532 0.009219 0.81883
10 50 13 0.088 25 1 1.375e-07 14.413 0.954 0.0075716 0.80253 0 0.025584 0.14324 0.63329 11575 100000 100 100 0.9532 0.009219 0.81035
10 50 13 0.088 25 1 1.75e-07 14.413 0.954 0.0075716 0.84542 0 0.025823 0.17814 0.64104 11575 100000 100 100 0.9532 0.009219 0.82908
10 50 13 0.088 25 1 2.5e-07 14.413 0.954 0.0075716 0.80015 0 0.022317 0.14329 0.63411 11575 100000 100 100 0.9532 0.009219 0.80339
10 50 13 0.088 25 1 3.75e-07 14.413 0.954 0.0075716 0.801 0 0.022339 0.14335 0.63487 11575 100000 100 100 0.9532 0.009219 0.83122
10 50 13 0.088 25 1 5e-07 14.413 0.954 0.0075716 0.82822 0 0.025194 0.1665 0.63607 11575 100000 100 100 0.9532 0.009219 0.80748
10 50 13 0.088 25 1 7.5e-07 14.413 0.954 0.0075716 0.79972 0 0.025546 0.14169 0.63204 11575 100000 100 100 0.9532 0.009219 0.79978
10 50 13 0.088 25 1 1e-06 14.413 0.954 0.0075716 0.82498 0 0.022419 0.16125 0.64089 11575 100000 100 100 0.9532 0.009219 0.8393
10 50 13 0.088 25 1 1.375e-06 14.413 0.954 0.0075716 0.95215 0 0.023115 0.19378 0.73477 11575 100000 100 100 0.9532 0.009219 1.1369
10 50 13 0.088 25 1 1.75e-06 14.413 0.954 0.0075716 1.0332 0 0.023495 0.14471 0.86452 11575 100000 100 100 0.9532 0.009219 1.0492
10 50 13 0.088 25 1 2.5e-06 14.413 0.954 0.0075716 1.0467 0 0.027106 0.15262 0.86641 11575 100000 100 100 0.9532 0.009219 1.0362
10 50 13 0.088 25 1 3.75e-06 14.413 0.954 0.0075716 1.0411 0 0.024122 0.1597 0.85676 11575 100000 100 100 0.9532 0.009219 0.85807
10 50 13 0.088 25 1 5e-06 14.413 0.954 0.0075716 0.96034 0 0.023046 0.22927 0.70754 11575 100000 100 100 0.9532 0.009219 0.94265
10 50 13 0.088 25 1 7.5e-06 14.413 0.954 0.0075716 1.0705 0 0.023455 0.22934 0.81724 11575 100000 100 100 0.9532 0.009219 1.0365
10 50 13 0.088 25 1 1e-05 14.413 0.954 0.0075716 1.0373 0 0.027523 0.14481 0.86445 11574 100000 100 100 0.9532 0.009219 1.0514
10 50 13 0.088 25 1 1.375e-05 14.413 0.954 0.0075716 1.056 0 0.026686 0.16225 0.86662 11571 100000 100 100 0.9532 0.009219 1.0579
10 50 13 0.088 25 1 1.75e-05 14.413 0.9537 0.0076339 1.0336 0 0.023807 0.14563 0.86368 11562 100000 100 100 0.9531 0.0092196 1.0364
10 50 13 0.088 25 1 2.5e-05 14.413 0.9526 0.0078611 1.044 0 0.027465 0.15637 0.85967 11438 100000 100 100 0.9521 0.0095451 1.0443
10 50 13 0.088 25 1 3.75e-05 14.413 0.9464 0.0093364 0.9373 0 0.023483 0.14714 0.76617 10294 100000 100 100 0.9448 0.010904 0.93367
10 50 13 0.088 25 1 5e-05 14.413 0.9349 0.011544 0.7788 0 0.026474 0.13295 0.6189 8345.8 100000 100 100 0.9317 0.013839 0.77713
10 50 13 0.088 25 1 7.5e-05 14.413 0.8996 0.020921 0.45522 0 0.023488 0.1313 0.29997 4155.6 100000 100 100 0.8983 0.02297 0.46046
10 50 13 0.088 25 1 0.0001 14.413 0.8727 0.028513 0.3392 0 0.019009 0.12494 0.19481 2731.5 100000 100 100 0.8722 0.030658 0.32978
10 50 13 0.088 25 1 0.0001375 14.413 0.8229 0.042428 0.21962 0 0.016163 0.11006 0.093 1303.8 100000 100 100 0.828 0.043499 0.21876
10 50 13 0.088 25 1 0.000175 14.413 0.7811 0.053666 0.18072 0 0.014622 0.10595 0.059781 797.12 100000 100 100 0.7865 0.055723 0.18028
10 50 13 0.088 25 1 0.00025 14.413 0.6898 0.075531 0.14631 0 0.012905 0.10285 0.030214 360.77 100000 100 100 0.7007 0.076746 0.14525
10 50 13 0.088 25 1 0.000375 14.413 0.5619 0.1009 0.12911 0 0.011798 0.10119 0.015804 153.76 100000 100 100 0.5786 0.10309 0.12809
10 50 13 0.088 25 1 0.0005 14.413 0.4599 0.11179 0.12245 0 0.011507 0.099894 0.010705 85.201 100000 100 100 0.4779 0.11872 0.12145
10 50 13 0.088 25 1 0.00075 14.413 0.32 0.10879 0.11695 0 0.011554 0.098894 0.0061139 37.168 100000 100 100 0.3397 0.11797 0.11626
10 50 13 0.088 25 1 0.001 14.413 0.2282 0.093859 0.11434 0 0.011396 0.09849 0.0040603 20.433 100000 100 100 0.2494 0.10242 0.1141
10 50 13 0.088 25 1 0.001375 14.413 0.1494 0.072592 0.1157 0 0.011595 0.10124 0.0024875 10.367 100000 100 100 0.1682 0.080529 0.11388
10 50 13 0.088 25 1 0.00175 14.413 0.1067 0.056662 0.11406 0 0.011496 0.10065 0.0016436 6.114 100000 100 100 0.1191 0.062508 0.11337
10 50 13 0.088 25 1 0.0025 14.413 0.059 0.032391 0.11233 0 0.011408 0.099824 0.00085261 2.613 100000 100 100 0.0679 0.038418 0.11298
10 50 13 0.088 25 1 0.00375 14.413 0.0262 0.014088 0.16881 0 0.011393 0.1568 0.00039412 0.924 100000 100 100 0.0317 0.018404 0.16618
10 50 13 0.088 25 1 0.005 14.413 0.0128 0.0070232 0.16714 0 0.011175 0.15552 0.00022323 0.398 100000 100 100 0.0155 0.009239 0.16549
10 50 13 0.088 25 1 0.0075 14.413 0.0045 0.0024722 0.16676 0 0.011144 0.1553 0.00010418 0.118 100000 100 100 0.0057 0.0031006 0.16524
10 50 13 0.088 25 1 0.01 14.413 0.0013 0.00046878 0.17432 0 0.011345 0.16268 7.782e-05 0.021 100000 100 100 0.002 0.00077678 0.17863
10 50 16 0.088 25 1 1e-07 44.1147 0.7406 0.065757 0.2182 0 0.03736 0.073048 0.10755 1866.8 100000 100 100 0.7517 0.061419 0.19906
10 50 16 0.088 25 1 1.375e-07 44.115 0.7406 0.065757 0.19591 0 0.036176 0.053965 0.10551 1866.8 100000 100 100 0.7517 0.061419 0.19169
10 50 16 0.088 25 1 1.75e-07 44.115 0.7406 0.065757 0.19151 0 0.037299 0.049133 0.10484 1866.8 100000 100 100 0.7517 0.061419 0.19209
10 50 16 0.088 25 1 2.5e-07 44.115 0.7406 0.065757 0.19235 0 0.037415 0.049378 0.10531 1866.8 100000 100 100 0.7517 0.061419 0.19228
10 50 16 0.088 25 1 3.75e-07 44.115 0.7406 0.065757 0.19271 0 0.036723 0.049607 0.10614 1866.8 100000 100 100 0.7517 0.061419 0.19201
10 50 16 0.088 25 1 5e-07 44.115 0.7406 0.065757 0.19153 0 0.037314 0.049211 0.10476 1866.8 100000 100 100 0.7517 0.061419 0.19205
10 50 16 0.088 25 1 7.5e-07 44.115 0.7406 0.065757 0.19201 0 0.037408 0.04924 0.10512 1866.8 100000 100 100 0.7517 0.061419 0.19198
10 50 16 0.088 25 1 1e-06 44.115 0.7406 0.065757 0.19 0 0.035302 0.049455 0.105 1866.8 100000 100 100 0.7517 0.061419 0.19128
10 50 16 0.088 25 1 1.375e-06 44.115 0.7406 0.065757 0.19146 0 0.037312 0.049296 0.10461 1866.8 100000 100 100 0.7517 0.061419 0.19153
10 50 16 0.088 25 1 1.75e-06 44.115 0.7406 0.065757 0.19317 0 0.037545 0.049372 0.10601 1866.8 100000 100 100 0.7517 0.061419 0.19188
10 50 16 0.088 25 1 2.5e-06 44.115 0.7406 0.065757 0.19127 0 0.037315 0.049083 0.10463 1866.8 100000 100 100 0.7517 0.061419 0.19331
10 50 16 0.088 25 1 3.75e-06 44.115 0.7406 0.065757 0.19287 0 0.036215 0.049799 0.10661 1866.8 100000 100 100 0.7517 0.061419 0.19211
10 50 16 0.088 25 1 5e-06 44.115 0.7406 0.065757 0.19122 0 0.037321 0.049109 0.10455 1866.8 100000 100 100 0.7517 0.061419 0.19169
10 50 16 0.088 25 1 7.5e-06 44.115 0.7406 0.065757 0.1924 0 0.037403 0.049334 0.10541 1866.8 100000 100 100 0.7517 0.061419 0.19162
10 50 16 0.088 25 1 1e-05 44.115 0.7406 0.065757 0.19159 0 0.037368 0.049107 0.10487 1866.8 100000 100 100 0.7517 0.061419 0.19172
10 50 16 0.088 25 1 1.375e-05 44.115 0.7406 0.065757 0.19157 0 0.037367 0.049093 0.10487 1866.8 100000 100 100 0.7517 0.061419 0.19299
10 50 16 0.088 25 1 1.75e-05 44.115 0.7406 0.065757 0.19167 0 0.037473 0.049206 0.10475 1866.8 100000 100 100 0.7517 0.061419 0.19213
10 50 16 0.088 25 1 2.5e-05 44.115 0.7406 0.065757 0.19149 0 0.037336 0.049116 0.1048 1866.8 100000 100 100 0.7517 0.061419 0.19486
10 50 16 0.088 25 1 3.75e-05 44.115 0.7406 0.065757 0.19158 0 0.037234 0.049259 0.10484 1866.4 100000 100 100 0.7517 0.061419 0.19209
10 50 16 0.088 25 1 5e-05 44.115 0.7406 0.065757 0.19194 0 0.037216 0.049177 0.10531 1866.1 100000 100 100 0.7516 0.061499 0.19188
10 50 16 0.088 25 1 7.5e-05 44.115 0.74 0.065826 0.19113 0 0.03715 0.049161 0.10457 1864.7 100000 100 100 0.7512 0.06158 0.19142
10 50 16 0.088 25 1 0.0001 44.115 0.7399 0.065844 0.19122 0 0.037264 0.049085 0.10463 1863.2 100000 100 100 0.7508 0.061541 0.19908
10 50 16 0.088 25 1 0.0001375 44.115 0.7364 0.066121 0.19166 0 0.037363 0.049409 0.10464 1850.2 100000 100 100 0.7478 0.061917 0.19105
10 50 16 0.088 25 1 0.000175 44.115 0.7321 0.066066 0.18905 0 0.036987 0.049009 0.1028 1833 100000 100 100 0.7447 0.062374 0.19021
10 50 16 0.088 25 1 0.00025 44.115 0.7185 0.068436 0.18583 0 0.036897 0.049018 0.099677 1758.9 100000 100 100 0.7321 0.063343 0.18539
10 50 16 0.088 25 1 0.000375 44.115 0.6809 0.07436 0.16804 0 0.0359 0.048059 0.083847 1469.5 100000 100 100 0.6947 0.070072 0.16863
10 50 16 0.088 25 1 0.0005 44.115 0.5726 0.093222 0.11694 0 0.031548 0.046155 0.038999 628.43 100000 100 100 0.5885 0.09199 0.11553
10 50 16 0.088 25 1 0.00075 44.115 0.5255 0.093653 0.11264 0 0.030526 0.045318 0.036568 577.32 100000 100 100 0.5389 0.096073 0.11198
10 50 16 0.088 25 1 0.001 44.115 0.4029 0.10453 0.074719 0 0.02451 0.042394 0.0076063 82.53 100000 100 100 0.4198 0.10693 0.071678
10 50 16 0.088 25 1 0.001375 44.115 0.309 0.10062 0.067237 0 0.021199 0.041043 0.0047372 38.282 100000 100 100 0.3324 0.10467 0.06575
10 50 16 0.088 25 1 0.00175 44.115 0.238 0.088605 0.063833 0 0.019923 0.040505 0.003132 19.889 100000 100 100 0.2528 0.095047 0.063153
10 50 16 0.088 25 1 0.0025 44.115 0.1532 0.068618 0.061484 0 0.019287 0.040172 0.0017659 8.676 100000 100 100 0.1646 0.074381 0.060257
10 50 16 0.088 25 1 0.00375 44.115 0.0819 0.041944 0.059248 0 0.018857 0.039391 0.00078511 3.209 100000 100 100 0.0875 0.04598 0.0582
10 50 16 0.088 25 1 0.005 44.115 0.0475 0.025259 0.058229 0 0.018194 0.039366 0.00046118 1.539 100000 100 100 0.0547 0.030348 0.057519
10 50 16 0.088 25 1 0.0075 44.115 0.0181 0.010032 0.057525 0 0.017986 0.039144 0.00020211 0.437 100000 100 100 0.0219 0.012483 0.056797
10 50 16 0.088 25 1 0.01 44.115 0.0087 0.004679 0.057201 0 0.017859 0.039036 0.00011915 0.181 100000 100 100 0.0116 0.0071326 0.056673
10 1 11 0.088 25 1 1e-07 4.46666 0.5139 0.10698 0.27799 0 0.00065861 0.045727 0.23136 4367.4 1000000 100 100 0.5344 0.10871 0.27341
10 1 11 0.088 25 1 1.375e-07 4.4667 0.5139 0.10698 0.26904 0 0.00058222 0.040739 0.22747 4367.4 1000000 100 100 0.5344 0.10871 0.27029
10 1 11 0.088 25 1 1.75e-07 4.4667 0.5139 0.10698 0.2679 0 0.0005909 0.040533 0.22654 4367.4 1000000 100 100 0.5344 0.10871 0.27162
10 1 11 0.088 25 1 2.5e-07 4.4667 0.5139 0.10698 0.26869 0 0.00060019 0.040713 0.22713 4367.4 1000000 100 100 0.5344 0.10871 0.27148
10 1 11 0.088 25 1 3.75e-07 4.4667 0.5139 0.10698 0.27099 0 0.00061191 0.040822 0.22932 4367.4 1000000 100 100 0.5344 0.10871 0.27193
10 1 11 0.088 25 1 5e-07 4.4667 0.5139 0.10698 0.27796 0 0.00057735 0.046248 0.2309 4367.4 1000000 100 100 0.5344 0.10871 0.27157
10 1 11 0.088 25 1 7.5e-07 4.4667 0.5139 0.10698 0.26703 0 0.00060073 0.040245 0.22595 4367.4 1000000 100 100 0.5344 0.10871 0.27252
10 1 11 0.088 25 1 1e-06 4.4667 0.5139 0.10698 0.26783 0 0.00057802 0.040395 0.22662 4367.4 1000000 100 100 0.5344 0.10871 0.2721
10 1 11 0.088 25 1 1.375e-06 4.4667 0.5139 0.10698 0.2682 0 0.00059994 0.040459 0.22691 4367.4 1000000 100 100 0.5344 0.10871 0.27251
10 1 11 0.088 25 1 1.75e-06 4.4667 0.5139 0.10698 0.26853 0 0.00056642 0.0405 0.22722 4367.4 1000000 100 100 0.5344 0.10871 0.27085
10 1 11 0.088 25 1 2.5e-06 4.4667 0.5139 0.10698 0.26782 0 0.00059109 0.040378 0.22661 4367.4 1000000 100 100 0.5344 0.10871 0.27128
10 1 11 0.088 25 1 3.75e-06 4.4667 0.5139 0.10698 0.26982 0 0.00058038 0.04073 0.22826 4367.4 1000000 100 100 0.5344 0.10871 0.27642
10 1 11 0.088 25 1 5e-06 4.4667 0.5139 0.10698 0.27051 0 0.00069106 0.042804 0.22678 4367.4 1000000 100 100 0.5344 0.10871 0.27281
10 1 11 0.088 25 1 7.5e-06 4.4667 0.5139 0.10698 0.26787 0 0.00060377 0.040431 0.2266 4367.4 1000000 100 100 0.5344 0.10871 0.27141
10 1 11 0.088 25 1 1e-05 4.4667 0.5139 0.10698 0.26744 0 0.00058855 0.040376 0.22624 4367.4 1000000 100 100 0.5344 0.10871 0.27193
10 1 11 0.088 25 1 1.375e-05 4.4667 0.5139 0.10698 0.26833 0 0.00059045 0.040507 0.227 4363.2 1000000 100 100 0.5344 0.10871 0.27248
10 1 11 0.088 25 1 1.75e-05 4.4667 0.5139 0.10698 0.26764 0 0.00058278 0.040128 0.22669 4363.2 1000000 100 100 0.5344 0.10871 0.27088
10 1 11 0.088 25 1 2.5e-05 4.4667 0.5139 0.10698 0.26857 0 0.00056812 0.040688 0.22707 4355.1 1000000 100 100 0.5343 0.10878 0.27086
10 1 11 0.088 25 1 3.75e-05 4.4667 0.5095 0.10671 0.26263 0 0.00058824 0.041163 0.22064 4252.4 1000000 100 100 0.5311 0.10881 0.26598
10 1 11 0.088 25 1 5e-05 4.4667 0.4991 0.10786 0.24934 0 0.00058173 0.042976 0.20555 3959.2 1000000 100 100 0.5166 0.11068 0.25067
10 1 11 0.088 25 1 7.5e-05 4.4667 0.4547 0.10893 0.20756 0 0.00057963 0.047705 0.15903 3072 1000000 100 100 0.4701 0.11369 0.20543
10 1 11 0.088 25 1 0.0001 4.4667 0.4121 0.10985 0.17226 0 0.00059887 0.050558 0.12086 2335.8 1000000 100 100 0.4245 0.11516 0.17248
10 1 11 0.088 25 1 0.0001375 4.4667 0.374 0.10917 0.14487 0 0.00060409 0.049942 0.094089 1807.7 1000000 100 100 0.3844 0.11607 0.14527
10 1 11 0.088 25 1 0.000175 4.4667 0.3434 0.10706 0.12566 0 0.00061788 0.047629 0.077186 1471.8 1000000 100 100 0.3497 0.11173 0.12514
10 1 11 0.088 25 1 0.00025 4.4667 0.2931 0.099722 0.098612 0 0.0006898 0.043435 0.05426 1029.2 1000000 100 100 0.2989 0.10754 0.098156
10 1 11 0.088 25 1 0.000375 4.4667 0.2428 0.09142 0.074813 0 0.00072147 0.039414 0.034459 636.05 1000000 100 100 0.2441 0.097443 0.077385
10 1 11 0.088 25 1 0.0005 4.4667 0.204 0.083508 0.063209 0 0.0007651 0.038724 0.023504 421.83 1000000 100 100 0.2078 0.089549 0.078263
10 1 11 0.088 25 1 0.00075 4.4667 0.1546 0.066185 0.051054 0 0.00069116 0.037023 0.013134 219.66 1000000 100 100 0.1578 0.072772 0.047203
10 1 11 0.088 25 1 0.001 4.4667 0.1196 0.053229 0.042577 0 0.00069138 0.033122 0.0085583 129.48 1000000 100 100 0.1264 0.061785 0.042276
10 1 11 0.088 25 1 0.001375 4.4667 0.0843 0.037981 0.038442 0 0.00068714 0.03203 0.0055061 70.58 1000000 100 100 0.0922 0.047667 0.038139
10 1 11 0.088 25 1 0.00175 4.4667 0.0648 0.029831 0.036072 0 0.00066799 0.031182 0.0039854 43.971 1000000 100 100 0.0735 0.038266 0.035919
10 1 11 0.088 25 1 0.0025 4.4667 0.0428 0.020389 0.033794 0 0.000674 0.030435 0.0024406 21.215 1000000 100 100 0.051 0.026926 0.03352
10 1 11 0.088 25 1 0.00375 4.4667 0.0239 0.01131 0.031737 0 0.00061972 0.0296 0.0012959 8.711 1000000 100 100 0.0298 0.014847 0.031514
10 1 11 0.088 25 1 0.005 4.4667 0.0146 0.0069938 0.0307 0 0.00059617 0.029099 0.00079713 4.509 1000000 100 100 0.0213 0.010767 0.030505
10 1 11 0.088 25 1 0.0075 4.4667 0.0065 0.0026904 0.029878 0 0.00058376 0.028702 0.0003938 1.495 1000000 100 100 0.0111 0.0046514 0.029711
10 1 11 0.088 25 1 0.01 4.4667 0.0033 0.0015006 0.029432 0 0.00058133 0.028447 0.00021162 0.595 1000000 100 100 0.0043 0.0013729 0.029401
10 1 13 0.088 25 1 1e-07 13.1074 0.3462 0.11366 0.10507 0 0.00096778 0.026249 0.077618 1393.6 1000000 100 100 0.3679 0.1164 0.10321
10 1 13 0.088 25 1 1.375e-07 13.107 0.3462 0.11366 0.101 0 0.00089312 0.025801 0.074076 1393.6 1000000 100 100 0.3679 0.1164 0.10179
10 1 13 0.088 25 1 1.75e-07 13.107 0.3462 0.11366 0.10133 0 0.00090747 0.025759 0.074432 1393.6 1000000 100 100 0.3679 0.1164 0.10205
10 1 13 0.088 25 1 2.5e-07 13.107 0.3462 0.11366 0.10065 0 0.00089204 0.025628 0.073905 1393.6 1000000 100 100 0.3679 0.1164 0.10122
10 1 13 0.088 25 1 3.75e-07 13.107 0.3462 0.11366 0.10076 0 0.00088887 0.025692 0.073951 1393.6 1000000 100 100 0.3679 0.1164 0.10238
10 1 13 0.088 25 1 5e-07 13.107 0.3462 0.11366 0.10136 0 0.00088501 0.025843 0.074406 1393.6 1000000 100 100 0.3679 0.1164 0.10201
10 1 13 0.088 25 1 7.5e-07 13.107 0.3462 0.11366 0.10095 0 0.00089123 0.02579 0.07404 1393.6 1000000 100 100 0.3679 0.1164 0.10304
10 1 13 0.088 25 1 1e-06 13.107 0.3462 0.11366 0.10142 0 0.00089302 0.025906 0.07438 1393.6 1000000 100 100 0.3679 0.1164 0.10232
10 1 13 0.088 25 1 1.375e-06 13.107 0.3462 0.11366 0.10116 0 0.00088837 0.025826 0.074214 1393.6 1000000 100 100 0.3679 0.1164 0.10208
10 1 13 0.088 25 1 1.75e-06 13.107 0.3462 0.11366 0.10134 0 0.00088963 0.025894 0.074323 1393.6 1000000 100 100 0.3679 0.1164 0.10252
10 1 13 0.088 25 1 2.5e-06 13.107 0.3462 0.11366 0.10093 0 0.00090276 0.025737 0.074057 1393.6 1000000 100 100 0.3679 0.1164 0.10205
10 1 13 0.088 25 1 3.75e-06 13.107 0.3462 0.11366 0.10116 0 0.00089785 0.025794 0.074236 1393.6 1000000 100 100 0.3679 0.1164 0.10293
10 1 13 0.088 25 1 5e-06 13.107 0.3462 0.11366 0.10107 0 0.00089731 0.0258 0.074142 1393.6 1000000 100 100 0.3679 0.1164 0.10207
10 1 13 0.088 25 1 7.5e-06 13.107 0.3462 0.11366 0.10102 0 0.00090411 0.025858 0.074028 1393.6 1000000 100 100 0.3679 0.1164 0.10203
10 1 13 0.088 25 1 1e-05 13.107 0.3462 0.11366 0.10153 0 0.0008965 0.025888 0.074509 1393.6 1000000 100 100 0.3679 0.1164 0.10208
10 1 13 0.088 25 1 1.375e-05 13.107 0.3462 0.11366 0.10062 0 0.00089135 0.025702 0.073787 1393.6 1000000 100 100 0.3679 0.1164 0.10184
10 1 13 0.088 25 1 1.75e-05 13.107 0.3462 0.11366 0.10064 0 0.00088695 0.025681 0.073847 1393.6 1000000 100 100 0.3679 0.1164 0.10188
10 1 13 0.088 25 1 2.5e-05 13.107 0.3462 0.11366 0.10076 0 0.00088864 0.025662 0.073981 1393.6 1000000 100 100 0.3679 0.1164 0.10177
10 1 13 0.088 25 1 3.75e-05 13.107 0.3462 0.11366 0.10073 0 0.00088646 0.025702 0.073903 1393.6 1000000 100 100 0.3679 0.1164 0.10183
10 1 13 0.088 25 1 5e-05 13.107 0.3462 0.11366 0.10345 0 0.00092469 0.02716 0.075126 1393.6 1000000 100 100 0.3679 0.1164 0.10475
10 1 13 0.088 25 1 7.5e-05 13.107 0.3461 0.11356 0.10246 0 0.00094183 0.027288 0.073998 1391.5 1000000 100 100 0.3679 0.1164 0.10175
10 1 13 0.088 25 1 0.0001 13.107 0.3449 0.11305 0.10064 0 0.00088984 0.025874 0.073639 1382.4 1000000 100 100 0.3675 0.11621 0.10864
10 1 13 0.088 25 1 0.0001375 13.107 0.3432 0.11267 0.099465 0 0.00090095 0.025898 0.072435 1357.6 1000000 100 100 0.3626 0.11522 0.099844
10 1 13 0.088 25 1 0.000175 13.107 0.3364 0.11203 0.096018 0 0.00090319 0.026135 0.068744 1290.2 1000000 100 100 0.3559 0.11486 0.096502
10 1 13 0.088 25 1 0.00025 13.107 0.3068 0.1067 0.08533 0 0.00089802 0.027067 0.057134 1060.9 1000000 100 100 0.3292 0.1102 0.085721
10 1 13 0.088 25 1 0.000375 13.107 0.2665 0.10145 0.069647 0 0.00088795 0.028058 0.040482 729.37 1000000 100 100 0.2795 0.10317 0.069446
10 1 13 0.088 25 1 0.0005 13.107 0.2372 0.094731 0.061388 0 0.00087457 0.02886 0.03143 534.89 1000000 100 100 0.2509 0.096416 0.061672
10 1 13 0.088 25 1 0.00075 13.107 0.1954 0.082802 0.049232 0 0.00086212 0.027198 0.020958 345.28 1000000 100 100 0.2102 0.08452 0.047949
10 1 13 0.088 25 1 0.001 13.107 0.1665 0.073361 0.042577 0 0.00083909 0.025834 0.015704 245.96 1000000 100 100 0.1767 0.075883 0.041242
10 1 13 0.088 25 1 0.001375 13.107 0.1373 0.062581 0.037249 0 0.00082967 0.025217 0.01101 161.44 1000000 100 100 0.1469 0.064955 0.036625
10 1 13 0.088 25 1 0.00175 13.107 0.12 0.054835 0.034077 0 0.00082105 0.024659 0.0084095 113.52 1000000 100 100 0.1232 0.055918 0.033454
10 1 13 0.088 25 1 0.0025 13.107 0.0914 0.042749 0.030518 0 0.00078465 0.024168 0.0053561 59.468 1000000 100 100 0.0959 0.0468 0.03016
10 1 13 0.088 25 1 0.00375 13.107 0.0629 0.028762 0.027167 0 0.00063482 0.023166 0.0031244 26.792 1000000 100 100 0.0668 0.03265 0.02679
10 1 13 0.088 25 1 0.005 13.107 0.0471 0.020192 0.025618 0 0.00048771 0.02283 0.0020578 14.728 1000000 100 100 0.0494 0.024644 0.025173
10 1 13 0.088 25 1 0.0075 13.107 0.0274 0.01098 0.02408 0 0.00044906 0.022356 0.001048 5.816 1000000 100 100 0.0293 0.015367 0.023629
10 1 13 0.088 25 1 0.01 13.107 0.0181 0.0064288 0.023411 0 0.0004369 0.022099 0.00065921 2.767 1000000 100 100 0.0201 0.0093553 0.022924
10 1 16 0.088 25 1 1e-07 55.8936 0.1681 0.072585 0.050613 0 0.0012329 0.02103 0.028149 230.74 1000000 100 100 0.2099 0.090142 0.035805
10 1 16 0.088 25 1 1.375e-07 55.894 0.1681 0.072585 0.037635 0 0.0011133 0.021332 0.014981 230.74 1000000 100 100 0.2099 0.090142 0.036175
