k n_trees depth sparsity k_build b v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size n_train n_subsample label_recall val_recall val_var_recall val_query_time
10 15 11 0.088 25 1 0.000375 4.979 0.3226 0.10083 0.11736 0 0.0029157 0.10391 0.010185 100.3 100000 100 100 0.3417 0.1065 0.1175
10 15 11 0.088 25 1 0.0005 4.979 0.232 0.088765 0.1124 0 0.002908 0.10277 0.0063621 49.573 100000 100 100 0.2541 0.094558 0.11125
10 15 11 0.088 25 1 0.00075 4.979 0.1375 0.062746 0.10775 0 0.0029481 0.10123 0.0031852 17.932 100000 100 100 0.1526 0.070464 0.10769
10 15 11 0.088 25 1 0.001 4.979 0.0869 0.043382 0.10546 0 0.0029248 0.10035 0.0018661 8.633 100000 100 100 0.0986 0.049788 0.10467
10 15 11 0.088 25 1 0.001375 4.979 0.0523 0.027242 0.10416 0 0.0030907 0.099866 0.00099214 3.791 100000 100 100 0.0583 0.031983 0.1032
10 15 11 0.088 25 1 0.00175 4.979 0.0336 0.017529 0.10324 0 0.0029216 0.099524 0.00060008 1.999 100000 100 100 0.0373 0.021841 0.10259
10 15 11 0.088 25 1 0.0025 4.979 0.0153 0.008064 0.10255 0 0.0029251 0.099152 0.00028587 0.704 100000 100 100 0.0192 0.011603 0.10275
10 15 11 0.088 25 1 0.00375 4.979 0.0044 0.0017023 0.10309 0 0.0030635 0.099714 0.00012567 0.182 100000 100 100 0.0069 0.003646 0.10267
10 15 11 0.088 25 1 0.005 4.979 0.0012 0.00021878 0.10235 0 0.0029516 0.099145 7.4384e-05 0.051 100000 100 100 0.0025 0.0013051 0.10192
10 15 11 0.088 25 1 0.0075 4.979 0.0001 1e-05 0.10237 0 0.0029327 0.099205 5.1187e-05 0.004 100000 100 100 0.0009 0.00034954 0.10177
10 15 11 0.088 25 1 0.01 4.979 0 0 0.10219 0 0.0029335 0.099034 4.024e-05 0 100000 100 100 0 0 0.10172
10 15 13 0.088 25 1 1e-07 9.31589 0.7567 0.060175 0.28827 0 0.0066615 0.059682 0.22167 4060.5 100000 100 100 0.77 0.059019 0.27938
10 15 13 0.088 25 1 1.375e-07 9.3159 0.7567 0.060175 0.27154 0 0.0063106 0.049473 0.21544 4060.5 100000 100 100 0.77 0.059019 0.27507
10 15 13 0.088 25 1 1.75e-07 9.3159 0.7567 0.060175 0.27406 0 0.0056615 0.050043 0.21805 4060.5 100000 100 100 0.77 0.059019 0.27393
10 15 13 0.088 25 1 2.5e-07 9.3159 0.7567 0.060175 0.27219 0 0.0057064 0.050121 0.21609 4060.5 100000 100 100 0.77 0.059019 0.28004
10 15 13 0.088 25 1 3.75e-07 9.3159 0.7567 0.060175 0.27638 0 0.0058297 0.05412 0.2161 4060.5 100000 100 100 0.77 0.059019 0.27466
10 15 13 0.088 25 1 5e-07 9.3159 0.7567 0.060175 0.27926 0 0.006269 0.050152 0.22255 4060.5 100000 100 100 0.77 0.059019 0.27118
10 15 13 0.088 25 1 7.5e-07 9.3159 0.7567 0.060175 0.27257 0 0.0055684 0.049783 0.2169 4060.5 100000 100 100 0.77 0.059019 0.2737
10 15 13 0.088 25 1 1e-06 9.3159 0.7567 0.060175 0.2727 0 0.0057993 0.049645 0.21697 4060.5 100000 100 100 0.77 0.059019 0.2735
10 15 13 0.088 25 1 1.375e-06 9.3159 0.7567 0.060175 0.27151 0 0.0055697 0.050146 0.21548 4060.5 100000 100 100 0.77 0.059019 0.27315
10 15 13 0.088 25 1 1.75e-06 9.3159 0.7567 0.060175 0.27057 0 0.0056353 0.049895 0.21475 4060.5 100000 100 100 0.77 0.059019 0.27289
10 15 13 0.088 25 1 2.5e-06 9.3159 0.7567 0.060175 0.27142 0 0.0055782 0.049938 0.21558 4060.5 100000 100 100 0.77 0.059019 0.27221
10 15 13 0.088 25 1 3.75e-06 9.3159 0.7567 0.060175 0.27027 0 0.0056286 0.049707 0.21464 4060.5 100000 100 100 0.77 0.059019 0.27201
10 15 13 0.088 25 1 5e-06 9.3159 0.7567 0.060175 0.27082 0 0.0056377 0.049786 0.21507 4060.5 100000 100 100 0.77 0.059019 0.27215
10 15 13 0.088 25 1 7.5e-06 9.3159 0.7567 0.060175 0.27067 0 0.0056187 0.049726 0.21503 4060.5 100000 100 100 0.77 0.059019 0.27208
10 15 13 0.088 25 1 1e-05 9.3159 0.7567 0.060175 0.27283 0 0.0060123 0.049914 0.21658 4060.5 100000 100 100 0.77 0.059019 0.27196
10 15 13 0.088 25 1 1.375e-05 9.3159 0.7567 0.060175 0.27055 0 0.0062152 0.049272 0.21476 4060.5 100000 100 100 0.77 0.059019 0.27097
10 15 13 0.088 25 1 1.75e-05 9.3159 0.7567 0.060175 0.28227 0 0.0056429 0.05741 0.21889 4060.5 100000 100 100 0.77 0.059019 0.30878
10 15 13 0.088 25 1 2.5e-05 9.3159 0.7567 0.060175 0.29159 0 0.0056844 0.067716 0.21789 4060.5 100000 100 100 0.77 0.059019 0.27057
10 15 13 0.088 25 1 3.75e-05 9.3159 0.7567 0.060175 0.26949 0 0.0056443 0.048946 0.21459 4060 100000 100 100 0.77 0.059019 0.27167
10 15 13 0.088 25 1 5e-05 9.3159 0.7566 0.060177 0.26924 0 0.005613 0.048829 0.21452 4058.8 100000 100 100 0.7699 0.058983 0.27068
10 15 13 0.088 25 1 7.5e-05 9.3159 0.7552 0.060413 0.26805 0 0.0055749 0.048769 0.21339 4029.5 100000 100 100 0.7682 0.059288 0.2707
10 15 13 0.088 25 1 0.0001 9.3159 0.7479 0.062758 0.26027 0 0.0056557 0.048533 0.20577 3889.4 100000 100 100 0.7613 0.060873 0.26212
10 15 13 0.088 25 1 0.0001375 9.3159 0.7231 0.067624 0.2311 0 0.005957 0.047221 0.1776 3349.9 100000 100 100 0.7349 0.066579 0.22985
10 15 13 0.088 25 1 0.000175 9.3159 0.6826 0.076894 0.1921 0 0.005175 0.046856 0.13976 2619.7 100000 100 100 0.697 0.075306 0.19244
10 15 13 0.088 25 1 0.00025 9.3159 0.5963 0.092969 0.11582 0 0.0044196 0.044575 0.066524 1220.2 100000 100 100 0.6141 0.092624 0.11514
10 15 13 0.088 25 1 0.000375 9.3159 0.5104 0.1044 0.076131 0 0.0038293 0.042382 0.029619 510.59 100000 100 100 0.5283 0.10405 0.074923
10 15 13 0.088 25 1 0.0005 9.3159 0.4255 0.10589 0.059055 0 0.0034328 0.040557 0.014774 229.57 100000 100 100 0.447 0.1109 0.057521
10 15 13 0.088 25 1 0.00075 9.3159 0.3155 0.10063 0.048729 0 0.0032245 0.038462 0.0067597 82.23 100000 100 100 0.3281 0.10557 0.047933
10 15 13 0.088 25 1 0.001 9.3159 0.2334 0.087232 0.045015 0 0.0031615 0.037455 0.0040904 38.241 100000 100 100 0.249 0.095214 0.044534
10 15 13 0.088 25 1 0.001375 9.3159 0.1622 0.069801 0.04247 0 0.0031388 0.036621 0.0023741 16.756 100000 100 100 0.171 0.075014 0.041831
10 15 13 0.088 25 1 0.00175 9.3159 0.1148 0.052614 0.041736 0 0.0031383 0.036702 0.0015984 9.088 100000 100 100 0.1232 0.057719 0.043382
10 15 13 0.088 25 1 0.0025 9.3159 0.0622 0.030562 0.040018 0 0.0031364 0.03592 0.00074879 3.508 100000 100 100 0.0685 0.034172 0.039393
10 15 13 0.088 25 1 0.00375 9.3159 0.0279 0.014146 0.038995 0 0.0031155 0.035378 0.00031553 1.172 100000 100 100 0.0321 0.017337 0.038643
10 15 13 0.088 25 1 0.005 9.3159 0.0145 0.0076274 0.038402 0 0.0031494 0.034855 0.00020101 0.52 100000 100 100 0.0184 0.010272 0.038385
10 15 13 0.088 25 1 0.0075 9.3159 0.0048 0.0025996 0.03824 0 0.0031328 0.034838 9.3658e-05 0.137 100000 100 100 0.0068 0.0036574 0.038104
10 15 13 0.088 25 1 0.01 9.3159 0.0016 0.00077822 0.038282 0 0.0031113 0.034933 6.3305e-05 0.037 100000 100 100 0.002 0.00075676 0.038351
10 15 16 0.088 25 1 1e-07 26.1616 0.4236 0.10243 0.081795 0 0.0092608 0.03383 0.038491 596.13 100000 100 100 0.4392 0.09622 0.072918
10 15 16 0.088 25 1 1.375e-07 26.162 0.4236 0.10243 0.072269 0 0.0087264 0.026908 0.036422 596.13 100000 100 100 0.4392 0.09622 0.070212
10 15 16 0.088 25 1 1.75e-07 26.162 0.4236 0.10243 0.071739 0 0.0084613 0.027225 0.03584 596.13 100000 100 100 0.4392 0.09622 0.070341
10 15 16 0.088 25 1 2.5e-07 26.162 0.4236 0.10243 0.071806 0 0.0085407 0.027268 0.035787 596.13 100000 100 100 0.4392 0.09622 0.070493
10 15 16 0.088 25 1 3.75e-07 26.162 0.4236 0.10243 0.071922 0 0.0087962 0.027041 0.035873 596.13 100000 100 100 0.4392 0.09622 0.070255
10 15 16 0.088 25 1 5e-07 26.162 0.4236 0.10243 0.071727 0 0.0084567 0.02733 0.03573 596.13 100000 100 100 0.4392 0.09622 0.070711
10 15 16 0.088 25 1 7.5e-07 26.162 0.4236 0.10243 0.071847 0 0.0084667 0.027223 0.035937 596.13 100000 100 100 0.4392 0.09622 0.071004
10 15 16 0.088 25 1 1e-06 26.162 0.4236 0.10243 0.071773 0 0.0086826 0.027089 0.035781 596.13 100000 100 100 0.4392 0.09622 0.07014
10 15 16 0.088 25 1 1.375e-06 26.162 0.4236 0.10243 0.071788 0 0.0084334 0.027319 0.035808 596.13 100000 100 100 0.4392 0.09622 0.070345
10 15 16 0.088 25 1 1.75e-06 26.162 0.4236 0.10243 0.071792 0 0.0084828 0.027278 0.035818 596.13 100000 100 100 0.4392 0.09622 0.070709
10 15 16 0.088 25 1 2.5e-06 26.162 0.4236 0.10243 0.071869 0 0.0086379 0.02712 0.035898 596.13 100000 100 100 0.4392 0.09622 0.07028
10 15 16 0.088 25 1 3.75e-06 26.162 0.4236 0.10243 0.071818 0 0.0084271 0.027316 0.035852 596.13 100000 100 100 0.4392 0.09622 0.070322
10 15 16 0.088 25 1 5e-06 26.162 0.4236 0.10243 0.0722 0 0.008906 0.027143 0.035931 596.13 100000 100 100 0.4392 0.09622 0.070501
10 15 16 0.088 25 1 7.5e-06 26.162 0.4236 0.10243 0.072367 0 0.0085998 0.027396 0.03615 596.13 100000 100 100 0.4392 0.09622 0.070407
10 15 16 0.088 25 1 1e-05 26.162 0.4236 0.10243 0.071764 0 0.0084864 0.027293 0.035771 596.13 100000 100 100 0.4392 0.09622 0.070403
10 15 16 0.088 25 1 1.375e-05 26.162 0.4236 0.10243 0.071863 0 0.0087934 0.027031 0.035822 596.13 100000 100 100 0.4392 0.09622 0.07019
10 15 16 0.088 25 1 1.75e-05 26.162 0.4236 0.10243 0.072108 0 0.0088072 0.027079 0.036008 596.13 100000 100 100 0.4392 0.09622 0.070606
10 15 16 0.088 25 1 2.5e-05 26.162 0.4236 0.10243 0.071719 0 0.008806 0.026973 0.035716 596.13 100000 100 100 0.4392 0.09622 0.070188
10 15 16 0.088 25 1 3.75e-05 26.162 0.4236 0.10243 0.071559 0 0.0087816 0.026946 0.035621 596.13 100000 100 100 0.4392 0.09622 0.070563
10 15 16 0.088 25 1 5e-05 26.162 0.4236 0.10243 0.071853 0 0.0084542 0.02731 0.035879 596.13 100000 100 100 0.4392 0.09622 0.071029
10 15 16 0.088 25 1 7.5e-05 26.162 0.4236 0.10243 0.072488 0 0.0088049 0.027361 0.036109 596.02 100000 100 100 0.4392 0.09622 0.070242
10 15 16 0.088 25 1 0.0001 26.162 0.4236 0.10243 0.071764 0 0.0084539 0.027317 0.035769 596.02 100000 100 100 0.4392 0.09622 0.070319
10 15 16 0.088 25 1 0.0001375 26.162 0.4236 0.10243 0.072483 0 0.0085554 0.027496 0.036214 595.92 100000 100 100 0.4392 0.09622 0.070266
10 15 16 0.088 25 1 0.000175 26.162 0.4236 0.10243 0.07203 0 0.0088035 0.027145 0.035866 595.82 100000 100 100 0.4391 0.096177 0.07022
10 15 16 0.088 25 1 0.00025 26.162 0.4235 0.10234 0.071731 0 0.0084422 0.027319 0.035741 595.28 100000 100 100 0.4383 0.095879 0.070782
10 15 16 0.088 25 1 0.000375 26.162 0.422 0.10182 0.071523 0 0.0087409 0.026964 0.035608 593.42 100000 100 100 0.4375 0.095459 0.070119
10 15 16 0.088 25 1 0.0005 26.162 0.4184 0.10034 0.071344 0 0.0084332 0.027291 0.035409 589.04 100000 100 100 0.4345 0.094534 0.06997
10 15 16 0.088 25 1 0.00075 26.162 0.4059 0.097673 0.070032 0 0.0085921 0.027108 0.034106 564.69 100000 100 100 0.4176 0.092202 0.068536
10 15 16 0.088 25 1 0.001 26.162 0.3702 0.094126 0.064991 0 0.0081615 0.027189 0.029425 475.58 100000 100 100 0.3781 0.087158 0.063453
10 15 16 0.088 25 1 0.001375 26.162 0.2694 0.084708 0.049054 0 0.0074151 0.027588 0.013855 188.99 100000 100 100 0.2678 0.083206 0.046556
10 15 16 0.088 25 1 0.00175 26.162 0.2651 0.082855 0.047346 0 0.0069425 0.026664 0.013541 187.48 100000 100 100 0.2623 0.08123 0.046249
10 15 16 0.088 25 1 0.0025 26.162 0.2335 0.074502 0.046619 0 0.0067841 0.026795 0.012847 173.51 100000 100 100 0.2283 0.072942 0.045073
10 15 16 0.088 25 1 0.00375 26.162 0.1156 0.049987 0.034085 0 0.0059628 0.025728 0.0021219 10.222 100000 100 100 0.1134 0.04907 0.031176
10 15 16 0.088 25 1 0.005 26.162 0.0728 0.032593 0.029743 0 0.0046459 0.023752 0.0011008 4.225 100000 100 100 0.0712 0.032163 0.028395
10 15 16 0.088 25 1 0.0075 26.162 0.0294 0.016032 0.028213 0 0.0042956 0.023409 0.00031635 0.972 100000 100 100 0.0304 0.015471 0.027197
10 15 16 0.088 25 1 0.01 26.162 0.0132 0.007253 0.027326 0 0.0042644 0.022717 0.00015966 0.363 100000 100 100 0.015 0.0083033 0.026139
10 20 11 0.088 25 1 1e-07 5.65771 0.9431 0.010123 1.2076 0 0.0072269 0.22511 0.97488 17294 100000 100 100 0.9493 0.0088684 1.1977
10 20 11 0.088 25 1 1.375e-07 5.6577 0.9431 0.010123 1.1701 0 0.0066883 0.19404 0.96879 17294 100000 100 100 0.9493 0.0088684 1.2503
10 20 11 0.088 25 1 1.75e-07 5.6577 0.9431 0.010123 1.4896 0 0.0062694 0.35101 1.1318 17294 100000 100 100 0.9493 0.0088684 1.6803
10 20 11 0.088 25 1 2.5e-07 5.6577 0.9431 0.010123 1.4009 0 0.0069458 0.27586 1.1174 17294 100000 100 100 0.9493 0.0088684 1.3307
10 20 11 0.088 25 1 3.75e-07 5.6577 0.9431 0.010123 1.2879 0 0.0067559 0.21359 1.067 17294 100000 100 100 0.9493 0.0088684 1.2699
10 20 11 0.088 25 1 5e-07 5.6577 0.9431 0.010123 1.3292 0 0.0067111 0.24464 1.0773 17294 100000 100 100 0.9493 0.0088684 1.2862
10 20 11 0.088 25 1 7.5e-07 5.6577 0.9431 0.010123 1.3304 0 0.006715 0.24371 1.0794 17294 100000 100 100 0.9493 0.0088684 1.2921
10 20 11 0.088 25 1 1e-06 5.6577 0.9431 0.010123 1.335 0 0.0064723 0.24972 1.0782 17294 100000 100 100 0.9493 0.0088684 1.2737
10 20 11 0.088 25 1 1.375e-06 5.6577 0.9431 0.010123 1.2782 0 0.0051251 0.20624 1.0663 17294 100000 100 100 0.9493 0.0088684 1.3394
10 20 11 0.088 25 1 1.75e-06 5.6577 0.9431 0.010123 1.3194 0 0.0048933 0.21922 1.0947 17294 100000 100 100 0.9493 0.0088684 1.2755
10 20 11 0.088 25 1 2.5e-06 5.6577 0.9431 0.010123 1.3659 0 0.0047145 0.27318 1.0874 17294 100000 100 100 0.9493 0.0088684 1.2594
10 20 11 0.088 25 1 3.75e-06 5.6577 0.9431 0.010123 1.3613 0 0.0046743 0.27164 1.0844 17294 100000 100 100 0.9493 0.0088684 1.3828
10 20 11 0.088 25 1 5e-06 5.6577 0.9431 0.010123 1.2621 0 0.0047068 0.20033 1.0565 17294 100000 100 100 0.9493 0.0088684 1.2596
10 20 11 0.088 25 1 7.5e-06 5.6577 0.9431 0.010123 1.2449 0 0.0046347 0.18439 1.0553 17294 100000 100 100 0.9493 0.0088684 1.2532
10 20 11 0.088 25 1 1e-05 5.6577 0.9431 0.010123 1.3577 0 0.004636 0.27314 1.0793 17294 100000 100 100 0.9493 0.0088684 1.3835
10 20 11 0.088 25 1 1.375e-05 5.6577 0.943 0.010161 1.2506 0 0.0048276 0.19244 1.0527 17272 100000 100 100 0.9493 0.0088684 1.2493
10 20 11 0.088 25 1 1.75e-05 5.6577 0.9425 0.010174 1.2322 0 0.0046526 0.18337 1.0435 17106 100000 100 100 0.9481 0.0089854 1.2379
10 20 11 0.088 25 1 2.5e-05 5.6577 0.9356 0.011945 1.1258 0 0.0045139 0.17526 0.94525 15585 100000 100 100 0.9419 0.010084 1.1333
10 20 11 0.088 25 1 3.75e-05 5.6577 0.9057 0.018936 0.75959 0 0.0041605 0.15748 0.59751 10165 100000 100 100 0.909 0.018858 0.76009
10 20 11 0.088 25 1 5e-05 5.6577 0.8764 0.026349 0.54165 0 0.0040258 0.16804 0.36919 6451.2 100000 100 100 0.882 0.026142 0.53169
10 20 11 0.088 25 1 7.5e-05 5.6577 0.8208 0.04243 0.31664 0 0.0035711 0.13829 0.17449 3195.4 100000 100 100 0.8321 0.039519 0.31526
10 20 11 0.088 25 1 0.0001 5.6577 0.7653 0.059065 0.22687 0 0.003381 0.12477 0.098325 1801.2 100000 100 100 0.7758 0.054048 0.22617
10 20 11 0.088 25 1 0.0001375 5.6577 0.6842 0.07949 0.23673 0 0.0034098 0.18095 0.052021 891 100000 100 100 0.6934 0.076032 0.23601
10 20 11 0.088 25 1 0.000175 5.6577 0.6135 0.09252 0.14939 0 0.003299 0.11398 0.03179 512.91 100000 100 100 0.6227 0.092968 0.14876
10 20 11 0.088 25 1 0.00025 5.6577 0.4925 0.109 0.13053 0 0.0032346 0.11061 0.016357 225.42 100000 100 100 0.5056 0.10698 0.13265
10 20 11 0.088 25 1 0.000375 5.6577 0.3508 0.10711 0.12655 0 0.0033456 0.11387 0.0090062 88.32 100000 100 100 0.3625 0.10775 0.1239
10 20 11 0.088 25 1 0.0005 5.6577 0.2565 0.094332 0.11756 0 0.0032595 0.10833 0.0055849 45.176 100000 100 100 0.2711 0.099955 0.11577
10 20 11 0.088 25 1 0.00075 5.6577 0.1512 0.066845 0.11467 0 0.003328 0.10809 0.0028822 17.295 100000 100 100 0.16 0.071171 0.1122
10 20 11 0.088 25 1 0.001 5.6577 0.0968 0.046676 0.11415 0 0.0033455 0.10882 0.0017414 8.637 100000 100 100 0.1039 0.050165 0.11097
10 20 11 0.088 25 1 0.001375 5.6577 0.0546 0.028647 0.11077 0 0.003298 0.10634 0.00090463 3.985 100000 100 100 0.0618 0.032673 0.10847
10 20 11 0.088 25 1 0.00175 5.6577 0.0386 0.020471 0.10714 0 0.0032368 0.10313 0.00057165 2.193 100000 100 100 0.0381 0.019698 0.10965
10 20 11 0.088 25 1 0.0025 5.6577 0.0155 0.0075573 0.10689 0 0.0032447 0.10316 0.00027953 0.772 100000 100 100 0.017 0.0092202 0.10669
10 20 11 0.088 25 1 0.00375 5.6577 0.0051 0.0024665 0.1062 0 0.0031776 0.10269 0.00012124 0.187 100000 100 100 0.0071 0.0037433 0.10648
10 20 11 0.088 25 1 0.005 5.6577 0.0015 0.00058834 0.10638 0 0.0031988 0.10292 7.2487e-05 0.048 100000 100 100 0.0032 0.0015113 0.10631
10 20 11 0.088 25 1 0.0075 5.6577 0 0 0.10641 0 0.0032091 0.10297 4.522e-05 0.002 100000 100 100 0.0008 0.00019956 0.10713
10 20 11 0.088 25 1 0.01 5.6577 0 0 0.10757 0 0.0032958 0.10404 3.9429e-05 0 100000 100 100 0 0 0.10604
10 20 13 0.088 25 1 1e-07 10.5149 0.8361 0.039246 0.3711 0 0.0077593 0.07646 0.28663 5261.2 100000 100 100 0.8281 0.042183 0.36446
10 20 13 0.088 25 1 1.375e-07 10.515 0.8361 0.039246 0.35365 0 0.0074649 0.062924 0.28302 5261.2 100000 100 100 0.8281 0.042183 0.35534
10 20 13 0.088 25 1 1.75e-07 10.515 0.8361 0.039246 0.35486 0 0.0067438 0.063568 0.28431 5261.2 100000 100 100 0.8281 0.042183 0.3553
10 20 13 0.088 25 1 2.5e-07 10.515 0.8361 0.039246 0.35422 0 0.0068608 0.063492 0.28362 5261.2 100000 100 100 0.8281 0.042183 0.35533
10 20 13 0.088 25 1 3.75e-07 10.515 0.8361 0.039246 0.35421 0 0.0066958 0.063562 0.28371 5261.2 100000 100 100 0.8281 0.042183 0.35553
10 20 13 0.088 25 1 5e-07 10.515 0.8361 0.039246 0.35385 0 0.0068218 0.06352 0.28326 5261.2 100000 100 100 0.8281 0.042183 0.35579
10 20 13 0.088 25 1 7.5e-07 10.515 0.8361 0.039246 0.36625 0 0.0070315 0.072113 0.28686 5261.2 100000 100 100 0.8281 0.042183 0.35967
10 20 13 0.088 25 1 1e-06 10.515 0.8361 0.039246 0.35501 0 0.0067337 0.063798 0.28424 5261.2 100000 100 100 0.8281 0.042183 0.3581
10 20 13 0.088 25 1 1.375e-06 10.515 0.8361 0.039246 0.35473 0 0.0067304 0.063412 0.28435 5261.2 100000 100 100 0.8281 0.042183 0.35653
10 20 13 0.088 25 1 1.75e-06 10.515 0.8361 0.039246 0.35621 0 0.0070908 0.063465 0.28541 5261.2 100000 100 100 0.8281 0.042183 0.35666
10 20 13 0.088 25 1 2.5e-06 10.515 0.8361 0.039246 0.35338 0 0.007443 0.062553 0.28314 5261.2 100000 100 100 0.8281 0.042183 0.35493
10 20 13 0.088 25 1 3.75e-06 10.515 0.8361 0.039246 0.35386 0 0.0074537 0.062689 0.28348 5261.2 100000 100 100 0.8281 0.042183 0.35469
10 20 13 0.088 25 1 5e-06 10.515 0.8361 0.039246 0.39627 0 0.007848 0.096437 0.29173 5261.2 100000 100 100 0.8281 0.042183 0.38759
10 20 13 0.088 25 1 7.5e-06 10.515 0.8361 0.039246 0.35946 0 0.0074901 0.066858 0.28487 5261.2 100000 100 100 0.8281 0.042183 0.35468
10 20 13 0.088 25 1 1e-05 10.515 0.8361 0.039246 0.35351 0 0.0074524 0.062041 0.28377 5261.2 100000 100 100 0.8281 0.042183 0.35589
10 20 13 0.088 25 1 1.375e-05 10.515 0.8361 0.039246 0.35364 0 0.0066881 0.062323 0.28439 5261.2 100000 100 100 0.8281 0.042183 0.35498
10 20 13 0.088 25 1 1.75e-05 10.515 0.8361 0.039246 0.35358 0 0.0066746 0.06234 0.28431 5261.2 100000 100 100 0.8281 0.042183 0.3555
10 20 13 0.088 25 1 2.5e-05 10.515 0.8361 0.039246 0.35372 0 0.0066863 0.062403 0.2844 5261.1 100000 100 100 0.8281 0.042183 0.35468
10 20 13 0.088 25 1 3.75e-05 10.515 0.836 0.039223 0.36537 0 0.0067082 0.072827 0.28557 5257.2 100000 100 100 0.8281 0.042183 0.36482
10 20 13 0.088 25 1 5e-05 10.515 0.8357 0.039215 0.35374 0 0.0066756 0.063995 0.28282 5236 100000 100 100 0.8273 0.042187 0.35386
10 20 13 0.088 25 1 7.5e-05 10.515 0.8295 0.041241 0.3409 0 0.0070474 0.061513 0.27209 5025 100000 100 100 0.8204 0.043287 0.34213
10 20 13 0.088 25 1 0.0001 10.515 0.8136 0.0454 0.31126 0 0.0065276 0.060412 0.24408 4522.2 100000 100 100 0.8058 0.046893 0.31225
10 20 13 0.088 25 1 0.0001375 10.515 0.7672 0.054819 0.22957 0 0.0061395 0.057256 0.16595 3062.3 100000 100 100 0.756 0.061225 0.22979
10 20 13 0.088 25 1 0.000175 10.515 0.723 0.067238 0.17181 0 0.0056981 0.056084 0.1097 2012 100000 100 100 0.7132 0.072378 0.17054
10 20 13 0.088 25 1 0.00025 10.515 0.6534 0.084633 0.11294 0 0.0050565 0.053268 0.054305 972.72 100000 100 100 0.6421 0.089807 0.11228
10 20 13 0.088 25 1 0.000375 10.515 0.5444 0.10419 0.075076 0 0.0045328 0.049422 0.020822 337.55 100000 100 100 0.5364 0.10786 0.074015
10 20 13 0.088 25 1 0.0005 10.515 0.4572 0.1096 0.064519 0 0.0042457 0.048092 0.011891 168.77 100000 100 100 0.4566 0.11249 0.063211
10 20 13 0.088 25 1 0.00075 10.515 0.3272 0.10398 0.056529 0 0.0041719 0.046326 0.0057319 61.755 100000 100 100 0.3365 0.10672 0.055447
10 20 13 0.088 25 1 0.001 10.515 0.2418 0.092285 0.053508 0 0.0041006 0.045368 0.0036989 30.696 100000 100 100 0.2504 0.092753 0.052412
10 20 13 0.088 25 1 0.001375 10.515 0.166 0.073578 0.051435 0 0.0040749 0.044798 0.0022172 14.384 100000 100 100 0.1697 0.075648 0.050494
10 20 13 0.088 25 1 0.00175 10.515 0.1214 0.05822 0.049904 0 0.0040748 0.044077 0.0014461 8.154 100000 100 100 0.1255 0.060901 0.049175
10 20 13 0.088 25 1 0.0025 10.515 0.0696 0.035772 0.048603 0 0.0040903 0.043564 0.00074129 3.42 100000 100 100 0.0707 0.037589 0.048109
10 20 13 0.088 25 1 0.00375 10.515 0.0291 0.014638 0.047988 0 0.0040935 0.043369 0.00033502 1.12 100000 100 100 0.031 0.017557 0.047445
10 20 13 0.088 25 1 0.005 10.515 0.0143 0.0070726 0.047057 0 0.0040773 0.042595 0.00019933 0.452 100000 100 100 0.0165 0.0091669 0.04659
10 20 13 0.088 25 1 0.0075 10.515 0.0031 0.0011616 0.047867 0 0.0042164 0.043385 8.4021e-05 0.085 100000 100 100 0.0049 0.0027888 0.046574
10 20 13 0.088 25 1 0.01 10.515 0.0003 4.996e-05 0.047466 0 0.0040833 0.043163 4.4509e-05 0.007 100000 100 100 0.0025 0.0010448 0.04706
10 20 16 0.088 25 1 1e-07 27.2811 0.4997 0.10069 0.10607 0 0.013964 0.04165 0.050236 789.29 100000 100 100 0.5133 0.10069 0.093876
10 20 16 0.088 25 1 1.375e-07 27.281 0.4997 0.10069 0.091899 0 0.013253 0.031246 0.04717 789.29 100000 100 100 0.5133 0.10069 0.089668
10 20 16 0.088 25 1 1.75e-07 27.281 0.4997 0.10069 0.089525 0 0.012616 0.03057 0.046135 789.29 100000 100 100 0.5133 0.10069 0.087813
10 20 16 0.088 25 1 2.5e-07 27.281 0.4997 0.10069 0.090193 0 0.012699 0.030846 0.046426 789.29 100000 100 100 0.5133 0.10069 0.088219
10 20 16 0.088 25 1 3.75e-07 27.281 0.4997 0.10069 0.092437 0 0.012789 0.032929 0.04652 789.29 100000 100 100 0.5133 0.10069 0.087829
10 20 16 0.088 25 1 5e-07 27.281 0.4997 0.10069 0.089417 0 0.012637 0.030529 0.046042 789.29 100000 100 100 0.5133 0.10069 0.08784
10 20 16 0.088 25 1 7.5e-07 27.281 0.4997 0.10069 0.089747 0 0.012669 0.030622 0.046247 789.29 100000 100 100 0.5133 0.10069 0.087703
10 20 16 0.088 25 1 1e-06 27.281 0.4997 0.10069 0.089774 0 0.012749 0.030593 0.046224 789.29 100000 100 100 0.5133 0.10069 0.087822
10 20 16 0.088 25 1 1.375e-06 27.281 0.4997 0.10069 0.090149 0 0.01299 0.030632 0.046322 789.29 100000 100 100 0.5133 0.10069 0.087892
10 20 16 0.088 25 1 1.75e-06 27.281 0.4997 0.10069 0.08949 0 0.012654 0.030569 0.046061 789.29 100000 100 100 0.5133 0.10069 0.087785
10 20 16 0.088 25 1 2.5e-06 27.281 0.4997 0.10069 0.089441 0 0.012622 0.030525 0.046085 789.29 100000 100 100 0.5133 0.10069 0.087922
10 20 16 0.088 25 1 3.75e-06 27.281 0.4997 0.10069 0.089692 0 0.012632 0.030682 0.046174 789.29 100000 100 100 0.5133 0.10069 0.088494
