k n_trees search_k build_time recall var_recall query_time val_recall val_var_recall val_query_time
10 200 25 1.60256 0.9947 0.00088279 0.24197 0.9926 0.0021874 0.24343
10 200 50 1.6026 0.9947 0.00088279 0.2429 0.9926 0.0021874 0.24083
10 200 100 1.6026 0.9947 0.00088279 0.24252 0.9926 0.0021874 0.24215
10 200 200 1.6026 0.9947 0.00088279 0.24257 0.9926 0.0021874 0.24048
10 200 400 1.6026 0.9948 0.00087383 0.24425 0.9927 0.0021789 0.24499
10 200 1000 1.6026 0.9966 0.00048893 0.29569 0.997 0.00081181 0.2943
10 200 2000 1.6026 0.9982 0.00021698 0.33565 0.9983 0.00030742 0.33575
10 200 4000 1.6026 0.9989 0.0001089 0.43087 0.999 0.00017918 0.4265
10 200 10000 1.6026 0.9996 3.988e-05 0.65137 0.9996 5.99e-05 0.65657
10 200 20000 1.6026 1 0 1.0074 0.9998 1.998e-05 1.0064
10 200 40000 1.6026 1 0 1.6782 0.9998 1.998e-05 1.6785
10 200 100000 1.6026 1 0 3.6816 0.9999 1e-05 3.6943
10 200 200000 1.6026 1 0 7.6272 1 0 7.6648
10 200 400000 1.6026 1 0 16.249 1 0 16.16
10 400 25 3.14358 0.9951 0.0010671 0.3765 0.9938 0.001463 0.37353
10 400 50 3.1436 0.9951 0.0010671 0.38059 0.9938 0.001463 0.37528
10 400 100 3.1436 0.9951 0.0010671 0.37861 0.9938 0.001463 0.3746
10 400 200 3.1436 0.9951 0.0010671 0.37668 0.9938 0.001463 0.37566
10 400 400 3.1436 0.9952 0.001058 0.37697 0.9939 0.0014542 0.375
10 400 1000 3.1436 0.997 0.00075175 0.44137 0.9975 0.00048423 0.43391
10 400 2000 3.1436 0.998 0.00031632 0.47389 0.9985 0.000248 0.47385
10 400 4000 3.1436 0.9991 8.9279e-05 0.56505 0.999 0.00017918 0.56244
10 400 10000 3.1436 0.9994 5.97e-05 0.79076 0.9996 3.988e-05 0.79078
10 400 20000 3.1436 0.9997 2.994e-05 1.1417 0.9998 1.998e-05 1.141
10 400 40000 3.1436 1 0 1.7967 0.9998 1.998e-05 1.8035
10 400 100000 3.1436 1 0 3.7064 0.9999 1e-05 3.7044
10 400 200000 3.1436 1 0 7.1203 0.9999 1e-05 7.1218
10 400 400000 3.1436 1 0 15.05 1 0 14.971
