k n_trees search_k build_time recall var_recall query_time val_recall val_var_recall val_query_time
10 1 25 0.0397938 0.8134 0.061282 0.11811 0.8138 0.057667 0.091444
10 1 50 0.039794 0.8134 0.061282 0.090388 0.8138 0.057667 0.089614
10 1 100 0.039794 0.8134 0.061282 0.090363 0.8138 0.057667 0.089482
10 1 200 0.039794 0.8134 0.061282 0.09104 0.8138 0.057667 0.089981
10 1 400 0.039794 0.8852 0.045046 0.12368 0.8759 0.047537 0.12313
10 1 1000 0.039794 0.9901 0.0026546 0.24917 0.9817 0.0076428 0.24815
10 1 2000 0.039794 0.9979 0.0005061 0.44139 0.9966 0.0011696 0.47378
10 1 4000 0.039794 1 0 0.87289 1 0 0.93816
10 1 10000 0.039794 1 0 1.7332 1 0 1.5967
10 1 20000 0.039794 1 0 1.7721 1 0 1.617
10 1 40000 0.039794 1 0 1.6256 1 0 1.7559
10 1 100000 0.039794 1 0 1.731 1 0 1.6971
10 1 200000 0.039794 1 0 1.5766 1 0 1.578
10 1 400000 0.039794 1 0 1.5868 1 0 1.5768
10 5 25 0.0555728 0.9428 0.020268 0.096408 0.9339 0.025106 0.097131
10 5 50 0.055573 0.9428 0.020268 0.096659 0.9339 0.025106 0.096288
10 5 100 0.055573 0.9428 0.020268 0.096785 0.9339 0.025106 0.096413
10 5 200 0.055573 0.9428 0.020268 0.097098 0.9339 0.025106 0.096409
10 5 400 0.055573 0.9456 0.01938 0.10144 0.9374 0.023805 0.10197
10 5 1000 0.055573 0.9726 0.010059 0.16648 0.9662 0.01243 0.16573
10 5 2000 0.055573 0.984 0.0064304 0.23386 0.9816 0.0066481 0.23443
10 5 4000 0.055573 0.9974 0.00059383 0.40265 0.9967 0.00085997 0.40085
10 5 10000 0.055573 1 0 0.96263 0.9999 1e-05 0.95994
10 5 20000 0.055573 1 0 1.7475 1 0 1.7393
10 5 40000 0.055573 1 0 2.8575 1 0 2.8364
10 5 100000 0.055573 1 0 2.8558 1 0 2.8324
10 5 200000 0.055573 1 0 2.8551 1 0 2.8372
10 5 400000 0.055573 1 0 2.844 1 0 2.8387
10 10 25 0.0931433 0.9744 0.0076323 0.11484 0.9688 0.011558 0.11534
10 10 50 0.093143 0.9744 0.0076323 0.11533 0.9688 0.011558 0.11526
10 10 100 0.093143 0.9744 0.0076323 0.11515 0.9688 0.011558 0.11515
10 10 200 0.093143 0.9744 0.0076323 0.11488 0.9688 0.011558 0.11506
10 10 400 0.093143 0.9756 0.0072919 0.12067 0.9717 0.010139 0.12021
10 10 1000 0.093143 0.9867 0.003937 0.17465 0.9832 0.0053631 0.17394
10 10 2000 0.093143 0.9926 0.0021874 0.23517 0.9897 0.0036676 0.2374
10 10 4000 0.093143 0.9967 0.00069981 0.34486 0.9949 0.0015055 0.34393
10 10 10000 0.093143 0.9999 1e-05 0.73529 0.9988 0.0002388 0.74039
10 10 20000 0.093143 1 0 1.5111 1 0 1.5783
10 10 40000 0.093143 1 0 2.7134 1 0 2.688
10 10 100000 0.093143 1 0 4.5649 1 0 4.5687
10 10 200000 0.093143 1 0 4.5733 1 0 4.5658
10 10 400000 0.093143 1 0 4.5772 1 0 4.5686
10 25 25 0.213084 0.9874 0.0031244 0.13441 0.9875 0.0035773 0.13439
10 25 50 0.21308 0.9874 0.0031244 0.13464 0.9875 0.0035773 0.13423
10 25 100 0.21308 0.9874 0.0031244 0.13483 0.9875 0.0035773 0.13418
10 25 200 0.21308 0.9874 0.0031244 0.13464 0.9875 0.0035773 0.13408
10 25 400 0.21308 0.9881 0.0029513 0.13543 0.988 0.0033193 0.13522
10 25 1000 0.21308 0.9936 0.0013404 0.18907 0.9925 0.0017155 0.18768
10 25 2000 0.21308 0.9977 0.0003851 0.24738 0.9965 0.00077853 0.24258
10 25 4000 0.21308 0.999 0.00011912 0.34113 0.9991 0.00014934 0.33751
10 25 10000 0.21308 0.9997 2.994e-05 0.60789 0.9996 7.992e-05 0.60971
10 25 20000 0.21308 1 0 1.1237 0.9998 1.998e-05 1.1085
10 25 40000 0.21308 1 0 2.2571 1 0 2.2549
10 25 100000 0.21308 1 0 5.1009 1 0 5.1535
10 25 200000 0.21308 1 0 9.5288 1 0 9.5492
10 25 400000 0.21308 1 0 9.5147 1 0 9.5478
10 50 25 0.403486 0.9905 0.0018216 0.15158 0.9899 0.0026106 0.15132
10 50 50 0.40349 0.9905 0.0018216 0.15206 0.9899 0.0026106 0.15129
10 50 100 0.40349 0.9905 0.0018216 0.15189 0.9899 0.0026106 0.15119
10 50 200 0.40349 0.9905 0.0018216 0.15237 0.9899 0.0026106 0.15121
10 50 400 0.40349 0.9907 0.0017453 0.15197 0.9899 0.0026106 0.15162
10 50 1000 0.40349 0.9939 0.00099378 0.20697 0.9945 0.001221 0.21281
10 50 2000 0.40349 0.9968 0.00049025 0.25426 0.9972 0.00051267 0.25568
10 50 4000 0.40349 0.9986 0.0001582 0.34448 0.9989 0.00016896 0.34797
10 50 10000 0.40349 0.9997 2.994e-05 0.58958 0.9997 4.996e-05 0.58699
10 50 20000 0.40349 0.9999 1e-05 0.9889 0.9997 4.996e-05 0.98321
10 50 40000 0.40349 1 0 1.8408 0.9999 1e-05 1.8432
10 50 100000 0.40349 1 0 4.7183 1 0 4.6977
10 50 200000 0.40349 1 0 9.1032 1 0 9.0909
10 50 400000 0.40349 1 0 17.706 1 0 17.699
10 100 25 0.796855 0.9925 0.0013951 0.17733 0.9923 0.0017725 0.17702
10 100 50 0.79686 0.9925 0.0013951 0.17773 0.9923 0.0017725 0.17706
10 100 100 0.79686 0.9925 0.0013951 0.17784 0.9923 0.0017725 0.17658
10 100 200 0.79686 0.9925 0.0013951 0.18067 0.9923 0.0017725 0.17793
10 100 400 0.79686 0.9926 0.0013866 0.17834 0.9923 0.0017725 0.17759
10 100 1000 0.79686 0.9954 0.00069954 0.22787 0.9971 0.00052211 0.2276
10 100 2000 0.79686 0.9968 0.00045021 0.27164 0.9979 0.00036596 0.27257
10 100 4000 0.79686 0.9987 0.00014846 0.36084 0.9992 0.00011948 0.36294
10 100 10000 0.79686 0.9996 3.988e-05 0.59222 0.9998 1.998e-05 0.59372
10 100 20000 0.79686 0.9999 1e-05 0.95283 0.9998 1.998e-05 0.95443
10 100 40000 0.79686 0.9999 1e-05 1.6686 0.9998 1.998e-05 1.6617
10 100 100000 0.79686 1 0 4.0561 1 0 4.0548
10 100 200000 0.79686 1 0 8.4528 1 0 8.4338
10 100 400000 0.79686 1 0 17.059 1 0 17.051
