k probes k_factor build_time recall var_recall query_time val_recall val_var_recall val_query_time
10 8 100 0.91869 0.984 0.0025866 0.1753 0.9801 0.0037377 0.17429
10 8 250 0.91869 0.984 0.0025866 0.21171 0.9801 0.0037377 0.21146
10 8 500 0.91869 0.984 0.0025866 0.27227 0.9801 0.0037377 0.27088
10 16 1 0.91869 0.4999 0.027518 0.095014 0.501 0.027006 0.094308
10 16 2 0.91869 0.7182 0.033722 0.098223 0.7173 0.031883 0.09701
10 16 3 0.91869 0.8333 0.025967 0.10114 0.8287 0.024511 0.099676
10 16 4 0.91869 0.8918 0.019552 0.10318 0.8868 0.017663 0.10232
10 16 5 0.91869 0.9264 0.013617 0.10568 0.9232 0.012314 0.10481
10 16 8 0.91869 0.9733 0.0046618 0.11311 0.971 0.0045235 0.11216
10 16 10 0.91869 0.9834 0.002547 0.11875 0.983 0.0026136 0.1179
10 16 12 0.91869 0.9896 0.0015934 0.12309 0.9888 0.0015761 0.12227
10 16 20 0.91869 0.9975 0.00028403 0.14216 0.9968 0.00041017 0.14132
10 16 25 0.91869 0.9987 0.00012844 0.15394 0.9974 0.00035359 0.15309
10 16 50 0.91869 0.9992 7.9439e-05 0.20048 0.9976 0.00033457 0.1994
10 16 75 0.91869 0.9992 7.9439e-05 0.21556 0.9976 0.00033457 0.2147
10 16 100 0.91869 0.9992 7.9439e-05 0.22876 0.9976 0.00033457 0.22781
10 16 250 0.91869 0.9992 7.9439e-05 0.27249 0.9976 0.00033457 0.27061
10 16 500 0.91869 0.9992 7.9439e-05 0.33605 0.9976 0.00033457 0.33985
10 32 1 0.91869 0.4999 0.027518 0.10413 0.501 0.027006 0.10252
10 32 2 0.91869 0.7182 0.033722 0.10633 0.7173 0.031883 0.10538
10 32 3 0.91869 0.8333 0.025967 0.10925 0.8287 0.024411 0.1079
10 32 4 0.91869 0.8919 0.019524 0.11119 0.8873 0.017566 0.1117
10 32 5 0.91869 0.9266 0.013586 0.1175 0.9237 0.012261 0.11644
10 32 8 0.91869 0.9734 0.0046771 0.12133 0.9715 0.0044822 0.12083
10 32 10 0.91869 0.9838 0.0025001 0.12633 0.9841 0.0024396 0.12559
10 32 12 0.91869 0.99 0.0015415 0.13113 0.9902 0.0013253 0.13029
10 32 20 0.91869 0.9979 0.00024584 0.15057 0.9986 0.00013818 0.14987
10 32 25 0.91869 0.9992 9.9459e-05 0.16349 0.9993 6.958e-05 0.16281
10 32 50 0.91869 1 0 0.22326 0.9997 2.994e-05 0.22236
10 32 75 0.91869 1 0 0.27928 0.9997 2.994e-05 0.27337
10 32 100 0.91869 1 0 0.31497 0.9997 2.994e-05 0.31261
10 32 250 0.91869 1 0 0.3713 0.9997 2.994e-05 0.37071
10 32 500 0.91869 1 0 0.44874 0.9997 2.994e-05 0.44773
10 64 1 0.91869 0.4999 0.027518 0.1187 0.501 0.027006 0.11785
10 64 2 0.91869 0.7182 0.033722 0.12147 0.7173 0.031883 0.12074
10 64 3 0.91869 0.8333 0.025967 0.12467 0.8288 0.024435 0.12383
10 64 4 0.91869 0.8919 0.019524 0.127 0.8874 0.017579 0.12585
10 64 5 0.91869 0.9266 0.013586 0.12924 0.9238 0.012266 0.12834
10 64 8 0.91869 0.9734 0.0046771 0.13659 0.9718 0.0044692 0.13576
10 64 10 0.91869 0.9838 0.0025001 0.14201 0.9844 0.0024191 0.14146
10 64 12 0.91869 0.99 0.0015415 0.14649 0.9905 0.0013011 0.14568
10 64 20 0.91869 0.9979 0.00024584 0.16584 0.9989 0.0001089 0.16573
10 64 25 0.91869 0.9992 9.9459e-05 0.17805 0.9996 3.988e-05 0.17732
10 64 50 0.91869 1 0 0.24415 1 0 0.24353
10 64 75 0.91869 1 0 0.30587 1 0 0.30443
10 64 100 0.91869 1 0 0.36901 1 0 0.36797
10 64 250 0.91869 1 0 0.55383 1 0 0.55419
10 64 500 0.91869 1 0 0.6519 1 0 0.65458
10 128 1 0.91869 0.4999 0.027518 0.14781 0.501 0.027006 0.14716
10 128 2 0.91869 0.7182 0.033722 0.14988 0.7173 0.031883 0.14931
10 128 3 0.91869 0.8333 0.025967 0.15275 0.8288 0.024435 0.15188
10 128 4 0.91869 0.8919 0.019524 0.15557 0.8874 0.017579 0.15407
10 128 5 0.91869 0.9266 0.013586 0.15796 0.9238 0.012266 0.15816
10 128 8 0.91869 0.9734 0.0046771 0.16758 0.9718 0.0044692 0.16492
10 128 10 0.91869 0.9838 0.0025001 0.1705 0.9844 0.0024191 0.16965
10 128 12 0.91869 0.99 0.0015415 0.17499 0.9905 0.0013011 0.17408
10 128 20 0.91869 0.9979 0.00024584 0.19519 0.9989 0.0001089 0.19576
10 128 25 0.91869 0.9992 9.9459e-05 0.20671 0.9996 3.988e-05 0.20596
10 128 50 0.91869 1 0 0.2681 1 0 0.26738
10 128 75 0.91869 1 0 0.33085 1 0 0.32802
10 128 100 0.91869 1 0 0.39282 1 0 0.39318
10 128 250 0.91869 1 0 0.77017 1 0 0.76862
10 128 500 0.91869 1 0 0.99276 1 0 1.0042
10 256 1 0.91869 0.4999 0.027518 0.19993 0.501 0.027006 0.19977
10 256 2 0.91869 0.7182 0.033722 0.20156 0.7173 0.031883 0.20087
10 256 3 0.91869 0.8333 0.025967 0.20471 0.8288 0.024435 0.20357
10 256 4 0.91869 0.8919 0.019524 0.20701 0.8874 0.017579 0.2063
10 256 5 0.91869 0.9266 0.013586 0.20946 0.9238 0.012266 0.20896
10 256 8 0.91869 0.9734 0.0046771 0.21746 0.9718 0.0044692 0.21665
10 256 10 0.91869 0.9838 0.0025001 0.23007 0.9844 0.0024191 0.23009
10 256 12 0.91869 0.99 0.0015415 0.23605 0.9905 0.0013011 0.23607
10 256 20 0.91869 0.9979 0.00024584 0.24588 0.9989 0.0001089 0.24981
10 256 25 0.91869 0.9992 9.9459e-05 0.25833 0.9996 3.988e-05 0.25743
10 256 50 0.91869 1 0 0.31959 1 0 0.32191
10 256 75 0.91869 1 0 0.38054 1 0 0.37994
10 256 100 0.91869 1 0 0.44468 1 0 0.44445
10 256 250 0.91869 1 0 0.8259 1 0 0.82644
10 256 500 0.91869 1 0 1.4714 1 0 1.4731
10 512 1 0.91869 0.4999 0.027518 0.25365 0.501 0.027006 0.25102
10 512 2 0.91869 0.7182 0.033722 0.25633 0.7173 0.031883 0.25261
10 512 3 0.91869 0.8333 0.025967 0.25137 0.8288 0.024435 0.25042
10 512 4 0.91869 0.8919 0.019524 0.25467 0.8874 0.017579 0.2533
10 512 5 0.91869 0.9266 0.013586 0.25616 0.9238 0.012266 0.25492
10 512 8 0.91869 0.9734 0.0046771 0.26404 0.9718 0.0044692 0.26303
10 512 10 0.91869 0.9838 0.0025001 0.26906 0.9844 0.0024191 0.27325
10 512 12 0.91869 0.99 0.0015415 0.27378 0.9905 0.0013011 0.27247
10 512 20 0.91869 0.9979 0.00024584 0.29348 0.9989 0.0001089 0.29204
10 512 25 0.91869 0.9992 9.9459e-05 0.30505 0.9996 3.988e-05 0.30718
10 512 50 0.91869 1 0 0.36686 1 0 0.3657
10 512 75 0.91869 1 0 0.42704 1 0 0.42662
10 512 100 0.91869 1 0 0.49132 1 0 0.49043
10 512 250 0.91869 1 0 0.87637 1 0 0.87197
10 512 500 0.91869 1 0 1.5249 1 0 1.5226
10 1024 1 0.91869 0.4999 0.027518 0.26676 0.501 0.027006 0.26609
10 1024 2 0.91869 0.7182 0.033722 0.27007 0.7173 0.031883 0.26943
10 1024 3 0.91869 0.8333 0.025967 0.27311 0.8288 0.024435 0.27179
10 1024 4 0.91869 0.8919 0.019524 0.28497 0.8874 0.017579 0.27661
10 1024 5 0.91869 0.9266 0.013586 0.28008 0.9238 0.012266 0.2783
10 1024 8 0.91869 0.9734 0.0046771 0.28475 0.9718 0.0044692 0.28718
10 1024 10 0.91869 0.9838 0.0025001 0.29037 0.9844 0.0024191 0.29179
10 1024 12 0.91869 0.99 0.0015415 0.29445 0.9905 0.0013011 0.29377
10 1024 20 0.91869 0.9979 0.00024584 0.31402 0.9989 0.0001089 0.31474
10 1024 25 0.91869 0.9992 9.9459e-05 0.32621 0.9996 3.988e-05 0.32765
10 1024 50 0.91869 1 0 0.39045 1 0 0.38671
10 1024 75 0.91869 1 0 0.44786 1 0 0.44723
10 1024 100 0.91869 1 0 0.51184 1 0 0.51111
10 1024 250 0.91869 1 0 0.89354 1 0 0.8935
10 1024 500 0.91869 1 0 1.5426 1 0 1.5423
10 2048 1 0.91869 0.4999 0.027518 0.29986 0.501 0.027006 0.30353
10 2048 2 0.91869 0.7182 0.033722 0.30256 0.7173 0.031883 0.30129
10 2048 3 0.91869 0.8333 0.025967 0.30404 0.8288 0.024435 0.31023
10 2048 4 0.91869 0.8919 0.019524 0.30774 0.8874 0.017579 0.30793
10 2048 5 0.91869 0.9266 0.013586 0.31113 0.9238 0.012266 0.30887
10 2048 8 0.91869 0.9734 0.0046771 0.31779 0.9718 0.0044692 0.31706
10 2048 10 0.91869 0.9838 0.0025001 0.32374 0.9844 0.0024191 0.32252
10 2048 12 0.91869 0.99 0.0015415 0.32652 0.9905 0.0013011 0.32732
10 2048 20 0.91869 0.9979 0.00024584 0.34654 0.9989 0.0001089 0.34584
10 2048 25 0.91869 0.9992 9.9459e-05 0.35892 0.9996 3.988e-05 0.35771
10 2048 50 0.91869 1 0 0.41913 1 0 0.41825
10 2048 75 0.91869 1 0 0.48375 1 0 0.48463
10 2048 100 0.91869 1 0 0.5464 1 0 0.54259
10 2048 250 0.91869 1 0 0.92572 1 0 0.92457
10 2048 500 0.91869 1 0 1.5784 1 0 1.5756
10 4096 1 0.91869 0.4999 0.027518 0.35629 0.501 0.027006 0.35673
10 4096 2 0.91869 0.7182 0.033722 0.36029 0.7173 0.031883 0.36001
10 4096 3 0.91869 0.8333 0.025967 0.36329 0.8288 0.024435 0.36128
10 4096 4 0.91869 0.8919 0.019524 0.36721 0.8874 0.017579 0.36637
10 4096 5 0.91869 0.9266 0.013586 0.369 0.9238 0.012266 0.36551
10 4096 8 0.91869 0.9734 0.0046771 0.3733 0.9718 0.0044692 0.37557
10 4096 10 0.91869 0.9838 0.0025001 0.37815 0.9844 0.0024191 0.37946
10 4096 12 0.91869 0.99 0.0015415 0.38686 0.9905 0.0013011 0.38413
10 4096 20 0.91869 0.9979 0.00024584 0.4043 0.9989 0.0001089 0.40418
10 4096 25 0.91869 0.9992 9.9459e-05 0.41476 0.9996 3.988e-05 0.42573
10 4096 50 0.91869 1 0 0.4776 1 0 0.48072
10 4096 75 0.91869 1 0 0.53516 1 0 0.53383
10 4096 100 0.91869 1 0 0.60342 1 0 0.59845
10 4096 250 0.91869 1 0 0.98237 1 0 0.98136
10 4096 500 0.91869 1 0 1.6318 1 0 1.6317
10 8192 1 0.91869 0.4999 0.027518 0.46981 0.501 0.027006 0.46616
10 8192 2 0.91869 0.7182 0.033722 0.47124 0.7173 0.031883 0.46862
10 8192 3 0.91869 0.8333 0.025967 0.4718 0.8288 0.024435 0.47228
10 8192 4 0.91869 0.8919 0.019524 0.47959 0.8874 0.017579 0.48116
10 8192 5 0.91869 0.9266 0.013586 0.49779 0.9238 0.012266 0.494
10 8192 8 0.91869 0.9734 0.0046771 0.49727 0.9718 0.0044692 0.4842
10 8192 10 0.91869 0.9838 0.0025001 0.48812 0.9844 0.0024191 0.49192
10 8192 12 0.91869 0.99 0.0015415 0.51068 0.9905 0.0013011 0.50772
10 8192 20 0.91869 0.9979 0.00024584 0.51638 0.9989 0.0001089 0.51749
10 8192 25 0.91869 0.9992 9.9459e-05 0.5294 0.9996 3.988e-05 0.52693
10 8192 50 0.91869 1 0 0.58604 1 0 0.58721
10 8192 75 0.91869 1 0 0.65161 1 0 0.66017
10 8192 100 0.91869 1 0 0.72125 1 0 0.71192
10 8192 250 0.91869 1 0 1.0974 1 0 1.0965
10 8192 500 0.91869 1 0 1.745 1 0 1.7381
