k n_trees depth sparsity v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size val_recall val_var_recall val_query_time
10 1 6 0.036 1 0.0133847 0.2457 0.049071 0.032762 0.00067863 0.00012408 0.0022991 0.029307 125 0.2382 0.050291 0.027865
10 1 7 0.036 1 0.00996067 0.1458 0.025688 0.013642 0.00052955 8.7366e-05 0.0013354 0.011444 62.389 0.1523 0.026741 0.012621
10 1 8 0.036 1 0.0125685 0.123 0.017408 0.015204 0.0008251 0.00017969 0.0022329 0.011533 31.37 0.1205 0.017727 0.013213
10 1 9 0.036 1 0.0144538 0.0915 0.013611 0.010875 0.00088376 0.00019988 0.0022216 0.0071156 15.687 0.0975 0.015319 0.0094205
10 1 10 0.036 1 0.0103219 0.0592 0.0073027 0.0058367 0.00064451 0.0001572 0.0015048 0.0032211 7.813 0.055 0.006982 0.0045009
10 1 11 0.036 1 0.0116883 0.031 0.0033624 0.0057443 0.00076506 0.00020267 0.0018345 0.0025583 3.913 0.0266 0.0027952 0.0050606
10 1 12 0.036 1 0.0100947 0.0195 0.0021119 0.0041837 0.00067214 0.00017179 0.0014376 0.001557 1.978 0.0186 0.0017758 0.0031486
10 5 6 0.036 1 0.00749838 0.7499 0.047467 0.083905 0.0011992 0.00018816 0.0028764 0.079341 553.21 0.7497 0.043844 0.083386
10 5 6 0.036 2 0.0074984 0.3858 0.060959 0.015139 0.0011299 0.00015728 0.0028937 0.010612 62.361 0.3799 0.065552 0.01393
10 5 6 0.036 3 0.0074984 0.1307 0.024792 0.0059345 0.0010024 0.00013798 0.0021838 0.0022381 8.517 0.1289 0.026081 0.0052507
10 5 6 0.036 4 0.0074984 0.0264 0.0042072 0.0039311 0.00091672 0.00011938 0.002104 0.00048515 0.873 0.0254 0.0040789 0.0036862
10 5 6 0.036 5 0.0074984 0.0023 0.00028499 0.0034997 0.00093804 0.00012175 0.0020677 7.4698e-05 0.044 0.0019 0.00018658 0.0033796
10 5 7 0.036 1 0.00951687 0.5532 0.05014 0.045761 0.001214 0.00022331 0.002061 0.041956 288.95 0.56 0.047728 0.04483
10 5 7 0.036 2 0.0095169 0.1794 0.028804 0.0078367 0.0010334 0.00016297 0.0019844 0.0043644 21.575 0.1871 0.029193 0.0073027
10 5 7 0.036 3 0.0095169 0.0384 0.0054509 0.0044249 0.0010346 0.00014507 0.001923 0.00096157 1.849 0.037 0.0048559 0.0037451
10 5 7 0.036 4 0.0095169 0.0047 0.00052844 0.0030879 0.0008974 0.00013652 0.0016179 0.00019058 0.136 0.0046 0.00051936 0.0030014
10 5 7 0.036 5 0.0095169 0.0003 2.994e-05 0.0031012 0.00099316 0.00013672 0.0016564 4.0928e-05 0.006 0.0002 1.998e-05 0.0030851
10 5 8 0.036 1 0.0103984 0.4513 0.05179 0.027638 0.0014636 0.00032398 0.0017384 0.023798 148.13 0.451 0.049789 0.027016
10 5 8 0.036 2 0.010398 0.1184 0.019221 0.0059703 0.0013307 0.00020475 0.0017706 0.0023164 7.582 0.1205 0.019389 0.0052862
10 5 8 0.036 3 0.010398 0.018 0.0023584 0.0036839 0.0011872 0.00016136 0.0016128 0.0004198 0.554 0.0206 0.0029786 0.0034952
10 5 8 0.036 4 0.010398 0.0013 0.0001885 0.0030658 0.0011089 0.00015967 0.0014601 7.1691e-05 0.027 0.0023 0.00024495 0.0030719
10 5 8 0.036 5 0.010398 0.0002 1.998e-05 0.0028827 0.0011163 0.00016028 0.0013415 3.752e-05 0.003 0.0002 1.998e-05 0.0029858
10 5 9 0.036 1 0.0125176 0.3373 0.040459 0.016713 0.0015526 0.00034653 0.0015879 0.012926 74.584 0.3427 0.037124 0.015823
10 5 9 0.036 2 0.012518 0.0658 0.0092796 0.0047305 0.0012913 0.00021797 0.0015803 0.0012803 3.048 0.0671 0.0088364 0.0042888
10 5 9 0.036 3 0.012518 0.0096 0.0010689 0.0032131 0.0012025 0.00018221 0.0013586 0.00020531 0.192 0.0085 0.00095871 0.0030734
10 5 9 0.036 4 0.012518 0.0012 0.00011868 0.0029174 0.0011594 0.00017708 0.0012725 5.0193e-05 0.016 0.0006 7.972e-05 0.0029543
10 5 9 0.036 5 0.012518 0 0 0.002951 0.0011917 0.00017959 0.0013018 3.2263e-05 0.001 0.0001 1e-05 0.002936
10 5 10 0.036 1 0.0125837 0.217 0.024195 0.011202 0.0015732 0.00035414 0.0014102 0.00757 38.086 0.2245 0.024594 0.010301
10 5 10 0.036 2 0.012584 0.0263 0.0033216 0.0039812 0.0013434 0.00023134 0.0014333 0.00062921 0.91 0.0271 0.003399 0.0037807
10 5 10 0.036 3 0.012584 0.0025 0.00028403 0.0031829 0.0013055 0.00023448 0.0012719 7.6041e-05 0.042 0.0032 0.00037013 0.0030741
10 5 10 0.036 4 0.012584 0 0 0.0030283 0.0012953 0.00021466 0.0012271 3.0665e-05 0 0.0002 1.998e-05 0.0032748
10 5 10 0.036 5 0.012584 0 0 0.003038 0.001284 0.00024715 0.0012223 3.0603e-05 0 0 0 0.0032154
10 5 11 0.036 1 0.0134384 0.1499 0.015716 0.0086412 0.0017855 0.00045139 0.0013714 0.0047816 19.241 0.1515 0.016915 0.0078693
10 5 11 0.036 2 0.013438 0.0125 0.001275 0.0038261 0.0014642 0.00026137 0.0014627 0.00032657 0.329 0.012 0.0012573 0.0036024
10 5 11 0.036 3 0.013438 0.0005 4.98e-05 0.0031028 0.0013667 0.00024106 0.0011945 4.1504e-05 0.008 0.0008 7.9439e-05 0.0032654
10 5 11 0.036 4 0.013438 0 0 0.0030362 0.0014076 0.00025999 0.0011224 3.338e-05 0 0 0 0.0033276
10 5 11 0.036 5 0.013438 0 0 0.0030345 0.0014304 0.00025041 0.0011086 3.3313e-05 0 0 0 0.0033289
10 5 12 0.036 1 0.0137547 0.0953 0.0096175 0.0069134 0.0019344 0.00048498 0.0012381 0.0030089 9.635 0.1005 0.01016 0.0059476
10 5 12 0.036 2 0.013755 0.0055 0.00054029 0.0038686 0.0016648 0.00032437 0.0014122 0.00017092 0.123 0.0054 0.00053137 0.0035459
10 5 12 0.036 3 0.013755 0.0003 2.994e-05 0.0031553 0.0015251 0.00031522 0.001068 3.6051e-05 0.003 0.0005 4.98e-05 0.0034904
10 5 12 0.036 4 0.013755 0 0 0.0033038 0.0014625 0.00031455 0.0012331 4.1694e-05 0 0 0 0.0033228
10 5 12 0.036 5 0.013755 0 0 0.0032705 0.0014822 0.00030781 0.0011976 3.0845e-05 0 0 0 0.0033648
10 10 6 0.036 1 0.0123943 0.9211 0.01528 0.15053 0.0019485 0.00033289 0.006058 0.14193 962.47 0.9187 0.014295 0.13732
10 10 6 0.036 2 0.012394 0.7289 0.053508 0.036535 0.001661 0.00028787 0.0048196 0.029442 205.47 0.7253 0.052322 0.035754
10 10 6 0.036 3 0.012394 0.4851 0.07168 0.015429 0.0015859 0.00025324 0.0033888 0.0098928 58.789 0.4755 0.071221 0.014433
10 10 6 0.036 4 0.012394 0.2656 0.051768 0.0084107 0.0014826 0.00021304 0.0028 0.0035891 17.096 0.2609 0.053154 0.0078561
10 10 6 0.036 5 0.012394 0.1189 0.025418 0.0059967 0.0014286 0.00020671 0.0025716 0.0014412 4.668 0.1181 0.025588 0.0055718
10 10 6 0.036 6 0.012394 0.0472 0.0091813 0.0051845 0.0014744 0.00021081 0.0026067 0.00058678 1.199 0.0403 0.0069729 0.0049016
10 10 6 0.036 7 0.012394 0.0145 0.002282 0.0045879 0.0014364 0.0002216 0.0024507 0.0002182 0.268 0.0121 0.0018254 0.004298
10 10 6 0.036 8 0.012394 0.0027 0.00028299 0.00458 0.0015052 0.00020936 0.0025148 7.4049e-05 0.039 0.0021 0.00022582 0.0044303
10 10 6 0.036 9 0.012394 0.0003 2.994e-05 0.0042141 0.0014298 0.00020794 0.0023287 3.4905e-05 0.003 0.0002 1.998e-05 0.0043717
10 10 6 0.036 10 0.012394 0 0 0.0042031 0.0014074 0.00019832 0.0023199 2.964e-05 0 0 0 0.0041503
10 10 7 0.036 1 0.0137147 0.8298 0.032565 0.085776 0.0022531 0.00046721 0.0036591 0.079113 517.3 0.8277 0.030513 0.081412
10 10 7 0.036 2 0.013715 0.5455 0.068008 0.01988 0.0020623 0.00042303 0.003543 0.0135 81.777 0.5413 0.070675 0.018796
10 10 7 0.036 3 0.013715 0.2979 0.060726 0.009425 0.001905 0.00029672 0.0025698 0.004301 19.351 0.2884 0.062268 0.0085384
10 10 7 0.036 4 0.013715 0.1347 0.029976 0.0062223 0.0016935 0.00029072 0.0022217 0.0016529 5.04 0.1306 0.029693 0.005575
10 10 7 0.036 5 0.013715 0.0474 0.0087019 0.005213 0.0017831 0.00026891 0.0021547 0.00067227 1.231 0.0492 0.010129 0.0045419
10 10 7 0.036 6 0.013715 0.0139 0.0023191 0.0046066 0.0017462 0.00027754 0.0020602 0.00021832 0.269 0.0154 0.0028257 0.0042375
10 10 7 0.036 7 0.013715 0.0031 0.00042081 0.0041282 0.0016376 0.00024721 0.0018982 7.762e-05 0.049 0.0047 0.00074866 0.0040558
10 10 7 0.036 8 0.013715 0.0002 1.998e-05 0.0040927 0.001726 0.00025201 0.0018578 3.4907e-05 0.002 0.0009 8.9279e-05 0.0039886
10 10 7 0.036 9 0.013715 0 0 0.0038831 0.0016448 0.00024177 0.0017438 2.9764e-05 0 0.0002 1.998e-05 0.0037919
10 10 7 0.036 10 0.013715 0 0 0.0041112 0.0017587 0.00025316 0.0018363 3.1081e-05 0 0 0 0.0040688
10 10 8 0.036 1 0.013773 0.7099 0.042695 0.047728 0.0024669 0.00058368 0.0025095 0.041914 274.48 0.7038 0.042548 0.046962
10 10 8 0.036 2 0.013773 0.3655 0.058138 0.011121 0.0021185 0.00039844 0.0023739 0.0059554 31.199 0.3628 0.055992 0.01054
10 10 8 0.036 3 0.013773 0.1528 0.027059 0.0064736 0.0020688 0.00031468 0.001997 0.0017172 5.496 0.1519 0.029146 0.00599
10 10 8 0.036 4 0.013773 0.0491 0.0074466 0.0050488 0.0019914 0.00031163 0.0018297 0.00062347 1.089 0.0518 0.0086454 0.0045036
10 10 8 0.036 5 0.013773 0.0136 0.0017768 0.0046714 0.0021007 0.00031158 0.0017679 0.00020657 0.203 0.0135 0.0017295 0.0042589
10 10 8 0.036 6 0.013773 0.0033 0.00039951 0.0042243 0.0019508 0.00028494 0.0016563 7.1661e-05 0.039 0.0032 0.00037013 0.0041626
10 10 8 0.036 7 0.013773 0.001 9.9099e-05 0.004308 0.0020613 0.00031004 0.0016478 4.746e-05 0.011 0.0003 2.994e-05 0.004288
10 10 8 0.036 8 0.013773 0.0002 1.998e-05 0.004159 0.0019542 0.00030538 0.0016483 3.4836e-05 0.002 0.0001 1e-05 0.00424
10 10 8 0.036 9 0.013773 0 0 0.0041501 0.0019149 0.00029495 0.0016558 3.0502e-05 0 0 0 0.0039917
10 10 8 0.036 10 0.013773 0 0 0.0041468 0.0020144 0.00029433 0.0015914 3.0627e-05 0 0 0 0.0042464
10 10 9 0.036 1 0.0135981 0.5483 0.047885 0.028959 0.0026517 0.00070253 0.0020682 0.023302 142.39 0.5489 0.048227 0.027775
10 10 9 0.036 2 0.013598 0.215 0.031386 0.0079158 0.0022812 0.0004796 0.0019249 0.0028968 11.869 0.2018 0.030547 0.0074046
10 10 9 0.036 3 0.013598 0.064 0.0083524 0.0057227 0.0023044 0.00040251 0.0017911 0.00088402 1.663 0.0585 0.008216 0.005088
10 10 9 0.036 4 0.013598 0.0145 0.0016414 0.0044996 0.0021062 0.00034439 0.0015393 0.00023674 0.241 0.0139 0.0016184 0.004293
10 10 9 0.036 5 0.013598 0.0032 0.00037013 0.0044259 0.0022088 0.00035053 0.0015381 7.3292e-05 0.039 0.0032 0.00033009 0.004121
10 10 9 0.036 6 0.013598 0.001 9.9099e-05 0.0040479 0.0020918 0.00033925 0.0013676 4.2828e-05 0.01 0.0006 5.97e-05 0.0041589
10 10 9 0.036 7 0.013598 0.0001 1e-05 0.0042691 0.0022116 0.00034271 0.001442 4.9383e-05 0.001 0 0 0.0042998
10 10 9 0.036 8 0.013598 0 0 0.0041546 0.0021097 0.00033059 0.0014466 2.9603e-05 0 0 0 0.0041083
10 10 9 0.036 9 0.013598 0 0 0.0040374 0.002093 0.0003327 0.0013749 2.9428e-05 0 0 0 0.0041807
10 10 9 0.036 10 0.013598 0 0 0.0043394 0.0022093 0.00035092 0.0015051 3.0738e-05 0 0 0 0.0041102
10 10 10 0.036 1 0.0185229 0.3942 0.040787 0.01926 0.0028359 0.00081162 0.0018189 0.013552 73.741 0.4016 0.040518 0.018423
10 10 10 0.036 2 0.018523 0.1051 0.013998 0.0067113 0.00252 0.00048047 0.001729 0.0015851 4.105 0.1113 0.014557 0.0059878
