k m efc search build_time recall var_recall query_time val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 64 500 40 244.54 0.9748 0.0036286 6.8749 0.9697 0.0062181 6.9774 0 0 0 0 1 0 0 11 39 135 814 
10 64 500 60 244.54 0.9852 0.002003 8.667 0.983 0.002954 8.8287 0 0 0 0 0 0 1 5 16 97 881 
10 64 500 80 244.54 0.9904 0.001209 12.741 0.9886 0.0014515 10.845 0 0 0 0 0 0 1 1 8 73 917 
10 64 500 100 244.54 0.9923 0.00093164 11.51 0.9911 0.001192 11.472 0 0 0 0 0 0 0 2 5 61 932 
10 64 500 120 244.54 0.9937 0.00077108 12.397 0.9922 0.0010202 12.831 0 0 0 0 0 0 0 1 6 48 945 
10 64 500 200 244.54 0.9957 0.000492 17.004 0.9952 0.0006376 17.313 0 0 0 0 0 0 0 1 1 38 960 
10 64 500 400 244.54 0.997 0.00029129 26.312 0.9962 0.00050607 26.648 0 0 0 0 0 0 0 0 0 30 970 
10 64 500 600 244.54 0.9975 0.00024399 38.092 0.9966 0.00042887 34.045 0 0 0 0 0 0 0 0 0 25 975 
10 64 500 800 244.54 0.9977 0.00022493 40.738 0.9973 0.00036307 40.867 0 0 0 0 0 0 0 0 0 23 977 
10 64 500 1000 244.54 0.998 0.0001962 47.193 0.9974 0.00035359 47.03 0 0 0 0 0 0 0 0 0 20 980 
10 64 500 1200 244.54 0.9981 0.00018658 52.912 0.9975 0.00034409 53.131 0 0 0 0 0 0 0 0 0 19 981 
10 64 500 1500 244.54 0.9982 0.00017694 61.048 0.9977 0.00032504 61.481 0 0 0 0 0 0 0 0 0 18 982 
10 64 500 2000 244.54 0.9982 0.00017694 83.161 0.9978 0.00029546 66.388 0 0 0 0 0 0 0 0 0 18 982 
10 96 100 10 2580.34 0.8867 0.021575 4.986 0.8871 0.022026 5.0069 0 0 2 1 13 25 44 76 139 225 475 
10 96 100 20 2580.3 0.962 0.0061421 7.9809 0.9602 0.0063223 8.0977 0 0 0 0 1 0 7 25 57 157 753 
10 96 100 40 2580.3 0.9859 0.0019932 12.792 0.9865 0.0019497 12.905 0 0 0 0 0 0 0 8 15 87 890 
10 96 100 60 2580.3 0.9936 0.00079984 16.642 0.9915 0.0011589 16.79 0 0 0 0 0 0 0 1 7 47 945 
10 96 100 80 2580.3 0.9952 0.00055752 19.3 0.9943 0.00075827 19.33 0 0 0 0 0 0 0 1 2 41 956 
10 96 100 100 2580.3 0.997 0.00033133 21.956 0.9955 0.00053028 22.319 0 0 0 0 0 0 0 0 2 26 972 
10 96 100 120 2580.3 0.9977 0.00024495 24.605 0.9962 0.00044601 24.915 0 0 0 0 0 0 0 0 1 21 978 
10 96 100 200 2580.3 0.9992 7.9439e-05 33.664 0.9986 0.0001582 34.001 0 0 0 0 0 0 0 0 0 8 992 
10 96 100 400 2580.3 0.9999 1e-05 50.429 0.9995 6.982e-05 50.799 0 0 0 0 0 0 0 0 0 1 999 
10 96 100 600 2580.3 1 0 63.5 0.9998 1.998e-05 63.866 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 800 2580.3 1 0 74.466 1 0 74.785 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 1000 2580.3 1 0 84.297 1 0 84.624 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 1200 2580.3 1 0 93.301 1 0 93.42 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 1500 2580.3 1 0 105.29 1 0 105.82 0 0 0 0 0 0 0 0 0 0 1000 
10 96 100 2000 2580.3 1 0 124.29 1 0 130.55 0 0 0 0 0 0 0 0 0 0 1000 
10 96 500 10 265.701 0.8387 0.031484 2.989 0.8408 0.032568 2.9982 1 3 1 15 29 34 53 99 181 248 336 
10 96 500 20 265.7 0.9374 0.011493 4.799 0.9399 0.012771 4.5667 0 0 0 3 1 7 17 40 87 202 643 
10 96 500 40 265.7 0.9772 0.0035437 6.8472 0.9759 0.0043135 7.0893 0 0 0 0 0 2 3 8 27 128 832 
10 96 500 60 265.7 0.9876 0.001768 9.1376 0.9852 0.0026236 8.6207 0 0 0 0 0 0 1 4 16 76 903 
10 96 500 80 265.7 0.9921 0.0010887 9.8766 0.9906 0.0014331 10.161 0 0 0 0 0 0 0 3 9 52 936 
10 96 500 100 265.7 0.9942 0.00068705 11.374 0.9927 0.0011579 11.653 0 0 0 0 0 0 0 0 7 44 949 
10 96 500 120 265.7 0.9954 0.00053938 13.034 0.9938 0.00098254 13.035 0 0 0 0 0 0 0 0 5 36 959 
10 96 500 200 265.7 0.9974 0.00029353 17.71 0.996 0.00064464 21.313 0 0 0 0 0 0 0 0 2 22 976 
10 96 500 400 265.7 0.9987 0.00014846 31.204 0.9975 0.00038413 28.552 0 0 0 0 0 0 0 0 1 11 988 
10 96 500 600 265.7 0.9987 0.00014846 36.891 0.9978 0.00027544 35.772 0 0 0 0 0 0 0 0 1 11 988 
10 96 500 800 265.7 0.9987 0.00014846 40.727 0.9981 0.00024664 41.452 0 0 0 0 0 0 0 0 1 11 988 
10 96 500 1000 265.7 0.999 0.00011912 46.969 0.9982 0.000237 46.981 0 0 0 0 0 0 0 0 1 8 991 
10 96 500 1200 265.7 0.999 0.00011912 52.299 0.9982 0.000237 52.685 0 0 0 0 0 0 0 0 1 8 991 
10 96 500 1500 265.7 0.999 0.00011912 60.354 0.9983 0.00022734 68.537 0 0 0 0 0 0 0 0 1 8 991 
10 96 500 2000 265.7 0.9992 9.9459e-05 77.631 0.9984 0.00021766 77.637 0 0 0 0 0 0 0 0 1 6 993 
