k n_trees depth sparsity v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 1 6 0.0104 1 0.259424 0.1155 0.023313 7.5459 0.029816 0.0004039 0.044515 7.4703 1531.2 0.1146 0.024451 5.2853 457 244 140 90 28 22 7 5 3 2 2 
10 1 7 0.0104 1 0.300523 0.0782 0.017382 2.5945 0.0041917 0.00023762 0.021251 2.5684 765.62 0.0807 0.017135 2.6403 580 249 84 43 20 6 8 5 3 1 1 
10 1 8 0.0104 1 0.312192 0.0593 0.011545 1.2277 0.0035421 0.00024296 0.017308 1.2063 382.82 0.0584 0.013783 1.3987 653 208 84 29 11 11 1 1 1 0 1 
10 1 9 0.0104 1 0.318241 0.0313 0.0057961 0.61355 0.0035619 0.00020992 0.016684 0.59283 191.4 0.0317 0.0055507 0.61567 782 164 33 11 6 2 1 0 0 0 1 
10 1 10 0.0104 1 0.374031 0.0256 0.0046092 0.32093 0.0037839 0.00023496 0.016071 0.30059 95.694 0.0248 0.0039489 0.32147 819 132 35 9 3 1 0 0 0 0 1 
10 1 11 0.0104 1 0.347649 0.0135 0.0016694 0.17563 0.0037949 0.00024144 0.016339 0.155 47.871 0.0146 0.0025894 0.17442 887 94 16 3 0 0 0 0 0 0 0 
10 1 12 0.0104 1 0.384011 0.0128 0.0022985 0.10443 0.0041925 0.00024517 0.017395 0.082338 23.925 0.0104 0.0013332 0.10229 900 85 9 4 0 1 0 0 1 0 0 
10 5 6 0.0104 1 0.366274 0.4371 0.065219 29.08 0.01632 0.00075217 0.099778 28.962 7243.3 0.4185 0.065954 28.234 41 94 120 161 155 112 94 81 64 49 29 
10 5 6 0.0104 2 0.36627 0.1226 0.029158 1.5692 0.013631 0.00025518 0.042704 1.5122 393.35 0.1136 0.025 1.6081 463 244 128 70 38 18 16 11 9 1 2 
10 5 6 0.0104 3 0.36627 0.0256 0.0059306 0.12095 0.0063913 0.00020204 0.035868 0.078079 18.706 0.0205 0.003233 0.12139 841 112 22 13 5 5 1 0 0 0 1 
10 5 6 0.0104 4 0.36627 0.0054 0.0015124 0.045933 0.0069272 0.00022803 0.033913 0.004521 0.826 0.0041 0.0005137 0.044644 960 34 5 0 0 0 0 0 0 0 1 
10 5 6 0.0104 5 0.36627 0.0023 0.00096568 0.039279 0.0064047 0.00020987 0.031991 0.00035669 0.056 0.0014 0.00013818 0.039001 986 12 1 0 0 0 0 0 0 1 0 
10 5 7 0.0104 1 0.379838 0.3155 0.052262 14.258 0.0090995 0.00069431 0.074599 14.172 3708.6 0.3009 0.049178 14.182 98 186 173 153 123 106 62 48 31 14 6 
10 5 7 0.0104 2 0.37984 0.0621 0.012486 0.48196 0.007032 0.00020828 0.028945 0.44544 115.76 0.0592 0.012688 0.47689 644 211 83 33 17 4 4 1 2 0 1 
10 5 7 0.0104 3 0.37984 0.0107 0.002478 0.050593 0.0067763 0.00021067 0.025392 0.017833 3.572 0.0111 0.0024092 0.050288 923 62 10 1 3 0 0 0 0 0 1 
10 5 7 0.0104 4 0.37984 0.002 0.00023624 0.032889 0.0068504 0.00021392 0.024624 0.00087862 0.137 0.0032 0.00079055 0.032432 982 16 2 0 0 0 0 0 0 0 0 
10 5 7 0.0104 5 0.37984 0.0009 8.9279e-05 0.031704 0.0066399 0.00021606 0.024414 0.00013873 0.012 0.0015 0.00020796 0.031964 991 9 0 0 0 0 0 0 0 0 0 
10 5 8 0.0104 1 0.308907 0.2243 0.039599 7.3405 0.013946 0.0010228 0.054615 7.2701 1877.7 0.2128 0.036513 6.9961 184 265 185 136 95 63 37 15 7 8 5 
10 5 8 0.0104 2 0.30891 0.0366 0.0081886 0.16864 0.013481 0.0003034 0.022357 0.13214 35.524 0.0299 0.0055015 0.15911 776 148 44 20 3 4 2 0 2 0 1 
10 5 8 0.0104 3 0.30891 0.0062 0.0010026 0.032973 0.0067087 0.00029327 0.021115 0.0045077 0.865 0.0045 0.00063038 0.031674 952 38 8 1 0 1 0 0 0 0 0 
10 5 8 0.0104 4 0.30891 0.0015 0.0001479 0.028695 0.006827 0.00029358 0.021026 0.00023008 0.031 0.0023 0.00030502 0.028431 985 15 0 0 0 0 0 0 0 0 0 
10 5 8 0.0104 5 0.30891 0.0007 6.958e-05 0.028552 0.0068 0.00028938 0.021061 9.145e-05 0.007 0.0013 0.00012844 0.028255 993 7 0 0 0 0 0 0 0 0 0 
10 5 9 0.0104 1 0.35314 0.1628 0.032148 3.6278 0.0087266 0.0011032 0.032004 3.5855 945.02 0.1534 0.028597 3.6158 322 271 174 92 57 38 20 19 3 2 2 
10 5 9 0.0104 2 0.35314 0.0224 0.004783 0.080284 0.0081356 0.00038038 0.019632 0.051747 11.711 0.022 0.0052412 0.077737 846 116 26 3 6 0 1 1 0 0 1 
10 5 9 0.0104 3 0.35314 0.0045 0.00087062 0.030166 0.0079583 0.00035137 0.019741 0.0018214 0.295 0.005 0.0011962 0.029199 966 28 4 1 0 0 1 0 0 0 0 
10 5 9 0.0104 4 0.35314 0.0015 0.00018794 0.027277 0.0075552 0.00037083 0.018823 0.00023525 0.035 0.0018 0.00025702 0.026937 987 11 2 0 0 0 0 0 0 0 0 
10 5 9 0.0104 5 0.35314 0.0007 6.958e-05 0.027958 0.0075739 0.00038609 0.019586 0.00010928 0.01 0.0013 0.00012844 0.026893 993 7 0 0 0 0 0 0 0 0 0 
10 5 10 0.0104 1 0.358499 0.0978 0.018253 1.8923 0.0077305 0.001016 0.018984 1.8641 475.38 0.0984 0.018076 2.0359 488 271 126 59 30 9 10 5 1 0 1 
10 5 10 0.0104 2 0.3585 0.0099 0.0020741 0.050518 0.013768 0.00043576 0.018568 0.017373 3.008 0.0105 0.0018616 0.044566 923 64 11 1 0 0 0 0 0 0 1 
10 5 10 0.0104 3 0.3585 0.003 0.0012923 0.028556 0.0081108 0.00043338 0.019157 0.00055938 0.087 0.0025 0.00034409 0.028032 983 13 2 1 0 0 0 0 0 0 1 
10 5 10 0.0104 4 0.3585 0.0018 0.0007375 0.027231 0.0077588 0.00042966 0.018505 0.0002219 0.037 0.0015 0.00020796 0.026859 989 10 0 0 0 0 0 0 1 0 0 
10 5 10 0.0104 5 0.3585 0.0009 8.9279e-05 0.027458 0.0077908 0.00042245 0.018813 0.0001215 0.011 0.0015 0.00020796 0.029366 991 9 0 0 0 0 0 0 0 0 0 
10 5 11 0.0104 1 0.385572 0.0736 0.012896 0.96602 0.0082618 0.0012246 0.018722 0.93743 238.05 0.0699 0.010895 0.93854 582 231 111 44 19 7 5 0 0 0 1 
10 5 11 0.0104 2 0.38557 0.008 0.001978 0.033391 0.0080782 0.00057935 0.018073 0.0063014 1.122 0.0067 0.00096608 0.033131 942 48 5 4 0 0 0 0 0 0 1 
10 5 11 0.0104 3 0.38557 0.0029 0.0012629 0.027453 0.0079777 0.000543 0.018252 0.00039588 0.064 0.0021 0.00022582 0.026622 983 14 1 1 0 0 0 0 0 0 1 
10 5 11 0.0104 4 0.38557 0.0018 0.00061738 0.027433 0.0080778 0.00052356 0.018358 0.00018638 0.03 0.0012 0.00011868 0.027418 989 9 1 0 0 0 0 1 0 0 0 
10 5 11 0.0104 5 0.38557 0.0006 5.97e-05 0.028041 0.0087469 0.00052743 0.018375 9.1646e-05 0.007 0.0012 0.00011868 0.027888 994 6 0 0 0 0 0 0 0 0 0 
10 5 12 0.0104 1 0.500622 0.0453 0.0080259 0.48861 0.0081668 0.0016339 0.017091 0.46138 119.27 0.0454 0.0070859 0.48992 701 216 42 24 10 4 0 3 0 0 0 
10 5 12 0.0104 2 0.50062 0.004 0.00048448 0.031548 0.0092897 0.00069957 0.018712 0.0025183 0.352 0.0031 0.00036075 0.030542 965 30 5 0 0 0 0 0 0 0 0 
10 5 12 0.0104 3 0.50062 0.0016 0.00017762 0.027959 0.0083543 0.00063686 0.018496 0.00017482 0.018 0.0017 0.00022734 0.027487 985 14 1 0 0 0 0 0 0 0 0 
10 5 12 0.0104 4 0.50062 0.0008 7.9439e-05 0.027662 0.0083222 0.00064046 0.018298 9.8857e-05 0.008 0.0017 0.00022734 0.027431 992 8 0 0 0 0 0 0 0 0 0 
10 5 12 0.0104 5 0.50062 0.0007 6.958e-05 0.027303 0.0083524 0.00065416 0.017895 9.7796e-05 0.007 0.0014 0.00019824 0.027057 993 7 0 0 0 0 0 0 0 0 0 
10 10 6 0.0104 1 0.549128 0.6515 0.056955 53.642 0.021084 0.00099837 0.15698 53.462 13563 0.6599 0.058541 55.189 6 11 36 69 104 121 111 161 133 133 115 
10 10 6 0.0104 2 0.54913 0.3226 0.070059 6.6641 0.024405 0.0010878 0.13672 6.5011 1547.6 0.3247 0.069429 6.6085 141 178 168 123 111 76 68 51 30 26 28 
10 10 6 0.0104 3 0.54913 0.1344 0.039897 0.87091 0.015609 0.00032954 0.066551 0.78813 174.71 0.1298 0.036649 0.82875 481 207 132 64 47 18 11 9 13 10 8 
10 10 6 0.0104 4 0.54913 0.0517 0.016934 0.16381 0.014128 0.00032116 0.057544 0.091471 22.447 0.0506 0.015615 0.16111 749 149 51 14 10 7 5 8 3 1 3 
10 10 6 0.0104 5 0.54913 0.0177 0.0062229 0.07323 0.0086227 0.00034888 0.048144 0.015776 3.602 0.0207 0.0069485 0.073036 913 54 13 6 5 3 3 1 0 1 1 
10 10 6 0.0104 6 0.54913 0.0085 0.0026804 0.059357 0.0083837 0.00036035 0.046911 0.0034054 0.811 0.0082 0.0020148 0.058906 951 35 6 2 3 2 0 0 0 0 1 
10 10 6 0.0104 7 0.54913 0.0048 0.0014384 0.056774 0.0081838 0.00036502 0.046914 0.00099574 0.236 0.0034 0.00044889 0.056223 969 24 4 1 1 0 0 0 0 1 0 
10 10 6 0.0104 8 0.54913 0.0021 0.00056616 0.055868 0.0081311 0.00035864 0.046719 0.00035357 0.069 0.0019 0.00018658 0.055538 987 9 3 0 0 0 1 0 0 0 0 
10 10 6 0.0104 9 0.54913 0.0012 0.0001387 0.055609 0.0080814 0.00035819 0.046673 0.00018261 0.021 0.0014 0.00013818 0.055335 989 10 1 0 0 0 0 0 0 0 0 
10 10 6 0.0104 10 0.54913 0.0008 9.9459e-05 0.055675 0.0080843 0.000361 0.046811 0.0001164 0.011 0.0013 0.00012844 0.055415 993 6 1 0 0 0 0 0 0 0 0 
10 10 7 0.0104 1 0.537499 0.4868 0.06463 25.374 0.011655 0.0013581 0.10277 25.257 7166 0.4799 0.061548 25.09 19 67 102 173 113 125 128 96 74 61 42 
10 10 7 0.0104 2 0.5375 0.1737 0.043982 1.6776 0.0095422 0.00065594 0.064824 1.6022 454.39 0.1612 0.037312 1.6347 370 221 152 86 57 46 27 16 11 6 8 
10 10 7 0.0104 3 0.5375 0.0569 0.015728 0.16475 0.0082845 0.0004164 0.039371 0.11637 32.164 0.0531 0.014305 0.16137 712 164 60 27 16 7 6 1 2 4 1 
10 10 7 0.0104 4 0.5375 0.0189 0.005178 0.061621 0.0093011 0.000466 0.038443 0.01306 3.055 0.0181 0.0049473 0.05772 890 73 21 5 5 2 2 1 0 0 1 
10 10 7 0.0104 5 0.5375 0.0083 0.0022634 0.044612 0.0089901 0.00045791 0.032909 0.0019316 0.459 0.0074 0.0020072 0.043977 946 40 9 1 3 0 0 0 0 0 1 
10 10 7 0.0104 6 0.5375 0.0042 0.0014238 0.044392 0.0095099 0.00047928 0.033447 0.00064147 0.136 0.0038 0.00074631 0.043619 972 23 3 1 0 0 0 0 0 0 1 
10 10 7 0.0104 7 0.5375 0.0028 0.00061277 0.042208 0.0088806 0.00045198 0.03219 0.00034015 0.059 0.0022 0.00027544 0.043998 979 18 2 0 0 0 1 0 0 0 0 
10 10 7 0.0104 8 0.5375 0.0013 0.00014846 0.04385 0.0091273 0.00048013 0.033726 0.00017149 0.022 0.0015 0.0001479 0.043483 988 11 1 0 0 0 0 0 0 0 0 
10 10 7 0.0104 9 0.5375 0.0009 8.9279e-05 0.045686 0.0098354 0.00050049 0.034862 0.00012337 0.011 0.0014 0.00013818 0.044514 991 9 0 0 0 0 0 0 0 0 0 
10 10 7 0.0104 10 0.5375 0.0008 7.9439e-05 0.042148 0.0088809 0.00044558 0.032366 0.00012637 0.009 0.0012 0.00011868 0.041625 992 8 0 0 0 0 0 0 0 0 0 
10 10 8 0.0104 1 0.596937 0.3863 0.061504 15.084 0.020483 0.0018886 0.078603 14.983 3667.4 0.363 0.055947 14.47 64 109 174 152 131 124 90 61 39 33 23 
10 10 8 0.0104 2 0.59694 0.1126 0.030512 0.63216 0.016446 0.00066709 0.030047 0.58472 150.93 0.0997 0.022572 0.62108 519 223 111 56 29 23 16 9 6 5 3 
10 10 8 0.0104 3 0.59694 0.0346 0.009132 0.075889 0.0092583 0.00056566 0.027396 0.038333 8.524 0.0247 0.0054053 0.073845 816 111 29 24 6 8 4 1 0 0 1 
10 10 8 0.0104 4 0.59694 0.0109 0.002834 0.04113 0.0098317 0.00057725 0.025908 0.0044962 0.864 0.0074 0.0011464 0.039516 930 51 10 6 0 2 0 0 0 0 1 
10 10 8 0.0104 5 0.59694 0.0055 0.0015813 0.036587 0.009815 0.00057384 0.024885 0.0009868 0.18 0.0029 0.00034193 0.035627 961 32 5 1 0 0 0 0 0 0 1 
10 10 8 0.0104 6 0.59694 0.0035 0.001299 0.036568 0.009998 0.00059663 0.025162 0.00048652 0.091 0.002 0.00025626 0.036039 977 19 3 0 0 0 0 0 0 0 1 
10 10 8 0.0104 7 0.59694 0.0027 0.0012039 0.036448 0.0099463 0.00058913 0.025289 0.00029631 0.054 0.0016 0.0001576 0.035864 984 13 2 0 0 0 0 0 0 0 1 
10 10 8 0.0104 8 0.59694 0.0011 0.00014894 0.035788 0.0095569 0.00057294 0.025158 0.00016277 0.02 0.0014 0.00013818 0.035065 991 7 2 0 0 0 0 0 0 0 0 
10 10 8 0.0104 9 0.59694 0.001 0.00011912 0.036157 0.0098392 0.00058908 0.025275 0.00012871 0.012 0.0014 0.00013818 0.035739 991 8 1 0 0 0 0 0 0 0 0 
10 10 8 0.0104 10 0.59694 0.0007 6.958e-05 0.03609 0.0098312 0.00059274 0.025243 9.3138e-05 0.007 0.0014 0.00013818 0.035707 993 7 0 0 0 0 0 0 0 0 0 
10 10 9 0.0104 1 0.333271 0.2617 0.049453 7.1607 0.015047 0.0021547 0.060815 7.082 1867.8 0.2481 0.0441 7.0919 160 221 174 164 103 64 47 24 22 12 9 
10 10 9 0.0104 2 0.33327 0.0544 0.013454 0.20374 0.010051 0.00068633 0.022997 0.16974 44.034 0.0552 0.012525 0.20246 706 172 70 19 15 8 2 4 2 1 1 
10 10 9 0.0104 3 0.33327 0.0145 0.003263 0.04284 0.010046 0.00065053 0.022681 0.0091346 1.851 0.0142 0.0032816 0.04083 903 69 19 5 2 1 0 0 0 0 1 
10 10 9 0.0104 4 0.33327 0.0056 0.0016703 0.036243 0.011037 0.0006621 0.023078 0.001162 0.221 0.0046 0.0007596 0.034386 962 30 6 0 1 0 0 0 0 0 1 
10 10 9 0.0104 5 0.33327 0.0034 0.0013298 0.031955 0.0096919 0.00066066 0.020864 0.00042798 0.082 0.0023 0.00028499 0.031459 979 17 2 1 0 0 0 0 0 0 1 
10 10 9 0.0104 6 0.33327 0.0022 0.00079596 0.03146 0.0096782 0.00065779 0.02061 0.00022475 0.037 0.002 0.00025626 0.031373 986 12 1 0 0 0 0 0 1 0 0 
10 10 9 0.0104 7 0.33327 0.0014 0.00017822 0.033433 0.010779 0.0006566 0.021549 0.00016164 0.02 0.0018 0.000237 0.03339 988 10 2 0 0 0 0 0 0 0 0 
10 10 9 0.0104 8 0.33327 0.001 9.9099e-05 0.033546 0.010811 0.00065743 0.021665 0.0001247 0.011 0.0014 0.00013818 0.033375 990 10 0 0 0 0 0 0 0 0 0 
10 10 9 0.0104 9 0.33327 0.0007 6.958e-05 0.033383 0.010804 0.00065433 0.021541 9.5632e-05 0.007 0.0013 0.00012844 0.033199 993 7 0 0 0 0 0 0 0 0 0 
10 10 9 0.0104 10 0.33327 0.0007 6.958e-05 0.031832 0.0097994 0.00064065 0.021006 9.4893e-05 0.007 0.0012 0.00011868 0.03171 993 7 0 0 0 0 0 0 0 0 0 
10 10 10 0.0104 1 0.468509 0.1788 0.033084 3.9056 0.014966 0.0019654 0.036185 3.8521 942.93 0.1747 0.032162 3.9617 275 258 210 102 71 33 19 23 2 6 1 
10 10 10 0.0104 2 0.46851 0.0309 0.0072024 0.10881 0.017971 0.00076739 0.021783 0.067943 13.369 0.0273 0.0056904 0.10468 808 135 29 13 9 2 2 0 0 1 1 
10 10 10 0.0104 3 0.46851 0.0091 0.0025497 0.035001 0.010691 0.00075785 0.020159 0.0030878 0.479 0.0071 0.0011808 0.034277 942 43 8 4 1 0 1 0 0 0 1 
10 10 10 0.0104 4 0.46851 0.0042 0.0014238 0.031788 0.010493 0.00076827 0.019656 0.00057505 0.102 0.0031 0.00044083 0.031306 972 23 3 1 0 0 0 0 0 0 1 
10 10 10 0.0104 5 0.46851 0.0028 0.0012334 0.031388 0.010483 0.0007585 0.019496 0.00035116 0.061 0.0025 0.00032407 0.030941 984 12 3 0 0 0 0 0 0 0 1 
10 10 10 0.0104 6 0.46851 0.0026 0.0010343 0.034137 0.011912 0.00077958 0.020877 0.00027238 0.044 0.002 0.0001962 0.037392 985 11 3 0 0 0 0 0 0 1 0 
10 10 10 0.0104 7 0.46851 0.0017 0.0003875 0.035791 0.015415 0.00077611 0.019125 0.00018365 0.027 0.0018 0.00017694 0.030365 988 10 1 0 0 1 0 0 0 0 0 
10 10 10 0.0104 8 0.46851 0.0013 0.00020852 0.031057 0.010439 0.00076315 0.019407 0.00015274 0.018 0.0015 0.0001479 0.030687 990 8 1 1 0 0 0 0 0 0 0 
10 10 10 0.0104 9 0.46851 0.0007 6.958e-05 0.030911 0.010422 0.00076225 0.019332 9.3689e-05 0.007 0.0013 0.00012844 0.030643 993 7 0 0 0 0 0 0 0 0 0 
10 10 10 0.0104 10 0.46851 0.0006 5.97e-05 0.030904 0.010389 0.00076196 0.019369 8.8642e-05 0.006 0.0012 0.00011868 0.030634 994 6 0 0 0 0 0 0 0 0 0 
10 10 11 0.0104 1 0.494303 0.1269 0.025192 1.8785 0.011071 0.0023856 0.021388 1.8433 474.03 0.1213 0.021858 1.8458 388 311 141 71 41 21 11 5 7 3 1 
10 10 11 0.0104 2 0.4943 0.0164 0.0036947 0.054417 0.011769 0.00090137 0.019543 0.021858 4.245 0.0155 0.0024722 0.053961 888 84 17 7 2 0 0 1 0 0 1 
10 10 11 0.0104 3 0.4943 0.0047 0.0015294 0.033331 0.011493 0.0009044 0.019755 0.00088716 0.158 0.0037 0.00053685 0.032483 969 25 3 2 0 0 0 0 0 0 1 
10 10 11 0.0104 4 0.4943 0.0032 0.001271 0.031159 0.010893 0.00089737 0.018752 0.00031858 0.056 0.0025 0.00036411 0.030585 980 16 3 0 0 0 0 0 0 0 1 
10 10 11 0.0104 5 0.4943 0.0025 0.00070445 0.031169 0.01084 0.00089441 0.018901 0.00023601 0.036 0.002 0.00025626 0.031232 983 14 2 0 0 0 0 1 0 0 0 
10 10 11 0.0104 6 0.4943 0.0012 0.0001387 0.031993 0.011443 0.00090015 0.01922 0.00013614 0.015 0.0018 0.000237 0.031561 989 10 1 0 0 0 0 0 0 0 0 
10 10 11 0.0104 7 0.4943 0.001 0.00011912 0.031198 0.01087 0.00090475 0.019018 0.00011264 0.01 0.0017 0.00022734 0.030461 991 8 1 0 0 0 0 0 0 0 0 
10 10 11 0.0104 8 0.4943 0.0009 0.0001093 0.030601 0.010756 0.00098433 0.018469 0.0001021 0.009 0.0014 0.00013818 0.030119 992 7 1 0 0 0 0 0 0 0 0 
10 10 11 0.0104 9 0.4943 0.0007 6.958e-05 0.03185 0.011428 0.00090196 0.019134 9.1559e-05 0.007 0.0012 0.00011868 0.031575 993 7 0 0 0 0 0 0 0 0 0 
10 10 11 0.0104 10 0.4943 0.0007 6.958e-05 0.031304 0.010962 0.00090319 0.019046 9.572e-05 0.007 0.0012 0.00011868 0.030461 993 7 0 0 0 0 0 0 0 0 0 
10 10 12 0.0104 1 0.7391 0.0913 0.01587 0.97219 0.012262 0.0028169 0.01993 0.93684 237.73 0.0902 0.015479 1.1027 495 281 129 47 26 12 4 3 3 0 0 
10 10 12 0.0104 2 0.7391 0.0108 0.0020254 0.051461 0.020709 0.0010686 0.019773 0.009573 1.383 0.0091 0.0013485 0.047481 923 57 14 4 1 0 0 1 0 0 0 
10 10 12 0.0104 3 0.7391 0.0039 0.00059539 0.032497 0.012317 0.00099389 0.018395 0.00049801 0.071 0.0026 0.00031355 0.031874 969 25 5 0 1 0 0 0 0 0 0 
10 10 12 0.0104 4 0.7391 0.0018 0.00027704 0.033059 0.013192 0.0010057 0.018366 0.00020214 0.022 0.0021 0.00026586 0.032766 986 11 2 1 0 0 0 0 0 0 0 
10 10 12 0.0104 5 0.7391 0.0013 0.00014846 0.03164 0.012054 0.00099153 0.018157 0.00014468 0.014 0.002 0.00025626 0.031374 988 11 1 0 0 0 0 0 0 0 0 
10 10 12 0.0104 6 0.7391 0.0009 8.9279e-05 0.031552 0.012022 0.00099391 0.018125 0.0001156 0.009 0.0018 0.00019696 0.031395 991 9 0 0 0 0 0 0 0 0 0 
10 10 12 0.0104 7 0.7391 0.0007 6.958e-05 0.033041 0.013194 0.0010156 0.018435 9.6344e-05 0.007 0.0014 0.00013818 0.032701 993 7 0 0 0 0 0 0 0 0 0 
10 10 12 0.0104 8 0.7391 0.0006 5.97e-05 0.031503 0.011954 0.0009995 0.018172 8.7446e-05 0.006 0.0012 0.00011868 0.0312 994 6 0 0 0 0 0 0 0 0 0 
10 10 12 0.0104 9 0.7391 0.0006 5.97e-05 0.031327 0.012041 0.0010101 0.017887 9.798e-05 0.006 0.0012 0.00011868 0.030756 994 6 0 0 0 0 0 0 0 0 0 
10 10 12 0.0104 10 0.7391 0.0006 5.97e-05 0.031107 0.012073 0.0010207 0.017632 8.9082e-05 0.006 0.0012 0.00011868 0.030773 994 6 0 0 0 0 0 0 0 0 0 
10 25 6 0.0104 1 0.554939 0.8932 0.020294 118.06 0.030171 0.0019905 0.39216 117.63 28705 0.8861 0.021178 101.99 0 0 2 2 6 16 53 88 120 206 507 
10 25 6 0.0104 2 0.55494 0.6909 0.067835 25.588 0.019971 0.0013983 0.22237 25.343 7161.5 0.6906 0.069561 27.728 4 20 43 63 75 96 109 108 130 136 216 
10 25 6 0.0104 3 0.55494 0.4815 0.099267 6.6144 0.0197 0.0013511 0.16663 6.4259 1755.5 0.483 0.09871 6.6284 74 110 110 113 90 90 85 76 77 72 103 
10 25 6 0.0104 4 0.55494 0.3198 0.091239 1.8415 0.014337 0.00065093 0.14841 1.6778 456.08 0.3185 0.093481 1.8576 211 186 122 109 86 63 50 46 36 38 53 
10 25 6 0.0104 5 0.55494 0.2015 0.071099 0.64741 0.013842 0.00062464 0.14134 0.49127 131.33 0.2025 0.070755 0.66352 414 190 111 65 59 36 25 23 32 25 20 
10 25 6 0.0104 6 0.55494 0.1227 0.048343 0.30203 0.013631 0.00061162 0.12541 0.16201 42.993 0.1227 0.0454 0.30799 602 155 74 40 33 26 18 19 9 11 13 
10 25 6 0.0104 7 0.55494 0.0752 0.030696 0.1893 0.014034 0.00061353 0.11386 0.060426 15.607 0.0729 0.029325 0.19171 733 117 48 29 15 19 13 8 5 7 6 
10 25 6 0.0104 8 0.55494 0.0474 0.019333 0.13999 0.014156 0.00061047 0.099984 0.024894 6.314 0.045 0.018293 0.14161 814 94 33 13 13 11 7 5 2 5 3 
10 25 6 0.0104 9 0.55494 0.0286 0.010833 0.12229 0.014378 0.00060691 0.095841 0.01116 2.792 0.0272 0.011331 0.12205 873 73 18 10 10 6 4 1 1 2 2 
10 25 6 0.0104 10 0.55494 0.0183 0.0065216 0.1144 0.014447 0.00060979 0.093768 0.0052672 1.351 0.017 0.0067377 0.11514 910 53 17 8 5 2 1 0 1 2 1 
10 25 6 0.0104 11 0.55494 0.0113 0.0040464 0.11181 0.014478 0.0006126 0.09359 0.0028225 0.723 0.0111 0.0044512 0.11238 938 43 9 4 2 1 0 0 1 1 1 
10 25 6 0.0104 12 0.55494 0.0083 0.0030241 0.11048 0.014475 0.00061166 0.093293 0.0017986 0.426 0.0077 0.003294 0.11102 953 34 7 2 1 0 0 1 1 0 1 
10 25 6 0.0104 13 0.55494 0.0063 0.0022125 0.11033 0.014528 0.00061436 0.093744 0.0011338 0.264 0.0068 0.0029367 0.1108 963 29 2 3 0 1 1 0 0 0 1 
10 25 6 0.0104 14 0.55494 0.0046 0.0016605 0.10965 0.01451 0.00060969 0.093453 0.00077271 0.18 0.0056 0.0025712 0.11008 973 20 4 0 2 0 0 0 0 0 1 
10 25 6 0.0104 15 0.55494 0.0039 0.0013762 0.10939 0.014498 0.00060881 0.093389 0.0005935 0.133 0.0047 0.0020299 0.10979 975 19 5 0 0 0 0 0 0 0 1 
10 25 6 0.0104 16 0.55494 0.0035 0.001299 0.10923 0.014486 0.00060958 0.09333 0.00049339 0.106 0.0034 0.00092937 0.10951 977 19 3 0 0 0 0 0 0 0 1 
10 25 6 0.0104 17 0.55494 0.0032 0.001271 0.10926 0.014507 0.00061457 0.093401 0.00044112 0.089 0.0029 0.00060219 0.10942 980 16 3 0 0 0 0 0 0 0 1 
10 25 6 0.0104 20 0.55494 0.0024 0.0011754 0.10906 0.014527 0.00061333 0.093356 0.00026727 0.046 0.002 0.00025626 0.10932 987 10 2 0 0 0 0 0 0 0 1 
10 25 7 0.0104 1 0.680441 0.7702 0.042555 64.008 0.034389 0.0026393 0.2051 63.765 16202 0.7475 0.047741 62.955 0 3 7 20 65 73 107 126 168 178 253 
10 25 7 0.0104 2 0.68044 0.4855 0.086827 9.4795 0.034782 0.0026636 0.12557 9.3153 2430.1 0.459 0.082702 9.4235 47 100 110 117 132 92 91 75 77 81 78 
10 25 7 0.0104 3 0.68044 0.2732 0.079742 1.626 0.014895 0.0010171 0.083535 1.5261 399.8 0.2582 0.072786 1.5969 258 210 124 92 80 56 41 51 28 29 31 
10 25 7 0.0104 4 0.68044 0.1508 0.05041 0.40198 0.014891 0.00084224 0.080817 0.30509 78.652 0.1428 0.047876 0.39207 486 197 100 68 43 33 16 17 17 11 12 
10 25 7 0.0104 5 0.68044 0.0823 0.029867 0.16909 0.014956 0.00082852 0.075574 0.077367 19.158 0.0751 0.026296 0.16591 682 144 64 38 22 13 9 8 10 6 4 
10 25 7 0.0104 6 0.68044 0.0429 0.015865 0.12783 0.016745 0.00083973 0.085544 0.024341 5.706 0.0413 0.015099 0.12636 803 120 29 14 8 8 5 5 3 2 3 
10 25 7 0.0104 7 0.68044 0.0237 0.0089773 0.095725 0.016879 0.00083986 0.068679 0.008986 2.044 0.0239 0.0088276 0.094538 887 74 10 9 9 2 3 0 4 0 2 
10 25 7 0.0104 8 0.68044 0.0145 0.0051049 0.083655 0.016845 0.00084325 0.061578 0.0040655 0.913 0.0134 0.0052857 0.082581 926 49 10 5 1 3 3 2 0 0 1 
10 25 7 0.0104 9 0.68044 0.0086 0.0024685 0.074797 0.01523 0.00082573 0.056269 0.0021478 0.507 0.0085 0.0034412 0.074224 948 35 11 2 2 1 0 0 0 0 1 
10 25 7 0.0104 10 0.68044 0.0064 0.0018409 0.077857 0.016662 0.0008446 0.05871 0.0013254 0.31 0.0059 0.0020372 0.077509 958 31 8 1 1 0 0 0 0 0 1 
10 25 7 0.0104 11 0.68044 0.0048 0.0015385 0.074161 0.015588 0.00084383 0.056469 0.00094731 0.219 0.0045 0.0015113 0.071306 969 23 6 1 0 0 0 0 0 0 1 
