k probes k_factor build_time recall var_recall query_time val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 128 75 92.577 0.9799 0.0025886 8.9139 0.9775 0.0028866 8.9226 0 0 0 0 0 0 1 4 31 123 841 
10 128 100 92.577 0.9905 0.0010808 9.8342 0.9879 0.0014651 9.9368 0 0 0 0 0 0 0 1 8 76 915 
10 128 250 92.577 0.9989 0.00012892 15.183 0.9992 7.9439e-05 15.212 0 0 0 0 0 0 0 0 1 9 990 
10 128 500 92.577 0.9999 1e-05 24.151 0.9997 2.994e-05 24.087 0 0 0 0 0 0 0 0 0 1 999 
10 256 1 92.577 0.1862 0.02035 6.0218 0.1909 0.018786 6.0197 166 284 278 140 81 35 12 1 3 0 0 
10 256 2 92.577 0.297 0.034145 6.0832 0.2967 0.031891 6.0761 62 164 221 211 145 99 58 22 9 8 1 
10 256 3 92.577 0.3783 0.041461 6.1416 0.3777 0.040093 6.1466 30 89 173 192 186 132 91 57 31 15 4 
10 256 4 92.577 0.4424 0.044467 6.1767 0.4421 0.044422 6.1992 20 46 120 170 191 156 129 81 51 25 11 
10 256 5 92.577 0.4943 0.046764 6.2331 0.4949 0.04619 6.2354 14 33 74 147 182 163 139 116 75 38 19 
10 256 8 92.577 0.6092 0.046422 6.3908 0.6063 0.045055 6.3916 2 15 20 84 138 141 165 145 142 93 55 
10 256 10 92.577 0.6636 0.043859 6.4808 0.6608 0.042946 6.4747 0 7 20 48 96 124 169 167 152 128 89 
10 256 12 92.577 0.7073 0.040217 6.5914 0.703 0.03941 6.6094 0 5 12 33 60 108 163 162 176 165 116 
10 256 20 92.577 0.818 0.027083 6.9572 0.8172 0.027812 6.9545 0 0 6 5 22 35 88 140 198 262 244 
10 256 25 92.577 0.8605 0.021311 7.2133 0.8597 0.022068 7.1842 0 0 2 1 14 23 53 110 175 281 341 
10 256 50 92.577 0.9508 0.0070064 8.1719 0.9481 0.0082847 8.1502 0 0 0 0 0 2 9 23 82 213 671 
10 256 75 92.577 0.9798 0.0025946 9.1949 0.9777 0.0028355 9.1117 0 0 0 0 0 0 1 4 31 124 840 
10 256 100 92.577 0.9905 0.0010808 9.9951 0.9882 0.0014422 10.026 0 0 0 0 0 0 0 1 8 76 915 
10 256 250 92.577 0.9991 0.0001093 17.233 0.9995 4.98e-05 18.163 0 0 0 0 0 0 0 0 1 7 992 
10 256 500 92.577 0.9999 1e-05 30.045 1 0 25.125 0 0 0 0 0 0 0 0 0 1 999 
10 512 1 92.577 0.1862 0.02035 5.392 0.1909 0.018786 5.372 166 284 278 140 81 35 12 1 3 0 0 
10 512 2 92.577 0.297 0.034145 5.431 0.2967 0.031891 5.4258 62 164 221 211 145 99 58 22 9 8 1 
10 512 3 92.577 0.3783 0.041461 5.4859 0.3777 0.040093 5.4787 30 89 173 192 186 132 91 57 31 15 4 
10 512 4 92.577 0.4424 0.044467 5.8407 0.4421 0.044422 5.642 20 46 120 170 191 156 129 81 51 25 11 
10 512 5 92.577 0.4943 0.046764 5.6802 0.4949 0.04619 5.5993 14 33 74 147 182 163 139 116 75 38 19 
10 512 8 92.577 0.6092 0.046422 5.7348 0.6063 0.045055 5.7806 2 15 20 84 138 141 165 145 142 93 55 
10 512 10 92.577 0.6636 0.043859 5.8705 0.6608 0.042946 5.8127 0 7 20 48 96 124 169 167 152 128 89 
10 512 12 92.577 0.7073 0.040217 5.9209 0.703 0.03941 5.9105 0 5 12 33 60 108 163 162 176 165 116 
10 512 20 92.577 0.818 0.027083 6.2795 0.8172 0.027812 6.2931 0 0 6 5 22 35 88 140 198 262 244 
10 512 25 92.577 0.8605 0.021311 6.509 0.8597 0.022068 6.4979 0 0 2 1 14 23 53 110 175 281 341 
10 512 50 92.577 0.9508 0.0070064 8.9179 0.9481 0.0082847 8.5645 0 0 0 0 0 2 9 23 82 213 671 
10 512 75 92.577 0.9798 0.0025946 9.5362 0.9777 0.0028355 9.5392 0 0 0 0 0 0 1 4 31 124 840 
