k n_trees depth sparsity v build_time recall var_recall query_time cs_size val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 5 10 0.015625 4 1.5104 0.0086 0.0011672 0.027502 0.331 0.011 0.0017007 0.027185 929 59 10 1 1 0 0 0 0 0 0 
10 5 10 0.015625 5 1.5104 0.0011 0.0001089 0.026629 0.022 0.0022 0.00029546 0.026011 989 11 0 0 0 0 0 0 0 0 0 
10 5 11 0.015625 1 1.51364 0.3032 0.039429 0.44752 229.31 0.3055 0.041181 0.43397 71 163 222 191 131 105 59 28 19 9 2 
10 5 11 0.015625 2 1.5136 0.0815 0.014943 0.052136 11.494 0.0849 0.015638 0.050941 544 267 100 42 30 7 5 4 0 1 0 
10 5 11 0.015625 3 1.5136 0.0235 0.0041819 0.030478 1.031 0.0247 0.0036235 0.029478 839 113 34 6 6 1 0 1 0 0 0 
10 5 11 0.015625 4 1.5136 0.0066 0.00083728 0.02798 0.134 0.0069 0.00078317 0.027402 945 44 11 0 0 0 0 0 0 0 0 
10 5 11 0.015625 5 1.5136 0.0012 0.00011868 0.027263 0.016 0.0011 0.0001089 0.026743 988 12 0 0 0 0 0 0 0 0 0 
10 5 12 0.015625 1 1.6591 0.2316 0.033075 0.26093 116.29 0.2322 0.034137 0.24011 132 250 238 154 123 41 32 13 8 6 3 
10 5 12 0.015625 2 1.6591 0.0567 0.009905 0.040151 4.255 0.0551 0.0096837 0.038183 626 268 68 14 10 7 5 1 0 1 0 
10 5 12 0.015625 3 1.6591 0.0159 0.0022394 0.02953 0.35 0.0174 0.0023196 0.031062 872 107 14 5 1 1 0 0 0 0 0 
10 5 12 0.015625 4 1.6591 0.0047 0.00064856 0.028865 0.061 0.0052 0.00067363 0.027538 959 38 1 1 1 0 0 0 0 0 0 
10 5 12 0.015625 5 1.6591 0.0005 4.98e-05 0.027427 0.005 0.001 0.00011912 0.026815 995 5 0 0 0 0 0 0 0 0 0 
10 10 6 0.015625 1 1.297 0.9263 0.01155 15.686 9180 0.9256 0.013418 15.578 0 0 0 1 1 5 23 48 112 239 571 
10 10 6 0.015625 2 1.297 0.8076 0.031634 6.0483 3523.1 0.8097 0.03385 6.0246 0 0 6 5 35 49 91 152 179 208 275 
10 10 6 0.015625 3 1.297 0.6526 0.059713 2.6976 1533.1 0.6561 0.05734 2.6326 4 21 38 74 82 102 148 155 123 118 135 
10 10 6 0.015625 4 1.297 0.4849 0.078701 1.2673 694.28 0.4853 0.071986 1.2228 44 83 117 120 122 98 113 94 88 56 65 
10 10 6 0.015625 5 1.297 0.3411 0.07926 0.59149 315.61 0.3353 0.071836 0.5974 148 175 141 127 93 79 65 60 42 40 30 
10 10 6 0.015625 6 1.297 0.2153 0.060416 0.29511 140.39 0.2116 0.057223 0.30676 331 210 131 89 64 55 47 27 17 14 15 
10 10 6 0.015625 7 1.297 0.1228 0.039239 0.1582 60.746 0.1215 0.037405 0.16935 533 211 79 58 39 33 15 9 5 9 9 
10 10 6 0.015625 8 1.297 0.0661 0.023304 0.096027 25.96 0.0631 0.021029 0.10169 714 143 68 26 16 8 7 3 4 5 6 
10 10 6 0.015625 9 1.297 0.0274 0.01038 0.068336 10.326 0.0266 0.010823 0.072646 864 88 24 8 1 3 1 4 2 5 0 
10 10 6 0.015625 10 1.297 0.0075 0.0033971 0.057281 3.95 0.0104 0.0049768 0.061786 965 25 3 1 1 1 0 1 2 1 0 
10 10 7 0.015625 1 1.56876 0.8698 0.018787 8.3832 5293.1 0.8688 0.021868 7.5764 0 0 0 1 8 16 55 108 180 263 369 
10 10 7 0.015625 2 1.5688 0.6888 0.047822 2.2374 1543.2 0.6838 0.049087 2.2219 1 2 24 51 81 115 132 168 154 134 138 
