k m efc search build_time recall var_recall query_time val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 64 100 2000 171.42 0.9994 7.972e-05 48.246 0.9975 0.0020458 48.72 0 0 0 0 0 0 0 0 1 4 995 
10 64 500 10 102.662 0.7961 0.041596 1.0045 0.8026 0.038952 0.95202 3 7 18 15 31 45 87 111 161 283 239 
10 64 500 20 102.66 0.9117 0.017611 1.6125 0.9195 0.016827 1.3962 0 1 2 3 6 11 32 57 110 227 551 
10 64 500 40 102.66 0.9637 0.0070393 2.1898 0.9658 0.0083587 2.2144 0 0 0 0 2 2 15 17 45 140 779 
10 64 500 60 102.66 0.9768 0.0039657 2.9091 0.9773 0.0055603 2.9406 0 0 0 0 0 0 6 14 31 104 845 
10 64 500 80 102.66 0.9826 0.0028201 3.5465 0.982 0.0045405 3.594 0 0 0 0 0 0 4 7 24 89 876 
10 64 500 100 102.66 0.9855 0.0021819 4.1525 0.9852 0.0037647 4.1817 0 0 0 0 0 0 2 4 23 79 892 
10 64 500 120 102.66 0.9876 0.0018481 4.6962 0.9874 0.0033846 4.7358 0 0 0 0 0 0 2 3 17 73 905 
10 64 500 200 102.66 0.9901 0.0014935 6.6392 0.9905 0.0029627 6.6934 0 0 0 0 0 0 2 2 12 61 923 
10 64 500 400 102.66 0.9943 0.00075827 10.47 0.993 0.0026537 10.561 0 0 0 0 0 0 0 1 8 38 953 
10 64 500 600 102.66 0.9956 0.00058122 13.699 0.9936 0.0025416 13.805 0 0 0 0 0 0 0 1 5 31 963 
10 64 500 800 102.66 0.9965 0.00041817 16.655 0.9941 0.0024777 16.776 0 0 0 0 0 0 0 0 4 27 969 
10 64 500 1000 102.66 0.9965 0.00041817 19.47 0.9944 0.0024311 19.616 0 0 0 0 0 0 0 0 4 27 969 
10 64 500 1200 102.66 0.9968 0.00039015 22.236 0.9947 0.0024043 22.398 0 0 0 0 0 0 0 0 4 24 972 
10 64 500 1500 102.66 0.9971 0.00036195 26.447 0.9954 0.0023412 26.543 0 0 0 0 0 0 0 0 4 21 975 
10 64 500 2000 102.66 0.9974 0.00033357 33.513 0.996 0.0022462 33.687 0 0 0 0 0 0 0 0 4 18 978 
10 96 100 10 381.376 0.9001 0.019069 2.0453 0.8953 0.019888 2.0001 0 1 0 2 8 19 37 78 108 235 512 
10 96 100 20 381.38 0.9644 0.0050177 2.9159 0.9594 0.0077794 2.9101 0 0 0 0 1 0 3 16 55 180 745 
10 96 100 40 381.38 0.9841 0.0022394 4.6952 0.9825 0.0041479 4.7195 0 0 0 0 0 1 2 1 20 103 873 
10 96 100 60 381.38 0.9897 0.0013853 6.181 0.988 0.0033794 6.1999 0 0 0 0 0 1 0 0 13 72 914 
10 96 100 80 381.38 0.9923 0.00095166 7.3958 0.9906 0.0028545 7.448 0 0 0 0 0 0 0 1 9 56 934 
10 96 100 100 381.38 0.9934 0.00083728 8.5143 0.9918 0.0026955 8.6247 0 0 0 0 0 0 0 1 8 47 944 
10 96 100 120 381.38 0.9943 0.00073825 9.5654 0.9923 0.0026534 9.6172 0 0 0 0 0 0 0 1 7 40 952 
10 96 100 200 381.38 0.9969 0.00042081 13.077 0.9944 0.0024111 13.162 0 0 0 0 0 0 0 1 3 22 974 
10 96 100 400 381.38 0.999 0.00011912 19.609 0.9956 0.0023029 19.859 0 0 0 0 0 0 0 0 1 8 991 
10 96 100 600 381.38 0.999 0.00011912 24.788 0.9962 0.0022078 24.956 0 0 0 0 0 0 0 0 1 8 991 
10 96 100 800 381.38 0.999 0.00011912 29.285 0.9964 0.0021692 29.437 0 0 0 0 0 0 0 0 1 8 991 
10 96 100 1000 381.38 0.9992 9.9459e-05 38.357 0.9967 0.0021413 35.462 0 0 0 0 0 0 0 0 1 6 993 
10 96 100 1200 381.38 0.9994 5.97e-05 32.158 0.9969 0.0021225 31.887 0 0 0 0 0 0 0 0 0 6 994 
10 96 100 1500 381.38 0.9997 2.994e-05 36.763 0.9973 0.0020648 36.809 0 0 0 0 0 0 0 0 0 3 997 
10 96 100 2000 381.38 0.9997 2.994e-05 44.689 0.9974 0.0020553 44.899 0 0 0 0 0 0 0 0 0 3 997 
10 96 500 10 116.218 0.8044 0.03948 1.0476 0.8061 0.038912 1.0332 2 3 13 22 27 51 88 87 179 263 265 
10 96 500 20 116.22 0.9165 0.015553 1.5919 0.9228 0.015836 1.6387 0 0 0 3 3 15 34 44 114 225 562 
10 96 500 40 116.22 0.9661 0.006247 2.5457 0.9668 0.0063441 2.5651 0 0 0 1 1 2 9 15 45 145 782 
10 96 500 60 116.22 0.9796 0.0036675 3.2883 0.9787 0.0043607 3.1947 0 0 0 1 0 0 4 10 27 97 861 
10 96 500 80 116.22 0.9855 0.002202 3.7758 0.984 0.0034875 3.8399 0 0 0 0 0 0 2 4 24 77 893 
10 96 500 100 116.22 0.9877 0.0018606 4.3904 0.9864 0.0030181 4.4229 0 0 0 0 0 0 2 3 18 70 907 
10 96 500 120 116.22 0.989 0.0016406 4.9776 0.9883 0.0026558 5.0237 0 0 0 0 0 0 2 3 12 69 914 
10 96 500 200 116.22 0.9928 0.0010292 6.9849 0.991 0.0022012 7.0326 0 0 0 0 0 0 2 0 6 52 940 
10 96 500 400 116.22 0.9961 0.00045525 10.912 0.9944 0.0017904 11.026 0 0 0 0 0 0 0 0 4 31 965 
10 96 500 600 116.22 0.9976 0.00029453 14.192 0.9953 0.0016295 14.337 0 0 0 0 0 0 0 0 3 18 979 
10 96 500 800 116.22 0.9981 0.00022662 17.197 0.9958 0.0015639 17.379 0 0 0 0 0 0 0 0 2 15 983 
10 96 500 1000 116.22 0.9981 0.00022662 20.054 0.996 0.0015455 20.253 0 0 0 0 0 0 0 0 2 15 983 
10 96 500 1200 116.22 0.9983 0.00020732 22.895 0.9961 0.0015363 23.012 0 0 0 0 0 0 0 0 2 13 985 
10 96 500 1500 116.22 0.9987 0.00016848 27.084 0.9965 0.0014792 27.246 0 0 0 0 0 0 0 0 2 9 989 
10 96 500 2000 116.22 0.9989 0.00014894 34.312 0.997 0.0014324 34.477 0 0 0 0 0 0 0 0 2 7 991 
