k m efc search build_time recall var_recall query_time val_recall val_var_recall val_query_time
10 4 100 10 0.109291 0.552 0.12164 0.022415 0.5661 0.12122 0.021383
10 4 100 20 0.10929 0.7936 0.083442 0.031976 0.8078 0.076616 0.031231
10 4 100 40 0.10929 0.9221 0.03864 0.050588 0.9272 0.032112 0.050286
10 4 100 60 0.10929 0.9482 0.027384 0.067696 0.956 0.019924 0.066954
10 4 100 80 0.10929 0.9632 0.018204 0.08527 0.9672 0.014839 0.08377
10 4 100 100 0.10929 0.9682 0.014283 0.10295 0.9742 0.009664 0.10225
10 4 100 120 0.10929 0.9718 0.012077 0.12085 0.9763 0.0087571 0.11931
10 4 100 200 0.10929 0.9777 0.0094622 0.20103 0.982 0.0055816 0.20024
10 4 100 400 0.10929 0.9864 0.0046397 0.45427 0.9873 0.0033921 0.45157
10 4 100 600 0.10929 0.9895 0.0030228 0.78199 0.9905 0.0021219 0.77719
10 4 100 800 0.10929 0.9901 0.0027547 1.152 0.9912 0.0019245 1.1528
10 4 100 1000 0.10929 0.9916 0.0021316 1.6341 0.9925 0.0011749 1.6239
10 4 100 1200 0.10929 0.9934 0.0007572 2.1738 0.9928 0.0011293 2.2053
10 4 100 1500 0.10929 0.9937 0.00067098 3.0679 0.9929 0.0011007 3.0503
10 4 100 2000 0.10929 0.9937 0.00067098 4.9789 0.9931 0.0010234 5.1152
10 4 500 10 0.242953 0.5773 0.11517 0.021394 0.6001 0.11214 0.020661
10 4 500 20 0.24295 0.8014 0.081139 0.031981 0.8104 0.080773 0.030947
10 4 500 40 0.24295 0.913 0.046437 0.049259 0.9199 0.039113 0.05133
10 4 500 60 0.24295 0.941 0.034233 0.07419 0.9526 0.024578 0.070044
10 4 500 80 0.24295 0.9554 0.025677 0.084478 0.9647 0.017441 0.085742
10 4 500 100 0.24295 0.9627 0.020679 0.10213 0.9708 0.014262 0.10072
10 4 500 120 0.24295 0.9671 0.018046 0.12007 0.9764 0.010393 0.12034
10 4 500 200 0.24295 0.9776 0.011049 0.20075 0.9847 0.0053613 0.19685
10 4 500 400 0.24295 0.9858 0.0054638 0.45569 0.9883 0.0034966 0.43957
10 4 500 600 0.24295 0.9907 0.0024059 0.75909 0.9917 0.0017028 0.75721
10 4 500 800 0.24295 0.9926 0.0014066 1.2085 0.9935 0.00070846 1.1953
10 4 500 1000 0.24295 0.9942 0.00068705 1.635 0.9943 0.00057809 1.6063
10 4 500 1200 0.24295 0.9953 0.00044836 2.2249 0.9948 0.00053349 2.1997
10 4 500 1500 0.24295 0.9959 0.00039358 3.1185 0.995 0.00051552 3.2169
10 4 500 2000 0.24295 0.9963 0.00035667 5.2791 0.9958 0.00042278 5.2389
10 8 100 10 0.123218 0.768 0.089285 0.029439 0.7717 0.084293 0.028763
10 8 100 20 0.12322 0.9082 0.043957 0.042948 0.9138 0.037587 0.04219
10 8 100 40 0.12322 0.9708 0.014962 0.066432 0.9785 0.0077755 0.066089
10 8 100 60 0.12322 0.9843 0.0066301 0.088711 0.9875 0.0053391 0.087202
10 8 100 80 0.12322 0.9928 0.0022304 0.11032 0.992 0.0028989 0.10911
10 8 100 100 0.12322 0.9939 0.0018546 0.13063 0.9944 0.0014301 0.13022
10 8 100 120 0.12322 0.9949 0.0016456 0.15222 0.9954 0.0012 0.14917
10 8 100 200 0.12322 0.9961 0.001176 0.23902 0.9964 0.00056761 0.23602
10 8 100 400 0.12322 0.9964 0.0011282 0.5283 0.9974 0.00033357 0.55185
10 8 100 600 0.12322 0.9976 0.00037461 0.84734 0.9978 0.00025542 0.77912
10 8 100 800 0.12322 0.9981 0.00018658 1.2009 0.9983 0.00016728 1.244
10 8 100 1000 0.12322 0.9982 0.00017694 1.775 0.9983 0.00016728 1.7127
10 8 100 1200 0.12322 0.9982 0.00017694 2.2713 0.9983 0.00016728 2.3921
10 8 100 1500 0.12322 0.9982 0.00017694 3.4483 0.9983 0.00016728 3.4027
10 8 100 2000 0.12322 0.9982 0.00017694 5.7487 0.9984 0.0001576 5.6637
10 8 500 10 0.266877 0.8078 0.06038 0.030753 0.8129 0.055079 0.029725
10 8 500 20 0.26688 0.9501 0.017097 0.044926 0.9479 0.015491 0.044356
10 8 500 40 0.26688 0.986 0.0062102 0.07105 0.9862 0.0050947 0.070482
