k n_trees depth sparsity v build_time recall var_recall query_time cs_size val_recall val_var_recall val_query_time
10 1 6 0.036 1 0.0517783 0.3648 0.069871 0.036228 156.15 0.3693 0.070698 0.026496
10 1 7 0.036 1 0.0371716 0.2166 0.036641 0.016515 78.145 0.2211 0.036501 0.014409
10 1 8 0.036 1 0.0395752 0.2109 0.043154 0.010647 39.094 0.1977 0.038703 0.0087581
10 1 9 0.036 1 0.0657834 0.1818 0.029058 0.0094964 19.532 0.1845 0.028398 0.0073508
10 1 10 0.036 1 0.0828366 0.0784 0.010184 0.007047 9.827 0.0847 0.011267 0.0058086
10 1 11 0.036 1 0.0649967 0.0474 0.0046179 0.0051493 4.935 0.0486 0.004923 0.0034553
10 1 12 0.036 1 0.070154 0.0422 0.0036228 0.0048974 2.474 0.0505 0.0040238 0.0033089
10 5 6 0.036 1 0.0569232 0.8345 0.032132 0.095416 591.05 0.8323 0.03284 0.084765
10 5 6 0.036 2 0.056923 0.5214 0.066048 0.029674 148.91 0.5218 0.06483 0.028163
10 5 6 0.036 3 0.056923 0.2358 0.039137 0.01207 35.145 0.2316 0.041523 0.010629
10 5 6 0.036 4 0.056923 0.0609 0.0098911 0.0063525 5.52 0.0637 0.010923 0.005488
10 5 6 0.036 5 0.056923 0.0077 0.00091162 0.0044928 0.412 0.0104 0.0014133 0.0040487
10 5 7 0.036 1 0.0733897 0.7985 0.034763 0.053868 310.98 0.7947 0.037479 0.046747
10 5 7 0.036 2 0.07339 0.469 0.069048 0.016356 63.117 0.4733 0.07323 0.015179
10 5 7 0.036 3 0.07339 0.1968 0.042973 0.007724 13.76 0.2086 0.045552 0.0067212
10 5 7 0.036 4 0.07339 0.0583 0.011322 0.0048675 2.451 0.0623 0.012401 0.0043635
10 5 7 0.036 5 0.07339 0.0089 0.00089168 0.0039088 0.224 0.0103 0.0011451 0.0035777
10 5 8 0.036 1 0.0700846 0.6177 0.061999 0.032131 165.28 0.6211 0.060265 0.029505
10 5 8 0.036 2 0.070085 0.2924 0.053616 0.01033 25.094 0.2949 0.051475 0.0089402
10 5 8 0.036 3 0.070085 0.0988 0.017836 0.0059796 4.271 0.1009 0.017847 0.0051587
10 5 8 0.036 4 0.070085 0.0205 0.0027525 0.0044986 0.552 0.023 0.0031141 0.0038605
10 5 8 0.036 5 0.070085 0.0014 0.00013818 0.0040451 0.033 0.002 0.0001962 0.00368
