k n_trees depth sparsity v build_time recall var_recall query_time cs_size val_recall val_var_recall val_query_time
10 1 6 0.036 1 0.0136774 0.4117 0.079332 0.040215 156.05 0.4128 0.081798 0.031824
10 1 7 0.036 1 0.0113387 0.2303 0.023195 0.016234 78.049 0.2468 0.023273 0.014193
10 1 8 0.036 1 0.0214614 0.1607 0.030356 0.016154 39.051 0.1732 0.032174 0.013168
10 1 9 0.036 1 0.0279855 0.0771 0.0087944 0.011769 19.328 0.0762 0.0082818 0.0090769
10 1 10 0.036 1 0.029034 0.0646 0.0059128 0.0065524 9.703 0.0641 0.0055668 0.0050391
10 1 11 0.036 1 0.0353465 0.0665 0.007275 0.0055883 4.916 0.0707 0.0070385 0.0043988
10 1 12 0.036 1 0.0500934 0.0319 0.0029353 0.0057207 2.397 0.0258 0.0021966 0.0043603
10 5 6 0.036 1 0.0128857 0.712 0.051007 0.09613 619.43 0.7273 0.045951 0.088453
10 5 6 0.036 2 0.012886 0.3732 0.043705 0.026252 131.75 0.381 0.045344 0.024176
10 5 6 0.036 3 0.012886 0.1562 0.021883 0.008531 25.925 0.1576 0.022425 0.007715
10 5 6 0.036 4 0.012886 0.0412 0.0045871 0.0042404 3.593 0.0458 0.0053077 0.0037478
10 5 6 0.036 5 0.012886 0.0097 0.00095687 0.0033048 0.241 0.0105 0.0010608 0.0028418
10 5 7 0.036 1 0.0218356 0.6673 0.057038 0.066476 334.16 0.6686 0.058693 0.047933
10 5 7 0.036 2 0.021836 0.3323 0.059206 0.012086 47.75 0.3453 0.063982 0.010883
10 5 7 0.036 3 0.021836 0.1149 0.018567 0.004934 7.344 0.121 0.020239 0.0040519
10 5 7 0.036 4 0.021836 0.0258 0.0035379 0.003182 0.987 0.0294 0.0041798 0.0026605
10 5 7 0.036 5 0.021836 0.0031 0.00030069 0.0025821 0.099 0.0043 0.00041192 0.0023337
10 5 8 0.036 1 0.0243365 0.5289 0.056291 0.039568 173.22 0.5321 0.053693 0.028304
10 5 8 0.036 2 0.024336 0.1927 0.030667 0.006939 19.183 0.1887 0.026729 0.0059901
10 5 8 0.036 3 0.024336 0.0496 0.0063862 0.0036223 2.392 0.0458 0.005648 0.0028204
10 5 8 0.036 4 0.024336 0.0083 0.00098209 0.0025471 0.302 0.0058 0.00066703 0.0021141
10 5 8 0.036 5 0.024336 0.0003 2.994e-05 0.0024197 0.022 0.0004 3.988e-05 0.0019289
10 5 9 0.036 1 0.0364113 0.3864 0.041016 0.024028 89.461 0.3979 0.04483 0.017096
10 5 9 0.036 2 0.036411 0.1078 0.013393 0.0046957 7.308 0.1056 0.014343 0.0038127
10 5 9 0.036 3 0.036411 0.0194 0.0020657 0.0027913 0.605 0.0187 0.0018822 0.002245
10 5 9 0.036 4 0.036411 0.0013 0.00012844 0.0021997 0.032 0.0009 8.9279e-05 0.0018978
10 5 9 0.036 5 0.036411 0 0 0.0021483 0.001 0 0 0.0019028
10 5 10 0.036 1 0.0412897 0.2983 0.040968 0.012302 45.531 0.3004 0.038418 0.0099769
10 5 10 0.036 2 0.04129 0.074 0.010735 0.0037016 2.772 0.0752 0.010395 0.0030307
