k probes k_factor build_time recall var_recall query_time val_recall val_var_recall val_query_time
10 4 2 3.467 0.633 0.034445 0.097531 0.6221 0.034917 0.096476
10 4 3 3.467 0.7203 0.034492 0.099916 0.7085 0.034132 0.09943
10 4 4 3.467 0.7678 0.032356 0.10488 0.7557 0.033861 0.10116
10 4 5 3.467 0.7932 0.030404 0.10473 0.7814 0.032687 0.10351
10 4 8 3.467 0.819 0.028588 0.11099 0.8082 0.031384 0.10938
10 4 10 3.467 0.8226 0.028257 0.11383 0.8106 0.031319 0.11467
10 4 12 3.467 0.8231 0.028265 0.11581 0.811 0.03131 0.11619
10 4 20 3.467 0.8231 0.028265 0.11927 0.8111 0.031338 0.11861
10 4 25 3.467 0.8231 0.028265 0.12147 0.8111 0.031338 0.12087
10 4 50 3.467 0.8231 0.028265 0.12911 0.8111 0.031338 0.1284
10 4 75 3.467 0.8231 0.028265 0.13345 0.8111 0.031338 0.13274
10 4 100 3.467 0.8231 0.028265 0.14053 0.8111 0.031338 0.14209
10 4 250 3.467 0.8231 0.028265 0.17308 0.8111 0.031338 0.17174
10 4 500 3.467 0.8231 0.028265 0.22747 0.8111 0.031338 0.22622
10 8 1 3.467 0.4653 0.029395 0.096667 0.4595 0.028478 0.095891
10 8 2 3.467 0.6582 0.030143 0.099231 0.6493 0.031011 0.098536
10 8 3 3.467 0.76 0.026627 0.1019 0.7527 0.027841 0.10106
10 8 4 3.467 0.8237 0.02195 0.10434 0.8188 0.02351 0.10348
10 8 5 3.467 0.8584 0.018128 0.10676 0.8584 0.019609 0.10602
10 8 8 3.467 0.911 0.012071 0.11375 0.9089 0.014385 0.11304
10 8 10 3.467 0.9235 0.010148 0.11834 0.9223 0.012545 0.11768
10 8 12 3.467 0.9293 0.0093809 0.12292 0.9272 0.011952 0.12223
10 8 20 3.467 0.9326 0.0091063 0.13784 0.9311 0.011334 0.13715
10 8 25 3.467 0.9326 0.0091063 0.14274 0.9311 0.011334 0.14227
10 8 50 3.467 0.9326 0.0091063 0.15433 0.9311 0.011334 0.1539
10 8 75 3.467 0.9326 0.0091063 0.15989 0.9311 0.011334 0.15794
10 8 100 3.467 0.9326 0.0091063 0.16899 0.9311 0.011334 0.16866
10 8 250 3.467 0.9326 0.0091063 0.20431 0.9311 0.011334 0.20395
10 8 500 3.467 0.9326 0.0091063 0.26411 0.9311 0.011334 0.26348
10 16 1 3.467 0.467 0.0293 0.10131 0.4606 0.028356 0.10048
10 16 2 3.467 0.6618 0.030251 0.10383 0.6544 0.030171 0.10303
10 16 3 3.467 0.7689 0.025648 0.10663 0.7612 0.026621 0.1058
10 16 4 3.467 0.8354 0.020467 0.1091 0.8344 0.020497 0.10825
10 16 5 3.467 0.8763 0.016565 0.11164 0.8791 0.015969 0.11075
10 16 8 3.467 0.9439 0.0073501 0.12124 0.9441 0.007813 0.11967
10 16 10 3.467 0.9601 0.0051832 0.12458 0.9621 0.0057794 0.12318
10 16 12 3.467 0.9712 0.0031537 0.12875 0.9721 0.0040356 0.12802
10 16 20 3.467 0.9811 0.0021349 0.14735 0.9831 0.0026671 0.14648
10 16 25 3.467 0.9823 0.0019587 0.15843 0.984 0.0025065 0.15768
10 16 50 3.467 0.9829 0.0018194 0.19969 0.9844 0.002399 0.19915
10 16 75 3.467 0.9829 0.0018194 0.20933 0.9844 0.002399 0.20876
10 16 100 3.467 0.9829 0.0018194 0.22199 0.9844 0.002399 0.22103
10 16 250 3.467 0.9829 0.0018194 0.2645 0.9844 0.002399 0.26346
10 16 500 3.467 0.9829 0.0018194 0.33133 0.9844 0.002399 0.33153
10 32 1 3.467 0.4669 0.029324 0.10985 0.4612 0.028063 0.10903
10 32 2 3.467 0.662 0.030246 0.11276 0.6551 0.029844 0.11175
10 32 3 3.467 0.7693 0.025453 0.11523 0.7624 0.026353 0.11436
10 32 4 3.467 0.8371 0.020454 0.11744 0.8366 0.020101 0.11664
10 32 5 3.467 0.8786 0.016619 0.12008 0.8827 0.015546 0.11945
10 32 8 3.467 0.9506 0.0069666 0.12717 0.9502 0.0068668 0.12655
10 32 10 3.467 0.9698 0.0043323 0.13263 0.9699 0.0044484 0.13225
10 32 12 3.467 0.9824 0.0022525 0.13788 0.9812 0.0026892 0.13668
10 32 20 3.467 0.9953 0.00054846 0.15655 0.9952 0.00065762 0.15579
10 32 25 3.467 0.9968 0.00039015 0.16887 0.9971 0.00042201 0.16799
10 32 50 3.467 0.998 0.00021622 0.22785 0.998 0.0002963 0.22657
10 32 75 3.467 0.9981 0.0002066 0.28045 0.998 0.0002963 0.27984
10 32 100 3.467 0.9981 0.0002066 0.31665 0.998 0.0002963 0.31663
10 32 250 3.467 0.9981 0.0002066 0.37608 0.998 0.0002963 0.37386
10 32 500 3.467 0.9981 0.0002066 0.45512 0.998 0.0002963 0.45496
10 64 1 3.467 0.4669 0.029324 0.12743 0.4613 0.02806 0.12588
10 64 2 3.467 0.6622 0.030161 0.1294 0.6554 0.029761 0.13068
10 64 3 3.467 0.7696 0.025461 0.13235 0.7628 0.026242 0.1316
10 64 4 3.467 0.8376 0.020327 0.13431 0.8371 0.019974 0.13688
10 64 5 3.467 0.8793 0.016598 0.13724 0.8833 0.015306 0.13629
10 64 8 3.467 0.9512 0.0069655 0.14473 0.9506 0.0066663 0.14366
10 64 10 3.467 0.9706 0.0042399 0.14957 0.9705 0.0041839 0.14869
10 64 12 3.467 0.9832 0.0021399 0.15415 0.9818 0.0024512 0.1537
10 64 20 3.467 0.9968 0.00033009 0.17629 0.9963 0.00043675 0.1729
10 64 25 3.467 0.9984 0.00017762 0.18571 0.9983 0.00022734 0.18513
10 64 50 3.467 0.9995 4.98e-05 0.24603 0.9995 6.982e-05 0.24516
10 64 75 3.467 0.9997 2.994e-05 0.30496 0.9996 3.988e-05 0.30391
10 64 100 3.467 0.9997 2.994e-05 0.36699 0.9996 3.988e-05 0.3661
10 64 250 3.467 0.9997 2.994e-05 0.59834 0.9996 3.988e-05 0.60007
10 64 500 3.467 0.9997 2.994e-05 0.69707 0.9996 3.988e-05 0.69776
10 128 1 3.467 0.4669 0.029324 0.16412 0.4614 0.027998 0.16267
10 128 2 3.467 0.6622 0.030161 0.15968 0.6554 0.029681 0.15901
10 128 3 3.467 0.7696 0.025461 0.16261 0.763 0.026057 0.16147
10 128 4 3.467 0.8376 0.020327 0.16493 0.8373 0.019859 0.16381
10 128 5 3.467 0.8792 0.016604 0.16729 0.8836 0.015206 0.16637
10 128 8 3.467 0.9513 0.0069653 0.17462 0.9508 0.006606 0.17388
10 128 10 3.467 0.9708 0.0042316 0.17989 0.9708 0.0041115 0.17909
10 128 12 3.467 0.9834 0.0021266 0.18533 0.9821 0.002372 0.18437
10 128 20 3.467 0.997 0.00031131 0.20436 0.9966 0.00038883 0.20358
10 128 25 3.467 0.9986 0.0001582 0.21654 0.9986 0.00017822 0.21551
10 128 50 3.467 0.9998 1.998e-05 0.27684 0.9999 1e-05 0.27595
10 128 75 3.467 1 0 0.33611 1 0 0.33482
10 128 100 3.467 1 0 0.39922 1 0 0.39821
10 128 250 3.467 1 0 0.76745 1 0 0.76739
10 128 500 3.467 1 0 1.095 1 0 1.096
10 256 1 3.467 0.4669 0.029324 0.21441 0.4614 0.027998 0.21269
10 256 2 3.467 0.6622 0.030161 0.21508 0.6554 0.029681 0.21422
10 256 3 3.467 0.7696 0.025461 0.21753 0.763 0.026057 0.21682
10 256 4 3.467 0.8376 0.020327 0.22055 0.8373 0.019859 0.21936
10 256 5 3.467 0.8792 0.016604 0.22255 0.8836 0.015206 0.2216
10 256 8 3.467 0.9513 0.0069653 0.23007 0.9508 0.006606 0.22923
10 256 10 3.467 0.9708 0.0042316 0.23497 0.9708 0.0041115 0.2377
10 256 12 3.467 0.9834 0.0021266 0.23995 0.9821 0.002372 0.2395
10 256 20 3.467 0.997 0.00031131 0.2594 0.9966 0.00038883 0.25852
10 256 25 3.467 0.9986 0.0001582 0.27245 0.9986 0.00017822 0.27154
10 256 50 3.467 0.9998 1.998e-05 0.33248 0.9999 1e-05 0.3322
10 256 75 3.467 1 0 0.39162 1 0 0.39101
10 256 100 3.467 1 0 0.45486 1 0 0.45515
10 256 250 3.467 1 0 0.82677 1 0 0.82566
10 256 500 3.467 1 0 1.4798 1 0 1.4768
10 512 1 3.467 0.4669 0.029324 0.27599 0.4614 0.027998 0.2751
10 512 2 3.467 0.6622 0.030161 0.27897 0.6554 0.029681 0.27797
10 512 3 3.467 0.7696 0.025461 0.28161 0.763 0.026057 0.28062
10 512 4 3.467 0.8376 0.020327 0.28327 0.8373 0.019859 0.28304
10 512 5 3.467 0.8792 0.016604 0.28621 0.8836 0.015206 0.28548
10 512 8 3.467 0.9513 0.0069653 0.306 0.9508 0.006606 0.29295
10 512 10 3.467 0.9708 0.0042316 0.29881 0.9708 0.0041115 0.29719
10 512 12 3.467 0.9834 0.0021266 0.30289 0.9821 0.002372 0.30285
10 512 20 3.467 0.997 0.00031131 0.32304 0.9966 0.00038883 0.32229
10 512 25 3.467 0.9986 0.0001582 0.33544 0.9986 0.00017822 0.33443
10 512 50 3.467 0.9998 1.998e-05 0.39557 0.9999 1e-05 0.39394
10 512 75 3.467 1 0 0.45415 1 0 0.45372
10 512 100 3.467 1 0 0.5188 1 0 0.51769
10 512 250 3.467 1 0 0.89099 1 0 0.88876
10 512 500 3.467 1 0 1.551 1 0 1.5463
10 1024 1 3.467 0.4669 0.029324 0.29836 0.4614 0.027998 0.29723
10 1024 2 3.467 0.6622 0.030161 0.30033 0.6554 0.029681 0.30243
10 1024 3 3.467 0.7696 0.025461 0.30356 0.763 0.026057 0.30317
10 1024 4 3.467 0.8376 0.020327 0.3057 0.8373 0.019859 0.30452
10 1024 5 3.467 0.8792 0.016604 0.30828 0.8836 0.015206 0.30917
10 1024 8 3.467 0.9513 0.0069653 0.31608 0.9508 0.006606 0.31608
10 1024 10 3.467 0.9708 0.0042316 0.3207 0.9708 0.0041115 0.31969
10 1024 12 3.467 0.9834 0.0021266 0.32561 0.9821 0.002372 0.32486
10 1024 20 3.467 0.997 0.00031131 0.34535 0.9966 0.00038883 0.34396
10 1024 25 3.467 0.9986 0.0001582 0.35689 0.9986 0.00017822 0.3565
10 1024 50 3.467 0.9998 1.998e-05 0.41743 0.9999 1e-05 0.41636
10 1024 75 3.467 1 0 0.47856 1 0 0.47687
10 1024 100 3.467 1 0 0.5416 1 0 0.53998
10 1024 250 3.467 1 0 0.91451 1 0 0.91379
10 1024 500 3.467 1 0 1.5752 1 0 1.567
10 2048 1 3.467 0.4669 0.029324 0.33124 0.4614 0.027998 0.33165
10 2048 2 3.467 0.6622 0.030161 0.33381 0.6554 0.029681 0.33289
10 2048 3 3.467 0.7696 0.025461 0.33749 0.763 0.026057 0.33532
10 2048 4 3.467 0.8376 0.020327 0.33884 0.8373 0.019859 0.33728
10 2048 5 3.467 0.8792 0.016604 0.34226 0.8836 0.015206 0.34133
10 2048 8 3.467 0.9513 0.0069653 0.34903 0.9508 0.006606 0.34796
10 2048 10 3.467 0.9708 0.0042316 0.35369 0.9708 0.0041115 0.35352
10 2048 12 3.467 0.9834 0.0021266 0.35959 0.9821 0.002372 0.36069
10 2048 20 3.467 0.997 0.00031131 0.37852 0.9966 0.00038883 0.37705
10 2048 25 3.467 0.9986 0.0001582 0.39028 0.9986 0.00017822 0.39325
10 2048 50 3.467 0.9998 1.998e-05 0.44988 0.9999 1e-05 0.44942
10 2048 75 3.467 1 0 0.50959 1 0 0.50816
10 2048 100 3.467 1 0 0.57204 1 0 0.57101
10 2048 250 3.467 1 0 0.94496 1 0 0.94298
10 2048 500 3.467 1 0 1.6033 1 0 1.5995
10 4096 1 3.467 0.4669 0.029324 0.38987 0.4614 0.027998 0.38901
10 4096 2 3.467 0.6622 0.030161 0.39489 0.6554 0.029681 0.39662
10 4096 3 3.467 0.7696 0.025461 0.40458 0.763 0.026057 0.39854
10 4096 4 3.467 0.8376 0.020327 0.39771 0.8373 0.019859 0.39584
10 4096 5 3.467 0.8792 0.016604 0.40003 0.8836 0.015206 0.40012
10 4096 8 3.467 0.9513 0.0069653 0.4089 0.9508 0.006606 0.40725
10 4096 10 3.467 0.9708 0.0042316 0.42224 0.9708 0.0041115 0.42217
10 4096 12 3.467 0.9834 0.0021266 0.43012 0.9821 0.002372 0.4171
10 4096 20 3.467 0.997 0.00031131 0.43728 0.9966 0.00038883 0.43767
10 4096 25 3.467 0.9986 0.0001582 0.44896 0.9986 0.00017822 0.45334
10 4096 50 3.467 0.9998 1.998e-05 0.50859 0.9999 1e-05 0.50766
10 4096 75 3.467 1 0 0.56887 1 0 0.56717
10 4096 100 3.467 1 0 0.63298 1 0 0.62922
10 4096 250 3.467 1 0 1.0022 1 0 0.99946
10 4096 500 3.467 1 0 1.6682 1 0 1.6621
10 8192 1 3.467 0.4669 0.029324 0.50483 0.4614 0.027998 0.50041
10 8192 2 3.467 0.6622 0.030161 0.50564 0.6554 0.029681 0.49991
10 8192 3 3.467 0.7696 0.025461 0.50993 0.763 0.026057 0.50988
10 8192 4 3.467 0.8376 0.020327 0.51347 0.8373 0.019859 0.50524
10 8192 5 3.467 0.8792 0.016604 0.51249 0.8836 0.015206 0.511
10 8192 8 3.467 0.9513 0.0069653 0.51266 0.9508 0.006606 0.51593
10 8192 10 3.467 0.9708 0.0042316 0.52087 0.9708 0.0041115 0.52416
10 8192 12 3.467 0.9834 0.0021266 0.53101 0.9821 0.002372 0.52895
10 8192 20 3.467 0.997 0.00031131 0.54462 0.9966 0.00038883 0.54518
10 8192 25 3.467 0.9986 0.0001582 0.55873 0.9986 0.00017822 0.5582
10 8192 50 3.467 0.9998 1.998e-05 0.62146 0.9999 1e-05 0.61859
10 8192 75 3.467 1 0 0.68021 1 0 0.67798
10 8192 100 3.467 1 0 0.73997 1 0 0.74432
10 8192 250 3.467 1 0 1.1112 1 0 1.1136
10 8192 500 3.467 1 0 1.7719 1 0 1.7712
