k n_trees depth sparsity v build_time recall var_recall query_time cs_size val_recall val_var_recall val_query_time
10 1 6 0.036 1 0.044603 0.2093 0.03698 0.032629 156.25 0.2056 0.035985 0.024423
10 1 7 0.036 1 0.0577263 0.2023 0.036201 0.023621 78.185 0.1865 0.033361 0.019613
10 1 8 0.036 1 0.0565076 0.1187 0.018158 0.01352 39.098 0.1182 0.017686 0.011173
10 1 9 0.036 1 0.0438824 0.0834 0.013218 0.0074136 19.511 0.082 0.012348 0.0057342
10 1 10 0.036 1 0.0776082 0.0611 0.0088456 0.0070255 9.843 0.0555 0.0079177 0.0057188
10 1 11 0.036 1 0.0549778 0.0443 0.0057533 0.0047059 4.917 0.0457 0.0060075 0.0036549
10 1 12 0.036 1 0.0668297 0.0245 0.0021519 0.0044641 2.44 0.02 0.0018418 0.0035423
10 5 6 0.036 1 0.0556023 0.6982 0.044001 0.11488 710.37 0.684 0.046851 0.10401
10 5 6 0.036 2 0.055602 0.308 0.043059 0.017841 64.755 0.2952 0.044562 0.016396
10 5 6 0.036 3 0.055602 0.0807 0.011689 0.0067399 5.819 0.0764 0.012295 0.0060083
10 5 6 0.036 4 0.055602 0.011 0.0012402 0.0046415 0.385 0.0117 0.0017148 0.004292
10 5 6 0.036 5 0.055602 0.0002 1.998e-05 0.0043847 0.008 0.0001 1e-05 0.0040337
10 5 7 0.036 1 0.0664623 0.5539 0.052938 0.062304 365.65 0.5536 0.050778 0.058438
10 5 7 0.036 2 0.066462 0.2037 0.034211 0.010532 23.342 0.2003 0.034885 0.0092777
10 5 7 0.036 3 0.066462 0.0536 0.0088559 0.0056318 1.909 0.055 0.0093043 0.0049722
10 5 7 0.036 4 0.066462 0.0131 0.0017401 0.0045322 0.201 0.0143 0.0018874 0.0041552
10 5 7 0.036 5 0.066462 0.0016 0.0001576 0.0043356 0.018 0.0013 0.00012844 0.0038809
10 5 8 0.036 1 0.0632509 0.4548 0.056914 0.043051 187.7 0.4383 0.055298 0.033985
10 5 8 0.036 2 0.063251 0.0976 0.013428 0.0074539 7.165 0.0861 0.011308 0.0065417
10 5 8 0.036 3 0.063251 0.0163 0.0020664 0.004856 0.372 0.0124 0.0016479 0.0042679
10 5 8 0.036 4 0.063251 0.0018 0.00017694 0.0043312 0.025 0.0011 0.0001089 0.0039321
10 5 8 0.036 5 0.063251 0 0 0.00435 0 0 0 0.0039816
10 5 9 0.036 1 0.081209 0.332 0.037634 0.027827 94.307 0.3271 0.036772 0.022187
10 5 9 0.036 2 0.081209 0.0726 0.011721 0.0065257 3.049 0.0696 0.011748 0.0057763
10 5 9 0.036 3 0.081209 0.0105 0.0018816 0.0049109 0.197 0.0108 0.0013047 0.0044019
10 5 9 0.036 4 0.081209 0.0011 0.0001089 0.0047235 0.013 0.0008 7.9439e-05 0.0041399
10 5 9 0.036 5 0.081209 0 0 0.0046201 0 0.0003 2.994e-05 0.0042013
10 5 10 0.036 1 0.0828516 0.2462 0.027353 0.016313 47.759 0.2349 0.025738 0.014446
10 5 10 0.036 2 0.082852 0.0311 0.0035463 0.0064833 1.118 0.0307 0.0030506 0.0056985
10 5 10 0.036 3 0.082852 0.0037 0.00037669 0.0051416 0.054 0.0024 0.00025449 0.0046911
10 5 10 0.036 4 0.082852 0.0001 1e-05 0.0050713 0.002 0 0 0.0046076
10 5 10 0.036 5 0.082852 0 0 0.0050573 0 0 0 0.0045942
10 5 11 0.036 1 0.0995196 0.1598 0.017421 0.012101 24.006 0.1574 0.015941 0.010484
10 5 11 0.036 2 0.09952 0.0177 0.0018385 0.0061021 0.397 0.019 0.0018609 0.0052753
10 5 11 0.036 3 0.09952 0.0018 0.00017694 0.0052805 0.019 0.0026 0.00025349 0.0047347
10 5 11 0.036 4 0.09952 0.0004 3.988e-05 0.0052615 0.004 0.0003 2.994e-05 0.0047432
10 5 11 0.036 5 0.09952 0 0 0.0052488 0 0 0 0.0047877
10 5 12 0.036 1 0.106526 0.1093 0.010995 0.010876 12.046 0.1054 0.010541 0.0092818
10 5 12 0.036 2 0.10653 0.0059 0.00059579 0.0062746 0.129 0.0069 0.00066305 0.0054193
