k m efc search build_time recall var_recall query_time val_recall val_var_recall val_query_time
10 4 100 10 0.123155 0.654 0.086611 0.021452 0.6377 0.092041 0.020716
10 4 100 20 0.12316 0.8566 0.042879 0.031029 0.8332 0.05189 0.030284
10 4 100 40 0.12316 0.9471 0.017729 0.050438 0.9377 0.02121 0.050163
10 4 100 60 0.12316 0.9701 0.0092853 0.069514 0.967 0.012283 0.068855
10 4 100 80 0.12316 0.9798 0.0044564 0.089192 0.9814 0.0057198 0.088438
10 4 100 100 0.12316 0.9848 0.0027918 0.10826 0.9866 0.0037442 0.10798
10 4 100 120 0.12316 0.9877 0.002321 0.12903 0.9904 0.0023702 0.1288
10 4 100 200 0.12316 0.9938 0.0007423 0.21703 0.9942 0.0010074 0.21524
10 4 100 400 0.12316 0.9976 0.00029453 0.48752 0.9971 0.00048207 0.48476
10 4 100 600 0.12316 0.9987 0.00012844 0.83334 0.9983 0.00022734 0.84692
10 4 100 800 0.12316 0.9991 8.9279e-05 1.2475 0.9988 0.0001387 1.2689
10 4 100 1000 0.12316 0.9991 8.9279e-05 1.7709 0.9991 0.0001093 1.7859
10 4 100 1200 0.12316 0.9995 4.98e-05 2.3841 0.9994 7.972e-05 2.3849
10 4 100 1500 0.12316 0.9996 3.988e-05 3.5166 0.9995 6.982e-05 3.5141
10 4 100 2000 0.12316 0.9997 2.994e-05 5.7887 0.9995 6.982e-05 5.881
10 4 500 10 0.256652 0.6622 0.084476 0.021257 0.6533 0.088157 0.020527
10 4 500 20 0.25665 0.8638 0.038148 0.031353 0.847 0.044415 0.030952
10 4 500 40 0.25665 0.9573 0.010597 0.051412 0.9483 0.014812 0.051039
10 4 500 60 0.25665 0.9781 0.0039143 0.071333 0.9766 0.0060185 0.070186
10 4 500 80 0.25665 0.9862 0.0023319 0.090264 0.9858 0.0038222 0.089681
10 4 500 100 0.25665 0.9904 0.0015093 0.15713 0.9914 0.0013073 0.10979
10 4 500 120 0.25665 0.9929 0.0012208 0.13351 0.9944 0.00066931 0.13225
10 4 500 200 0.25665 0.9971 0.00032191 0.22424 0.9974 0.00031355 0.22393
10 4 500 400 0.25665 0.9995 4.98e-05 0.49447 0.9996 3.988e-05 0.50208
10 4 500 600 0.25665 0.9998 1.998e-05 0.90092 0.9996 3.988e-05 0.85711
10 4 500 800 0.25665 0.9999 1e-05 1.293 0.9998 1.998e-05 1.3883
10 4 500 1000 0.25665 0.9999 1e-05 1.8048 0.9998 1.998e-05 1.8267
10 4 500 1200 0.25665 1 0 2.4961 0.9998 1.998e-05 2.4694
10 4 500 1500 0.25665 1 0 3.6285 0.9998 1.998e-05 3.5645
10 4 500 2000 0.25665 1 0 5.9226 0.9998 1.998e-05 5.9469
10 8 100 10 0.140231 0.8248 0.038944 0.029145 0.814 0.04555 0.028063
10 8 100 20 0.14023 0.9468 0.011441 0.043712 0.94 0.015295 0.043397
10 8 100 40 0.14023 0.9878 0.0017529 0.070554 0.9835 0.0035213 0.069792
10 8 100 60 0.14023 0.9951 0.00062662 0.097166 0.9943 0.00079831 0.096492
10 8 100 80 0.14023 0.9975 0.00032407 0.12232 0.9977 0.00024495 0.12161
10 8 100 100 0.14023 0.9982 0.00019696 0.14852 0.9985 0.0001479 0.14822
10 8 100 120 0.14023 0.9988 0.0001387 0.17365 0.999 9.9099e-05 0.17048
10 8 100 200 0.14023 0.9996 3.988e-05 0.27794 0.9999 1e-05 0.27771
10 8 100 400 0.14023 1 0 0.58615 1 0 0.58815
10 8 100 600 0.14023 1 0 0.97971 1 0 0.96473
10 8 100 800 0.14023 1 0 1.4488 1 0 1.4396
10 8 100 1000 0.14023 1 0 2.0311 1 0 2.0146
10 8 100 1200 0.14023 1 0 2.6675 1 0 2.6622
10 8 100 1500 0.14023 1 0 3.8745 1 0 3.9267
10 8 100 2000 0.14023 1 0 6.3977 1 0 6.3754
10 8 500 10 0.322474 0.8232 0.033996 0.031956 0.8178 0.036059 0.030376
10 8 500 20 0.32247 0.9466 0.0091576 0.048151 0.9473 0.0095623 0.047626
10 8 500 40 0.32247 0.9874 0.0016629 0.080609 0.9884 0.001527 0.079621
10 8 500 60 0.32247 0.9951 0.0006066 0.11003 0.9956 0.00054118 0.10855
10 8 500 80 0.32247 0.9982 0.00019696 0.13801 0.9981 0.0002066 0.13783
10 8 500 100 0.32247 0.999 9.9099e-05 0.16521 0.9988 0.0001387 0.16456
