k n_trees search_k build_time recall var_recall query_time val_recall val_var_recall val_query_time
10 1 25 0.0505159 0.5959 0.084618 0.13642 0.598 0.084501 0.10578
10 1 50 0.050516 0.5959 0.084618 0.10665 0.598 0.084501 0.1069
10 1 100 0.050516 0.5959 0.084618 0.10919 0.598 0.084501 0.10952
10 1 200 0.050516 0.5959 0.084618 0.10847 0.598 0.084501 0.10738
10 1 400 0.050516 0.599 0.082902 0.11492 0.6038 0.082888 0.10973
10 1 1000 0.050516 0.8243 0.049289 0.23973 0.8262 0.050004 0.24298
10 1 2000 0.050516 0.9167 0.019751 0.4818 0.9188 0.018885 0.46925
10 1 4000 0.050516 0.9883 0.0020952 0.89428 0.988 0.0020981 0.97371
10 1 10000 0.050516 1 0 2.2352 1 0 2.216
10 1 20000 0.050516 1 0 2.1747 1 0 2.1812
10 1 40000 0.050516 1 0 2.1654 1 0 2.1748
10 1 100000 0.050516 1 0 2.1754 1 0 2.1727
10 1 200000 0.050516 1 0 2.1609 1 0 2.1634
10 1 400000 0.050516 1 0 2.1907 1 0 2.1602
10 5 25 0.0715644 0.718 0.062779 0.10875 0.6988 0.070929 0.11019
10 5 50 0.071564 0.718 0.062779 0.10914 0.6988 0.070929 0.10946
10 5 100 0.071564 0.718 0.062779 0.11219 0.6988 0.070929 0.10978
10 5 200 0.071564 0.718 0.062779 0.10962 0.6988 0.070929 0.10925
10 5 400 0.071564 0.7213 0.061738 0.11084 0.7022 0.069705 0.11069
10 5 1000 0.071564 0.8638 0.036126 0.22072 0.8606 0.039908 0.22348
10 5 2000 0.071564 0.9352 0.017538 0.34558 0.9355 0.019249 0.34567
10 5 4000 0.071564 0.9851 0.0036717 0.58975 0.9845 0.0036734 0.59364
10 5 10000 0.071564 0.9989 0.00016896 1.3091 0.9991 0.00014934 1.3006
10 5 20000 0.071564 1 0 2.3364 1 0 2.3546
10 5 40000 0.071564 1 0 3.4242 1 0 3.4224
10 5 100000 0.071564 1 0 3.8388 1 0 3.8116
10 5 200000 0.071564 1 0 3.839 1 0 3.8399
10 5 400000 0.071564 1 0 3.8187 1 0 3.798
10 10 25 0.125947 0.7515 0.06248 0.11614 0.7398 0.06432 0.11596
10 10 50 0.12595 0.7515 0.06248 0.1149 0.7398 0.06432 0.11535
10 10 100 0.12595 0.7515 0.06248 0.11698 0.7398 0.06432 0.11636
10 10 200 0.12595 0.7515 0.06248 0.11564 0.7398 0.06432 0.11497
10 10 400 0.12595 0.7585 0.058446 0.11734 0.7432 0.062977 0.11576
10 10 1000 0.12595 0.8891 0.029781 0.2223 0.8811 0.034307 0.22211
10 10 2000 0.12595 0.9424 0.014717 0.35044 0.9418 0.016629 0.34455
10 10 4000 0.12595 0.9752 0.0051101 0.54636 0.9767 0.004932 0.54097
10 10 10000 0.12595 0.9979 0.00034594 1.1176 0.998 0.00051652 1.122
10 10 20000 0.12595 0.9999 1e-05 1.9571 0.9999 1e-05 1.9453
10 10 40000 0.12595 1 0 3.4592 1 0 3.3537
10 10 100000 0.12595 1 0 6.0416 1 0 6.0256
10 10 200000 0.12595 1 0 6.0634 1 0 6.2617
10 10 400000 0.12595 1 0 6.0517 1 0 6.1762
10 25 25 0.335279 0.8098 0.047552 0.1239 0.8035 0.043902 0.1231
10 25 50 0.33528 0.8098 0.047552 0.12331 0.8035 0.043902 0.12222
10 25 100 0.33528 0.8098 0.047552 0.12269 0.8035 0.043902 0.12192
10 25 200 0.33528 0.8098 0.047552 0.122 0.8035 0.043902 0.12113
10 25 400 0.33528 0.8142 0.045784 0.12549 0.8065 0.04265 0.12429
10 25 1000 0.33528 0.9251 0.022543 0.23505 0.9235 0.019758 0.23791
10 25 2000 0.33528 0.9684 0.0089104 0.36357 0.9689 0.0086915 0.3611
10 25 4000 0.33528 0.9883 0.002856 0.55682 0.9904 0.0022101 0.55445
10 25 10000 0.33528 0.9968 0.00053029 1.0413 0.9977 0.00044516 1.0381
10 25 20000 0.33528 0.9995 0.00010986 1.7492 0.9997 2.994e-05 1.7141
10 25 40000 0.33528 1 0 2.9638 1 0 2.9695
10 25 100000 0.33528 1 0 5.8912 1 0 5.9306
10 25 200000 0.33528 1 0 10.413 1 0 10.329
10 25 400000 0.33528 1 0 12.958 1 0 12.596
10 50 25 0.587396 0.8548 0.039777 0.1396 0.8466 0.038987 0.13892
10 50 50 0.5874 0.8548 0.039777 0.13951 0.8466 0.038987 0.13883
10 50 100 0.5874 0.8548 0.039777 0.14068 0.8466 0.038987 0.13848
10 50 200 0.5874 0.8548 0.039777 0.13856 0.8466 0.038987 0.13712
10 50 400 0.5874 0.8587 0.038463 0.14181 0.85 0.038258 0.14277
10 50 1000 0.5874 0.9405 0.016726 0.24236 0.9405 0.016947 0.23993
10 50 2000 0.5874 0.9745 0.007287 0.35732 0.9754 0.0077826 0.35319
10 50 4000 0.5874 0.9894 0.0027104 0.53715 0.9903 0.0026786 0.544
10 50 10000 0.5874 0.9984 0.00021766 0.97361 0.9983 0.00024736 0.98023
10 50 20000 0.5874 0.9994 5.97e-05 1.6033 0.9995 4.98e-05 1.6292
10 50 40000 0.5874 0.9999 1e-05 2.7369 1 0 2.7484
10 50 100000 0.5874 1 0 5.7031 1 0 5.6994
10 50 200000 0.5874 1 0 10.133 1 0 10.158
10 50 400000 0.5874 1 0 18.722 1 0 18.791
10 100 25 1.08136 0.8741 0.036336 0.16426 0.8714 0.034817 0.16738
10 100 50 1.0814 0.8741 0.036336 0.1676 0.8714 0.034817 0.16566
10 100 100 1.0814 0.8741 0.036336 0.16624 0.8714 0.034817 0.16928
10 100 200 1.0814 0.8741 0.036336 0.16696 0.8714 0.034817 0.16567
10 100 400 1.0814 0.8763 0.035964 0.16949 0.8731 0.034401 0.16606
10 100 1000 1.0814 0.9476 0.01553 0.26901 0.9475 0.014488 0.26663
10 100 2000 1.0814 0.9738 0.008462 0.38175 0.9754 0.0074623 0.38722
10 100 4000 1.0814 0.9893 0.0030185 0.55848 0.9876 0.0041904 0.55314
10 100 10000 1.0814 0.9977 0.00042514 0.98135 0.9969 0.00080119 0.98235
10 100 20000 1.0814 0.9993 8.96e-05 1.5424 0.9996 5.99e-05 1.5324
10 100 40000 1.0814 0.9999 1e-05 2.5551 0.9999 1e-05 2.5632
10 100 100000 1.0814 1 0 5.4405 1 0 5.4263
10 100 200000 1.0814 1 0 9.8539 1 0 9.8645
10 100 400000 1.0814 1 0 18.443 1 0 18.485
10 200 25 2.20953 0.8939 0.033246 0.22149 0.8971 0.031613 0.212
10 200 50 2.2095 0.8939 0.033246 0.2043 0.8971 0.031613 0.20842
10 200 100 2.2095 0.8939 0.033246 0.20842 0.8971 0.031613 0.20829
10 200 200 2.2095 0.8939 0.033246 0.2084 0.8971 0.031613 0.20881
10 200 400 2.2095 0.8967 0.032171 0.2155 0.8977 0.031356 0.20912
10 200 1000 2.2095 0.9564 0.014033 0.30858 0.9531 0.016026 0.30947
10 200 2000 2.2095 0.9774 0.0076369 0.41648 0.9773 0.0076824 0.43584
10 200 4000 2.2095 0.9884 0.0041896 0.58882 0.9883 0.0038369 0.59183
10 200 10000 2.2095 0.9969 0.00074113 0.98185 0.995 0.0014364 0.99061
10 200 20000 2.2095 0.999 0.00017918 1.5384 0.9983 0.00040752 1.5395
10 200 40000 2.2095 0.9997 2.994e-05 2.5373 0.9997 4.996e-05 2.5435
10 200 100000 2.2095 1 0 5.2196 1 0 5.2287
10 200 200000 2.2095 1 0 9.5865 1 0 9.5657
10 200 400000 2.2095 1 0 18.089 1 0 18.031
10 400 25 4.2238 0.899 0.029829 0.30553 0.8992 0.03067 0.30493
10 400 50 4.2238 0.899 0.029829 0.30718 0.8992 0.03067 0.30903
10 400 100 4.2238 0.899 0.029829 0.307 0.8992 0.03067 0.30778
10 400 200 4.2238 0.899 0.029829 0.30579 0.8992 0.03067 0.3075
10 400 400 4.2238 0.9015 0.029477 0.31045 0.9028 0.029662 0.31187
10 400 1000 4.2238 0.9576 0.013075 0.4243 0.9563 0.013534 0.42082
10 400 2000 4.2238 0.9792 0.0059934 0.52717 0.9811 0.005258 0.52983
10 400 4000 4.2238 0.9892 0.0032866 0.71251 0.9895 0.0029227 0.7076
10 400 10000 4.2238 0.997 0.00065165 1.1184 0.9964 0.00098803 1.1236
10 400 20000 4.2238 0.9986 0.00029834 1.6626 0.9982 0.00037714 1.6685
