k n_trees depth sparsity v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size val_recall val_var_recall val_query_time
10 1 6 0.036 1 0.0170441 0.1506 0.029289 0.041471 0.00076624 0.00012088 0.0030936 0.037124 156.17 0.1466 0.024813 0.035788
10 1 7 0.036 1 0.014077 0.0861 0.012629 0.02573 0.00081526 0.00013821 0.0026482 0.021737 78.04 0.083 0.012584 0.02233
10 1 8 0.036 1 0.0137988 0.0767 0.010217 0.016596 0.00084894 0.00015249 0.0025439 0.012657 39.008 0.0745 0.010771 0.014628
10 1 9 0.036 1 0.0143886 0.0401 0.005027 0.0094823 0.00078125 0.00016053 0.0019481 0.0062655 19.423 0.0338 0.0042618 0.008327
10 1 10 0.036 1 0.0154169 0.0351 0.0043624 0.007699 0.00078194 0.00018538 0.0021115 0.0042677 9.718 0.0347 0.0043102 0.0070197
10 1 11 0.036 1 0.0151812 0.0133 0.0014345 0.0062916 0.00084107 0.00019532 0.0020899 0.0028048 4.915 0.0114 0.0011712 0.0056415
10 1 12 0.036 1 0.011624 0.0095 0.00094069 0.0042909 0.00065023 0.00015825 0.0016132 0.001538 2.356 0.0091 0.0009081 0.0037973
10 5 6 0.036 1 0.00941777 0.5026 0.045739 0.10942 0.001246 0.00017292 0.0030824 0.10461 744.77 0.4942 0.048315 0.10786
10 5 6 0.036 2 0.0094178 0.1419 0.023378 0.01091 0.0010774 0.00013909 0.0027851 0.00658 34.493 0.1418 0.022395 0.010316
10 5 6 0.036 3 0.0094178 0.0276 0.0044026 0.0047853 0.0010364 0.00012462 0.0024269 0.00084501 1.464 0.0271 0.0040797 0.0042376
10 5 6 0.036 4 0.0094178 0.0046 0.00087972 0.0037049 0.00090048 0.00013515 0.0022643 0.00011182 0.086 0.0036 0.00052757 0.0036323
10 5 6 0.036 5 0.0094178 0.0005 6.982e-05 0.0034932 0.00087272 0.00012618 0.0022048 3.7997e-05 0.006 0.0002 1.998e-05 0.0035838
10 5 7 0.036 1 0.0131358 0.354 0.042707 0.060126 0.0014368 0.00024885 0.0024089 0.055725 380.33 0.3395 0.03989 0.058462
10 5 7 0.036 2 0.013136 0.0611 0.0084452 0.0064685 0.0011689 0.00014334 0.0021883 0.0026663 9.995 0.0587 0.008673 0.0058917
10 5 7 0.036 3 0.013136 0.0057 0.00061813 0.0039281 0.0011164 0.00013617 0.0021089 0.00024298 0.24 0.0051 0.00058457 0.003552
10 5 7 0.036 4 0.013136 0.0002 1.998e-05 0.0032497 0.00094306 0.00013826 0.001856 4.3822e-05 0.006 0.0005 4.98e-05 0.0032712
10 5 7 0.036 5 0.013136 0 0 0.0034347 0.0010002 0.00014206 0.001977 3.1566e-05 0 0.0001 1e-05 0.0033026
10 5 8 0.036 1 0.0130852 0.2551 0.023798 0.033442 0.0014154 0.00028363 0.0020167 0.029419 192.15 0.2443 0.025913 0.032077
10 5 8 0.036 2 0.013085 0.0268 0.003225 0.0050828 0.0012412 0.00019167 0.0019281 0.0013444 3.028 0.0272 0.002863 0.0046665
10 5 8 0.036 3 0.013085 0.0012 0.00011868 0.0036562 0.0012099 0.00017311 0.0018751 8.1213e-05 0.043 0.001 9.9099e-05 0.0035653
10 5 8 0.036 4 0.013085 0 0 0.0032836 0.0010933 0.00015974 0.0017209 3.4723e-05 0.002 0 0 0.0033909
10 5 8 0.036 5 0.013085 0 0 0.0032581 0.0010894 0.00015877 0.0017044 3.0859e-05 0 0 0 0.0035144
10 5 9 0.036 1 0.0162944 0.1796 0.018943 0.031605 0.0024314 0.00048498 0.0028822 0.025314 95.862 0.1749 0.019319 0.027423
10 5 9 0.036 2 0.016294 0.015 0.0014565 0.0058482 0.0017672 0.00024929 0.0023798 0.00099226 1.169 0.0146 0.0014883 0.0050656
10 5 9 0.036 3 0.016294 0.0008 7.9439e-05 0.0034265 0.0013178 0.00018366 0.0015745 5.8167e-05 0.018 0.001 9.9099e-05 0.0033617
10 5 9 0.036 4 0.016294 0 0 0.003185 0.0011649 0.00017727 0.0015563 2.9526e-05 0 0 0 0.0033195
10 5 9 0.036 5 0.016294 0 0 0.0030262 0.0011668 0.00017719 0.0014357 3.0324e-05 0 0 0 0.0033388
10 5 10 0.036 1 0.0183926 0.1286 0.015598 0.021292 0.0027959 0.00055323 0.0027601 0.014685 48.497 0.1309 0.016632 0.018506
10 5 10 0.036 2 0.018393 0.0146 0.0017085 0.005828 0.0021409 0.0003156 0.0024391 0.00048924 0.381 0.0145 0.0015413 0.0052568
10 5 10 0.036 3 0.018393 0.002 0.0001962 0.0043008 0.0018431 0.00028432 0.0018017 7.403e-05 0.023 0.0019 0.00018658 0.0040351
10 5 10 0.036 4 0.018393 0.0001 1e-05 0.0032371 0.0013498 0.00021785 0.0014174 3.3091e-05 0.001 0.0002 1.998e-05 0.0033974
10 5 10 0.036 5 0.018393 0 0 0.0030736 0.0012959 0.00021009 0.0013229 2.9822e-05 0 0 0 0.0033907
10 5 11 0.036 1 0.0196061 0.0838 0.0089465 0.0153 0.0028125 0.00061143 0.0025462 0.0088149 24.303 0.0829 0.0086262 0.013504
10 5 11 0.036 2 0.019606 0.0042 0.00050286 0.005733 0.0021965 0.00037312 0.0024429 0.00027643 0.167 0.0043 0.00041192 0.0049573
10 5 11 0.036 3 0.019606 0.0001 1e-05 0.0044163 0.0019008 0.00035034 0.0018188 4.7863e-05 0.001 0.0002 1.998e-05 0.0048059
10 5 11 0.036 4 0.019606 0 0 0.0031927 0.0013424 0.00026674 0.0013235 3.2194e-05 0 0 0 0.0035168
10 5 11 0.036 5 0.019606 0 0 0.0033017 0.0014015 0.00028022 0.0013685 3.239e-05 0 0 0 0.0036483
10 5 12 0.036 1 0.0210005 0.0482 0.0049417 0.010293 0.0026539 0.00061624 0.002061 0.0046277 11.952 0.0444 0.0047334 0.0092416
