k n_trees depth sparsity k_build b v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size n_train n_subsample val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 30 16 0.0323 10 1 5e-07 77.947 0.3329 0.069397 0.27644 0 0.025117 0.032743 0.21819 480.59 100000 100 0.3216 0.064418 0.27846 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 7.5e-07 77.947 0.3329 0.069397 0.33775 0 0.029513 0.032892 0.27497 480.59 100000 100 0.3216 0.064418 0.28008 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 1e-06 77.947 0.3329 0.069397 0.27224 0 0.024641 0.032886 0.21432 480.59 100000 100 0.3216 0.064418 0.27236 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 1.375e-06 77.947 0.3329 0.069397 0.27146 0 0.024331 0.032725 0.21403 480.59 100000 100 0.3216 0.064418 0.27242 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 1.75e-06 77.947 0.3329 0.069397 0.31777 0 0.02436 0.072105 0.22092 480.59 100000 100 0.3216 0.064418 0.31986 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 2.5e-06 77.947 0.3329 0.069397 0.28707 0 0.024409 0.04808 0.2142 480.59 100000 100 0.3216 0.064418 0.27146 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 3.75e-06 77.947 0.3329 0.069397 0.27131 0 0.026301 0.031783 0.21286 480.59 100000 100 0.3216 0.064418 0.27209 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 5e-06 77.947 0.3329 0.069397 0.27063 0 0.024295 0.031989 0.21398 480.59 100000 100 0.3216 0.064418 0.31647 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 7.5e-06 77.947 0.3329 0.069397 0.2919 0 0.024378 0.052607 0.21453 480.59 100000 100 0.3216 0.064418 0.27173 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 1e-05 77.947 0.3329 0.069397 0.27012 0 0.024348 0.031652 0.21376 480.59 100000 100 0.3216 0.064418 0.2711 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 1.375e-05 77.947 0.3329 0.069397 0.27381 0 0.02432 0.032357 0.21676 480.59 100000 100 0.3216 0.064418 0.27484 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 1.75e-05 77.947 0.3329 0.069397 0.35149 0 0.024556 0.032702 0.29384 480.59 100000 100 0.3216 0.064418 0.30127 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 2.5e-05 77.947 0.3329 0.069397 0.2679 0 0.024308 0.032637 0.21055 480.59 100000 100 0.3216 0.064418 0.26264 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 3.75e-05 77.947 0.3329 0.069397 0.26197 0 0.024361 0.031562 0.20567 480.59 100000 100 0.3216 0.064418 0.26303 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 5e-05 77.947 0.3329 0.069397 0.26561 0 0.024427 0.032382 0.20842 480.59 100000 100 0.3216 0.064418 0.26622 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 7.5e-05 77.947 0.3329 0.069397 0.29375 0 0.02653 0.03804 0.22882 480.59 100000 100 0.3216 0.064418 0.27778 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 0.0001 77.947 0.3329 0.069397 0.26637 0 0.025258 0.033521 0.20722 480.59 100000 100 0.3216 0.064418 0.26362 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 0.0001375 77.947 0.3329 0.069397 0.26797 0 0.024466 0.032992 0.21011 480.59 100000 100 0.3216 0.064418 0.26669 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 0.000175 77.947 0.3329 0.069397 0.262 0 0.024347 0.031683 0.20561 480.59 100000 100 0.3216 0.064418 0.26319 98 187 195 138 96 95 60 37 21 38 35 
