k m efc search build_time recall var_recall query_time val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 96 100 1000 71.619 0.9999 1e-05 17.404 0.9997 2.994e-05 17.356 0 0 0 0 0 0 0 0 0 1 999 
10 96 100 1200 71.619 0.9999 1e-05 19.86 0.9997 2.994e-05 19.896 0 0 0 0 0 0 0 0 0 1 999 
10 96 100 1500 71.619 0.9999 1e-05 23.352 0.9997 2.994e-05 23.582 0 0 0 0 0 0 0 0 0 1 999 
10 96 100 2000 71.619 0.9999 1e-05 29.931 0.9997 2.994e-05 29.895 0 0 0 0 0 0 0 0 0 1 999 
10 96 500 10 28.7669 0.6527 0.049062 0.37847 0.6504 0.048188 0.37741 4 13 26 53 93 130 151 174 133 137 86 
10 96 500 20 28.767 0.8262 0.027401 0.62217 0.8305 0.025766 0.62922 0 1 5 5 17 36 91 122 202 238 283 
10 96 500 40 28.767 0.9318 0.01096 1.0822 0.9368 0.0087745 1.0723 0 0 1 1 2 3 18 41 99 247 588 
10 96 500 60 28.767 0.9642 0.0052236 1.4662 0.9668 0.004262 1.4638 0 0 0 0 2 1 3 13 49 192 740 
10 96 500 80 28.767 0.9779 0.0033449 1.8258 0.9799 0.0023884 1.9025 0 0 0 0 1 1 2 8 20 138 830 
10 96 500 100 28.767 0.9844 0.0024991 2.1658 0.9867 0.0015346 2.1636 0 0 0 0 1 0 2 7 11 99 880 
10 96 500 120 28.767 0.9878 0.0020532 2.4796 0.9902 0.0011451 2.5409 0 0 0 0 1 0 2 4 10 76 907 
10 96 500 200 28.767 0.9954 0.00081966 3.6556 0.9963 0.00045677 3.7271 0 0 0 0 1 0 0 0 4 32 963 
10 96 500 400 28.767 0.9985 0.00026802 6.1235 0.9991 0.0001093 6.1702 0 0 0 0 0 0 1 0 0 11 988 
10 96 500 600 28.767 0.9989 0.00016896 8.2186 0.9995 6.982e-05 7.8096 0 0 0 0 0 0 0 1 0 8 991 
10 96 500 800 28.767 0.999 0.00015916 9.6005 0.9997 2.994e-05 9.2652 0 0 0 0 0 0 0 1 0 7 992 
10 96 500 1000 28.767 0.9994 0.00011976 11.056 0.9998 1.998e-05 11.112 0 0 0 0 0 0 0 1 0 3 996 
10 96 500 1200 28.767 0.9994 0.00011976 13.075 0.9999 1e-05 13.037 0 0 0 0 0 0 0 1 0 3 996 
10 96 500 1500 28.767 0.9994 0.00011976 16.081 0.9999 1e-05 16.142 0 0 0 0 0 0 0 1 0 3 996 
10 96 500 2000 28.767 0.9994 0.00011976 21.529 0.9999 1e-05 21.568 0 0 0 0 0 0 0 1 0 3 996 
