k n_trees depth sparsity v build_time recall var_recall query_time cs_size val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 10 11 0.0323 1 0.270884 0.137 0.02886 0.30292 475.1 0.1306 0.025349 0.30014 386 279 148 91 37 19 18 13 4 2 3 
10 10 11 0.0323 2 0.27088 0.0294 0.007383 0.053193 12.085 0.0273 0.006311 0.042306 832 108 32 9 9 6 1 1 2 0 0 
10 10 11 0.0323 3 0.27088 0.0096 0.00215 0.026921 0.862 0.0077 0.0016123 0.022414 939 40 15 2 2 1 0 1 0 0 0 
10 10 11 0.0323 4 0.27088 0.0041 0.00077396 0.02182 0.133 0.0037 0.00051683 0.021404 971 22 4 1 2 0 0 0 0 0 0 
10 10 11 0.0323 5 0.27088 0.0024 0.00045469 0.02152 0.038 0.0021 0.00026586 0.021159 983 13 2 1 1 0 0 0 0 0 0 
10 10 11 0.0323 6 0.27088 0.0016 0.00021766 0.021671 0.019 0.0014 0.00019824 0.021323 987 10 3 0 0 0 0 0 0 0 0 
10 10 11 0.0323 7 0.27088 0.0016 0.00021766 0.024211 0.017 0.0012 0.00017874 0.021434 987 10 3 0 0 0 0 0 0 0 0 
10 10 11 0.0323 8 0.27088 0.0011 0.00012892 0.021538 0.011 0.0008 0.0001395 0.021088 990 9 1 0 0 0 0 0 0 0 0 
10 10 11 0.0323 9 0.27088 0.0009 0.0001093 0.021632 0.009 0.0007 0.00012964 0.021291 992 7 1 0 0 0 0 0 0 0 0 
10 10 11 0.0323 10 0.27088 0.0008 9.9459e-05 0.021521 0.008 0.0007 0.00012964 0.021181 993 6 1 0 0 0 0 0 0 0 0 
10 10 12 0.0323 1 0.333552 0.0914 0.018184 0.16867 239.59 0.086 0.01626 0.14169 511 285 92 61 25 8 10 5 1 1 1 
10 10 12 0.0323 2 0.33355 0.0177 0.0038205 0.026258 4.242 0.0144 0.0026953 0.02474 888 75 23 7 3 2 1 1 0 0 0 
