k n_trees depth sparsity v build_time recall var_recall query_time cs_size val_recall val_var_recall val_query_time
10 1 3 0.045 1 0.169799 0.128 0.0091071 0.37853 12500 0.16 0.016162 0.39566
10 1 4 0.045 1 0.21776 0.072 0.0046626 0.18691 6250 0.089 0.0070495 0.18311
10 1 5 0.045 1 0.256486 0.032 0.0030061 0.095441 3125 0.027 0.002799 0.097069
10 1 6 0.045 1 0.297026 0.017 0.0016273 0.048548 1562.5 0.029 0.0024838 0.04842
10 1 7 0.045 1 0.341981 0.004 0.00038788 0.025715 781.34 0.008 0.00074343 0.024182
10 1 8 0.045 1 0.369568 0.006 0.0005697 0.014828 390.62 0.009 0.00082727 0.013395
10 5 3 0.045 1 0.233118 0.53 0.020707 1.693 48668 0.54 0.018182 1.6672
10 5 3 0.045 2 0.23312 0.15 0.011616 0.42367 12095 0.145 0.012803 0.42854
10 5 3 0.045 3 0.23312 0.03 0.0027273 0.06667 1621.8 0.016 0.0017616 0.066799
10 5 3 0.045 4 0.23312 0.002 0.00019798 0.019764 111.69 0.001 0.0001 0.021707
10 5 3 0.045 5 0.23312 0 0 0.015787 3.33 0 0 0.015369
10 5 4 0.045 1 0.288511 0.333 0.023849 0.93095 27545 0.324 0.018206 0.92358
10 5 4 0.045 2 0.28851 0.047 0.0047384 0.126 3467.1 0.047 0.0051424 0.12533
10 5 4 0.045 3 0.28851 0.004 0.00038788 0.016409 229.56 0.004 0.00038788 0.015801
10 5 4 0.045 4 0.28851 0 0 0.0097125 8.08 0.001 0.0001 0.010348
10 5 4 0.045 5 0.28851 0 0 0.0090666 0.08 0 0 0.010073
10 5 5 0.045 1 0.346225 0.183 0.015971 0.48088 14663 0.183 0.014759 0.47773
10 5 5 0.045 2 0.34622 0.007 0.00065758 0.036956 932.01 0.012 0.0010667 0.035859
10 5 5 0.045 3 0.34622 0 0 0.0074624 29.82 0.001 0.0001 0.0068123
10 5 5 0.045 4 0.34622 0 0 0.0055903 0.56 0 0 0.0056887
10 5 5 0.045 5 0.34622 0 0 0.0054477 0 0 0 0.0055438
10 5 6 0.045 1 0.405857 0.088 0.0089455 0.24417 7567.4 0.1 0.012525 0.23946
