k n_trees depth sparsity v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size val_recall val_var_recall val_query_time
10 10 3 0.045 8 0.052387 0 0 0.026149 8.9188e-05 1.8748e-05 0.02596 5.2504e-05 0.33 0 0 0.025392
10 10 3 0.045 9 0.052387 0 0 0.025909 8.9371e-05 1.9148e-05 0.025765 6.9425e-06 0.01 0 0 0.025337
10 10 3 0.045 10 0.052387 0 0 0.025454 8.8091e-05 1.894e-05 0.025315 4.122e-06 0 0 0 0.025352
10 10 4 0.045 1 0.057328 0.513 0.023769 1.6394 0.00028493 5.0901e-05 0.046828 1.5922 47410 0.539 0.032302 1.6195
10 10 4 0.045 2 0.057328 0.152 0.012016 0.42313 0.00027615 1.7367e-05 0.031397 0.39141 12663 0.157 0.011971 0.42751
10 10 4 0.045 3 0.057328 0.031 0.0031707 0.091996 0.00016366 1.8511e-05 0.027584 0.064202 2154.7 0.029 0.0026859 0.08259
10 10 4 0.045 4 0.057328 0.007 0.00065758 0.023325 0.00013803 1.6972e-05 0.015166 0.0079809 250.13 0.003 0.00029394 0.022172
10 10 4 0.045 5 0.057328 0.001 0.0001 0.01514 0.00012207 1.5232e-05 0.014119 0.00085471 21.36 0 0 0.014791
10 10 4 0.045 6 0.057328 0 0 0.015131 0.00011356 2.0649e-05 0.014849 0.00011675 1.1 0 0 0.01497
10 10 4 0.045 7 0.057328 0 0 0.014282 0.00010877 2.0512e-05 0.014115 1.1715e-05 0.04 0 0 0.014546
10 10 4 0.045 8 0.057328 0 0 0.014212 0.00010787 2.5677e-05 0.014049 3.7928e-06 0 0 0 0.014146
10 10 4 0.045 9 0.057328 0 0 0.015108 0.00011435 2.0469e-05 0.01494 3.9069e-06 0 0 0 0.014916
10 10 4 0.045 10 0.057328 0 0 0.014215 0.00010825 2.014e-05 0.014056 3.8445e-06 0 0 0 0.014151
10 10 5 0.045 1 0.0594941 0.326 0.027802 0.88039 0.00022896 5.6331e-05 0.017931 0.86213 27109 0.324 0.021842 0.87995
10 10 5 0.045 2 0.059494 0.061 0.0054333 0.12727 0.0001831 2.5006e-05 0.013492 0.11354 3786.8 0.056 0.0057212 0.12455
10 10 5 0.045 3 0.059494 0.007 0.00065758 0.019944 0.0001918 2.3457e-05 0.0094807 0.010224 332.54 0.005 0.0004798 0.01853
10 10 5 0.045 4 0.059494 0 0 0.0091234 0.00013475 2.0704e-05 0.0080988 0.00083957 20.42 0 0 0.0086438
10 10 5 0.045 5 0.059494 0 0 0.0081259 0.00011422 2.5582e-05 0.0078527 0.00010364 0.92 0 0 0.0080207
10 10 5 0.045 6 0.059494 0 0 0.0080491 0.00011884 2.8376e-05 0.0078626 1.1724e-05 0.04 0 0 0.0079517
10 10 5 0.045 7 0.059494 0 0 0.0080232 0.000119 2.8132e-05 0.0078455 3.7155e-06 0 0 0 0.0079571
10 10 5 0.045 8 0.059494 0 0 0.0079941 0.00011264 2.8847e-05 0.0078221 3.7709e-06 0 0 0 0.0079857
10 10 5 0.045 9 0.059494 0 0 0.0084134 0.00011839 2.9861e-05 0.0082324 4.9891e-06 0 0 0 0.0083433
10 10 5 0.045 10 0.059494 0 0 0.0079712 0.0001125 2.8146e-05 0.0077996 3.8347e-06 0 0 0 0.0079553
10 10 6 0.045 1 0.0673313 0.187 0.019324 0.45481 0.00020377 3.9601e-05 0.0084208 0.44612 14547 0.19 0.013434 0.45454
10 10 6 0.045 2 0.067331 0.01 0.00090909 0.037817 0.00019032 3.2844e-05 0.0068435 0.030721 1031.2 0.017 0.0018293 0.037401
10 10 6 0.045 3 0.067331 0.002 0.00019798 0.0078753 0.00016922 3.2857e-05 0.005968 0.0016826 44.94 0 0 0.0070305
10 10 6 0.045 4 0.067331 0 0 0.0052196 0.00014621 3.4811e-05 0.0048793 0.00012818 1.41 0 0 0.0051041
10 10 6 0.045 5 0.067331 0 0 0.00505 0.00014557 3.6238e-05 0.0048308 1.0165e-05 0.03 0 0 0.005057
10 10 6 0.045 6 0.067331 0 0 0.0052495 0.00015622 3.6533e-05 0.0050254 3.9781e-06 0 0 0 0.0049733
10 10 6 0.045 7 0.067331 0 0 0.0050497 0.0001455 3.5622e-05 0.004838 3.8967e-06 0 0 0 0.0049687
10 10 6 0.045 8 0.067331 0 0 0.0053181 0.00015378 3.7814e-05 0.0050948 3.8971e-06 0 0 0 0.0050656
10 10 6 0.045 9 0.067331 0 0 0.0051559 0.00014767 3.72e-05 0.0049412 3.8575e-06 0 0 0 0.0049758
10 10 6 0.045 10 0.067331 0 0 0.0050247 0.00014541 3.6301e-05 0.0048119 3.8394e-06 0 0 0 0.0049768
10 10 7 0.045 1 0.0725128 0.097 0.0099909 0.23243 0.00022095 4.0308e-05 0.0047626 0.22738 7532.9 0.1 0.0094949 0.23151
10 10 7 0.045 2 0.072513 0.003 0.00029394 0.01299 0.00019564 4.0224e-05 0.0041716 0.0085602 273.08 0.006 0.0005697 0.012574
10 10 7 0.045 3 0.072513 0 0 0.00434 0.00018719 3.8884e-05 0.0037194 0.00036198 6.22 0 0 0.0038888
10 10 7 0.045 4 0.072513 0 0 0.0035333 0.00017147 4.4488e-05 0.0032696 1.6857e-05 0.08 0 0 0.0034532
10 10 7 0.045 5 0.072513 0 0 0.0035054 0.00016931 4.4669e-05 0.0032608 4.0764e-06 0 0 0 0.0034409
10 10 7 0.045 6 0.072513 0 0 0.0035632 0.00017795 4.5014e-05 0.00331 4.0596e-06 0 0 0 0.0034661
10 10 7 0.045 7 0.072513 0 0 0.0037406 0.00018979 4.5817e-05 0.0034725 3.9958e-06 0 0 0 0.0036721
10 10 7 0.045 8 0.072513 0 0 0.0036969 0.00017472 4.6412e-05 0.0034439 4.1514e-06 0 0 0 0.0036673
10 10 7 0.045 9 0.072513 0 0 0.0035826 0.00016819 4.4809e-05 0.0033385 4.0983e-06 0 0 0 0.0034407
10 10 7 0.045 10 0.072513 0 0 0.0038066 0.0001849 4.7099e-05 0.0035417 4.2231e-06 0 0 0 0.00369
10 10 8 0.045 1 0.0773592 0.049 0.0045444 0.11886 0.00024647 7.3667e-05 0.003299 0.11521 3834.4 0.047 0.0041323 0.11647
10 10 8 0.045 2 0.077359 0.002 0.00019798 0.0058229 0.00021958 5.2953e-05 0.0030368 0.0024908 70.81 0 0 0.0054993
10 10 8 0.045 3 0.077359 0 0 0.0030465 0.00018438 5.7168e-05 0.00268 9.2263e-05 0.81 0 0 0.0028771
10 10 8 0.045 4 0.077359 0 0 0.0028664 0.00018624 5.8142e-05 0.0025904 4.2897e-06 0 0 0 0.0027229
10 10 8 0.045 5 0.077359 0 0 0.0031235 0.00019897 6.069e-05 0.0028295 4.4904e-06 0 0 0 0.0029555
10 10 8 0.045 6 0.077359 0 0 0.0027652 0.00017855 5.7271e-05 0.002499 4.0825e-06 0 0 0 0.0027276
10 10 8 0.045 7 0.077359 0 0 0.0027723 0.00017971 5.6994e-05 0.0025055 4.1551e-06 0 0 0 0.0027236
10 10 8 0.045 8 0.077359 0 0 0.0027905 0.00017987 5.6915e-05 0.0025137 4.0419e-06 0 0 0 0.0027242
10 10 8 0.045 9 0.077359 0 0 0.0028019 0.00018064 5.8146e-05 0.0025326 4.0885e-06 0 0 0 0.0027251
10 10 8 0.045 10 0.077359 0 0 0.0029677 0.00019089 5.9906e-05 0.0026856 4.258e-06 0 0 0 0.0028844
10 25 3 0.045 1 0.0644029 0.971 0.0030899 3.4617 0.00059748 0.00011774 0.16712 3.2764 96268 0.972 0.0026424 3.4549
10 25 3 0.045 2 0.064403 0.88 0.009697 2.9467 0.00064624 9.4613e-05 0.15791 2.7877 83356 0.877 0.011688 2.9416
10 25 3 0.045 3 0.064403 0.702 0.019996 2.1784 0.00061891 9.4497e-05 0.13921 2.0383 61698 0.699 0.020504 2.1817
10 25 3 0.045 4 0.064403 0.474 0.024368 1.3624 0.00036415 5.7529e-05 0.12247 1.2394 38238 0.486 0.02364 1.3687
10 25 3 0.045 5 0.064403 0.273 0.019163 0.72955 0.00045904 3.8437e-05 0.10928 0.61972 19788 0.29 0.020303 0.72955
10 25 3 0.045 6 0.064403 0.145 0.013409 0.36007 0.00022604 1.9522e-05 0.098231 0.26156 8611.2 0.14 0.011515 0.35893
10 25 3 0.045 7 0.064403 0.068 0.0056323 0.17914 0.00021106 2.6161e-05 0.082222 0.096647 3183.6 0.052 0.0055515 0.17608
10 25 3 0.045 8 0.064403 0.021 0.0022818 0.09809 0.00020767 2.5833e-05 0.066445 0.031382 1003.5 0.018 0.0016929 0.094216
10 25 3 0.045 9 0.064403 0.005 0.0004798 0.070811 0.00019748 2.545e-05 0.061634 0.0089276 273.34 0.008 0.00074343 0.070236
10 25 3 0.045 10 0.064403 0.002 0.00019798 0.063886 0.00018724 2.3737e-05 0.061314 0.0023366 64.53 0.001 0.0001 0.063494
10 25 3 0.045 11 0.064403 0 0 0.062117 0.00016149 2.1865e-05 0.061462 0.00043892 12.86 0 0 0.06195
10 25 3 0.045 12 0.064403 0 0 0.062478 0.00016772 2.5568e-05 0.062078 0.00017391 2.26 0 0 0.061502
10 25 3 0.045 13 0.064403 0 0 0.061353 0.0001688 2.5851e-05 0.061068 5.9721e-05 0.42 0 0 0.060607
10 25 3 0.045 14 0.064403 0 0 0.061277 0.00016738 2.588e-05 0.061044 1.1969e-05 0.04 0 0 0.061362
10 25 3 0.045 15 0.064403 0 0 0.061209 0.00016803 2.594e-05 0.060983 4.1593e-06 0 0 0 0.061417
10 25 3 0.045 17 0.064403 0 0 0.061262 0.00016902 2.6029e-05 0.061035 4.2827e-06 0 0 0 0.060807
10 25 3 0.045 20 0.064403 0 0 0.06056 0.00016812 2.551e-05 0.060334 4.2263e-06 0 0 0 0.06048
10 25 3 0.045 25 0.064403 0 0 0.060496 0.0001671 2.9634e-05 0.060268 3.9968e-06 0 0 0 0.060487
