k n_trees depth sparsity k_build b v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size n_train val_recall val_var_recall val_query_time
10 1 7 0.036 1 1 1 0.0134211 0.4115 0.054132 0.011606 0 0.0007052 0.0017073 0.0089663 39.403 8000 0.4154 0.048892 0.0097143
10 1 7 0.036 1 1 2 0.013421 0.2255 0.031011 0.0052188 0 0.00019033 0.0017552 0.0029747 12.63 8000 0.2209 0.029723 0.0049348
10 1 7 0.036 1 1 3 0.013421 0.1277 0.01768 0.0038459 0 0.00017738 0.0015851 0.0017777 5.303 8000 0.1224 0.016715 0.0034272
10 1 7 0.036 1 1 4 0.013421 0.0682 0.0093982 0.0029997 0 0.00017724 0.0013975 0.0011481 2.379 8000 0.0678 0.0097329 0.0026969
10 1 7 0.036 1 1 5 0.013421 0.0408 0.0054408 0.0024889 0 0.00017729 0.001332 0.0007565 1.291 8000 0.0417 0.0052564 0.0023532
10 1 7 0.036 1 1 6 0.013421 0.022 0.0024785 0.0021814 0 0.00017879 0.001281 0.00049815 0.667 8000 0.0238 0.0027763 0.0020347
10 1 7 0.036 1 1 7 0.013421 0.0112 0.0013159 0.0019773 0 0.00018011 0.0012806 0.00030775 0.355 8000 0.0136 0.0016967 0.0018557
10 1 7 0.036 1 1 8 0.013421 0.0057 0.00057809 0.0018522 0 0.00018118 0.001282 0.00018737 0.172 8000 0.0063 0.00061092 0.0017397
10 1 7 0.036 1 1 9 0.013421 0.0035 0.00033809 0.0016787 0 0.00018681 0.001207 0.00012042 0.095 8000 0.0048 0.00045742 0.0016763
10 1 7 0.036 1 1 10 0.013421 0.0025 0.00024399 0.0016362 0 0.00018355 0.0011995 9.1778e-05 0.065 8000 0.0034 0.00032877 0.0016497
10 1 7 0.036 1 1 11 0.013421 0.0016 0.0001576 0.0016204 0 0.0001836 0.0012004 7.1714e-05 0.043 8000 0.0025 0.00024399 0.0016482
10 1 7 0.036 1 1 12 0.013421 0.0007 6.958e-05 0.0016042 0 0.00018798 0.0012047 5.281e-05 0.023 8000 0.0009 8.9279e-05 0.0016078
10 1 7 0.036 1 1 13 0.013421 0.0005 4.98e-05 0.0016036 0 0.0001848 0.0012157 4.534e-05 0.016 8000 0.0005 4.98e-05 0.0016042
10 1 7 0.036 1 1 14 0.013421 0.0005 4.98e-05 0.0015924 0 0.0001845 0.0012051 4.5089e-05 0.016 8000 0.0005 4.98e-05 0.001605
10 1 7 0.036 1 1 15 0.013421 0.0002 1.998e-05 0.0015953 0 0.00018586 0.0012063 3.8436e-05 0.009 8000 0.0002 1.998e-05 0.0015882
10 1 7 0.036 1 1 16 0.013421 0.0002 1.998e-05 0.0016893 0 0.00018685 0.0012747 3.9272e-05 0.009 8000 0.0002 1.998e-05 0.0015974
10 1 7 0.036 1 1 17 0.013421 0.0002 1.998e-05 0.0017004 0 0.00018617 0.0012904 3.8867e-05 0.009 8000 0.0002 1.998e-05 0.0015957
10 1 7 0.036 1 1 18 0.013421 0.0002 1.998e-05 0.001699 0 0.00018888 0.0012859 3.8342e-05 0.009 8000 0.0002 1.998e-05 0.0015992
10 1 7 0.036 1 1 19 0.013421 0.0002 1.998e-05 0.0016906 0 0.00018658 0.0012805 3.8256e-05 0.009 8000 0.0002 1.998e-05 0.0015968
10 1 7 0.036 1 1 20 0.013421 0.0002 1.998e-05 0.0016954 0 0.00018514 0.0012867 3.8456e-05 0.009 8000 0.0002 1.998e-05 0.0015914
10 1 7 0.036 1 1 22 0.013421 0.0002 1.998e-05 0.0016949 0 0.00018583 0.0012824 3.8049e-05 0.009 8000 0.0002 1.998e-05 0.0016046
10 1 7 0.036 1 1 25 0.013421 0 0 0.0016675 0 0.00018409 0.0012712 2.7346e-05 0 8000 0 0 0.0015988
