k n_trees depth sparsity v build_time recall var_recall query_time cs_size val_recall val_var_recall val_query_time
10 1 6 0.036 1 0.00811402 0.3875 0.079333 0.022787 125 0.3817 0.078554 0.020176
10 1 7 0.036 1 0.00784947 0.3396 0.062514 0.013981 62.579 0.3304 0.072348 0.011644
10 1 8 0.036 1 0.0102625 0.2629 0.043697 0.0088404 31.218 0.2465 0.04201 0.006874
10 1 9 0.036 1 0.0123881 0.1827 0.030281 0.0062352 15.706 0.1894 0.033681 0.0045611
10 1 10 0.036 1 0.0150886 0.1369 0.017746 0.0046046 7.849 0.1338 0.019077 0.0032243
10 1 11 0.036 1 0.0185421 0.0906 0.0092609 0.0038166 3.95 0.0888 0.009464 0.0026027
10 1 12 0.036 1 0.0228513 0.0575 0.0048686 0.0034752 1.987 0.0552 0.0048378 0.0023383
10 5 6 0.036 1 0.00569523 0.8447 0.039131 0.078434 501.17 0.8463 0.038184 0.075658
10 5 6 0.036 2 0.0056952 0.6141 0.10309 0.019755 91.019 0.6098 0.098222 0.018386
10 5 6 0.036 3 0.0056952 0.3815 0.10131 0.0085214 25.259 0.365 0.098854 0.0074392
10 5 6 0.036 4 0.0056952 0.1717 0.048958 0.0047562 6.541 0.162 0.046042 0.004013
10 5 6 0.036 5 0.0056952 0.0424 0.008791 0.0032258 1.014 0.0388 0.0086632 0.0027495
10 5 7 0.036 1 0.00780111 0.7771 0.051637 0.041324 260.76 0.7796 0.048673 0.039193
10 5 7 0.036 2 0.0078011 0.4899 0.086975 0.01015 39.604 0.4797 0.084943 0.0090086
10 5 7 0.036 3 0.0078011 0.2436 0.06062 0.004847 9.68 0.2352 0.057699 0.0041376
10 5 7 0.036 4 0.0078011 0.0879 0.022126 0.003117 2.283 0.0898 0.022338 0.0025846
10 5 7 0.036 5 0.0078011 0.0197 0.0037457 0.0023953 0.344 0.0179 0.003373 0.0019786
10 5 8 0.036 1 0.0172009 0.6883 0.057991 0.028267 135.37 0.6918 0.054587 0.021882
10 5 8 0.036 2 0.017201 0.3501 0.067487 0.0061444 16.975 0.3509 0.074213 0.0053067
10 5 8 0.036 3 0.017201 0.1321 0.028908 0.0033798 3.492 0.1402 0.030935 0.0027442
10 5 8 0.036 4 0.017201 0.0317 0.0052103 0.0023885 0.614 0.0375 0.00623 0.0019893
10 5 8 0.036 5 0.017201 0.0042 0.0004428 0.0020326 0.06 0.0039 0.00041521 0.0017029
10 5 9 0.036 1 0.0208058 0.5765 0.058757 0.015131 69.23 0.5935 0.059547 0.013089
10 5 9 0.036 2 0.020806 0.2418 0.042375 0.0043887 7.594 0.2411 0.040401 0.0036068
10 5 9 0.036 3 0.020806 0.0691 0.012247 0.0027319 1.299 0.069 0.01089 0.0022343
10 5 9 0.036 4 0.020806 0.0143 0.0018674 0.0019386 0.189 0.0121 0.0016052 0.0017533
10 5 9 0.036 5 0.020806 0.0012 0.00011868 0.0019156 0.014 0.0018 0.00021698 0.0015994
10 5 10 0.036 1 0.0243851 0.4547 0.048627 0.010699 35.284 0.4595 0.048879 0.0088627
10 5 10 0.036 2 0.024385 0.1521 0.02448 0.003991 3.458 0.1567 0.022498 0.0032105
10 5 10 0.036 3 0.024385 0.0349 0.0047768 0.0026248 0.501 0.0345 0.0045443 0.0021431
10 5 10 0.036 4 0.024385 0.006 0.00062462 0.002171 0.076 0.0063 0.00093124 0.0018564
10 5 10 0.036 5 0.024385 0.0004 3.988e-05 0.0021066 0.004 0.0009 0.00014934 0.0017822
10 5 11 0.036 1 0.02908 0.3243 0.034714 0.0076184 18.057 0.3335 0.038046 0.005827
10 5 11 0.036 2 0.02908 0.0796 0.0095734 0.0032414 1.416 0.0779 0.009391 0.0025668
10 5 11 0.036 3 0.02908 0.0155 0.0016914 0.0022815 0.188 0.0136 0.0013764 0.0018818
10 5 11 0.036 4 0.02908 0.002 0.00021622 0.0020899 0.02 0.0015 0.0001479 0.0017783
10 5 11 0.036 5 0.02908 0.0003 2.994e-05 0.0020714 0.003 0 0 0.0017504
10 5 12 0.036 1 0.0447198 0.2356 0.021554 0.0058116 9.233 0.2377 0.02173 0.0043173
10 5 12 0.036 2 0.04472 0.0398 0.0037797 0.0028916 0.599 0.0393 0.0037893 0.0022338
10 5 12 0.036 3 0.04472 0.005 0.0004955 0.0021469 0.056 0.0059 0.00063583 0.0018105
10 5 12 0.036 4 0.04472 0.0006 5.97e-05 0.0019665 0.006 0.0005 4.98e-05 0.0018078
10 5 12 0.036 5 0.04472 0.0001 1e-05 0.0020761 0.001 0 0 0.0017969
10 10 6 0.036 1 0.00855201 0.9379 0.012706 0.12075 844.68 0.9401 0.012314 0.11841
10 10 6 0.036 2 0.008552 0.829 0.046706 0.038423 223.7 0.8294 0.046202 0.037009
10 10 6 0.036 3 0.008552 0.6955 0.087297 0.019149 91.355 0.6889 0.086153 0.017759
10 10 6 0.036 4 0.008552 0.5505 0.1171 0.012047 46.035 0.5426 0.11336 0.010919
10 10 6 0.036 5 0.008552 0.4111 0.11596 0.0084602 24.12 0.4002 0.11061 0.0075069
10 10 6 0.036 6 0.008552 0.2762 0.087561 0.0062373 12.256 0.2677 0.081949 0.0055536
10 10 6 0.036 7 0.008552 0.1633 0.047911 0.0048752 5.395 0.1496 0.042883 0.0043379
10 10 6 0.036 8 0.008552 0.0739 0.018327 0.0039952 1.927 0.0683 0.015881 0.0036175
10 10 6 0.036 9 0.008552 0.0239 0.0044032 0.003484 0.473 0.0208 0.003631 0.0032343
10 10 6 0.036 10 0.008552 0.0041 0.0005137 0.0031378 0.059 0.0037 0.00043675 0.0031052
10 10 7 0.036 1 0.012629 0.9127 0.02103 0.067705 453.07 0.9139 0.019276 0.064879
10 10 7 0.036 2 0.012629 0.7622 0.066017 0.02039 100.76 0.7691 0.066281 0.019096
10 10 7 0.036 3 0.012629 0.5855 0.10262 0.010731 39.39 0.5916 0.10227 0.0096578
10 10 7 0.036 4 0.012629 0.4173 0.10071 0.0070421 18.098 0.4179 0.10485 0.0061831
10 10 7 0.036 5 0.012629 0.273 0.075366 0.005123 8.527 0.2738 0.080154 0.0044411
10 10 7 0.036 6 0.012629 0.1497 0.040781 0.0040063 3.66 0.155 0.043999 0.0034443
10 10 7 0.036 7 0.012629 0.0707 0.016528 0.0033224 1.393 0.0718 0.017662 0.0029089
10 10 7 0.036 8 0.012629 0.0254 0.0043792 0.0029266 0.411 0.0269 0.0053117 0.0026034
10 10 7 0.036 9 0.012629 0.0062 0.00080236 0.0027383 0.093 0.0063 0.00087118 0.0024474
10 10 7 0.036 10 0.012629 0.0006 7.972e-05 0.0026908 0.006 0.0004 3.988e-05 0.0024218
10 10 8 0.036 1 0.0190738 0.8547 0.030749 0.038842 235.67 0.8544 0.031072 0.036197
10 10 8 0.036 2 0.019074 0.6435 0.078556 0.01198 47.839 0.6434 0.077674 0.01083
10 10 8 0.036 3 0.019074 0.4407 0.08682 0.0067461 17.28 0.4396 0.092204 0.0058403
10 10 8 0.036 4 0.019074 0.2712 0.067158 0.0047308 7.232 0.2752 0.070976 0.0040156
10 10 8 0.036 5 0.019074 0.1493 0.038178 0.0036581 3.075 0.1495 0.038578 0.0030708
10 10 8 0.036 6 0.019074 0.0686 0.01629 0.003016 1.191 0.0702 0.015367 0.0025431
10 10 8 0.036 7 0.019074 0.0268 0.0048066 0.0025274 0.407 0.0273 0.0052299 0.0022991
10 10 8 0.036 8 0.019074 0.009 0.0011201 0.0023808 0.113 0.0088 0.0012438 0.002167
10 10 8 0.036 9 0.019074 0.0015 0.00016792 0.0023816 0.016 0.0016 0.00017762 0.0020615
10 10 8 0.036 10 0.019074 0.0005 6.982e-05 0.0023906 0.005 0.0001 1e-05 0.0020617
10 10 9 0.036 1 0.0217427 0.7751 0.045475 0.023343 121.22 0.7752 0.04489 0.021056
10 10 9 0.036 2 0.021743 0.5165 0.073591 0.0078134 22.849 0.5198 0.074543 0.0067565
