k n_trees depth sparsity k_build b v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size n_train val_recall val_var_recall val_query_time
10 5 7 0.036 10 1 1 2.42684 0.9775 0.0079917 0.055978 0 0.0021662 0.0049306 0.04868 347.2 8000 0.9765 0.0080058 0.052582
10 5 7 0.036 10 1 2 2.4268 0.9658 0.012383 0.035338 0 0.0012222 0.0050822 0.028754 210.71 8000 0.9624 0.013199 0.034739
10 5 7 0.036 10 1 3 2.4268 0.9517 0.016834 0.028416 0 0.0012226 0.0046264 0.022304 160.11 8000 0.9484 0.018596 0.027962
10 5 7 0.036 10 1 4 2.4268 0.9396 0.021393 0.024504 0 0.0012145 0.0043047 0.01873 131.28 8000 0.9323 0.023891 0.023977
10 5 7 0.036 10 1 5 2.4268 0.9266 0.025878 0.021979 0 0.0012183 0.0040988 0.016403 111.98 8000 0.9199 0.028823 0.021397
10 5 7 0.036 10 1 6 2.4268 0.9137 0.029652 0.019836 0 0.0012026 0.0038695 0.014511 97.459 8000 0.906 0.033558 0.019367
10 5 7 0.036 10 1 7 2.4268 0.9018 0.034551 0.018727 0 0.0012402 0.0041067 0.013125 86.223 8000 0.8929 0.037918 0.018168
10 5 7 0.036 10 1 8 2.4268 0.8863 0.040002 0.017435 0 0.0012333 0.004031 0.011926 77.044 8000 0.8807 0.041819 0.016891
10 5 7 0.036 10 1 9 2.4268 0.8732 0.043746 0.016295 0 0.0012229 0.0039172 0.010913 69.483 8000 0.8663 0.0458 0.015787
10 5 7 0.036 10 1 10 2.4268 0.8601 0.047445 0.015379 0 0.0012017 0.0038282 0.010106 63.187 8000 0.8518 0.050247 0.01485
10 5 7 0.036 10 1 11 2.4268 0.846 0.050915 0.014519 0 0.0011828 0.0037387 0.0093573 57.757 8000 0.8345 0.054654 0.013984
10 5 7 0.036 10 1 12 2.4268 0.8315 0.053792 0.013742 0 0.0011695 0.003655 0.0086785 52.938 8000 0.8203 0.058396 0.013291
10 5 7 0.036 10 1 13 2.4268 0.8151 0.05766 0.013087 0 0.0011514 0.0036092 0.0080885 48.694 8000 0.8049 0.062929 0.012595
10 5 7 0.036 10 1 14 2.4268 0.799 0.062862 0.012492 0 0.0011323 0.0035504 0.0075712 44.951 8000 0.7898 0.066783 0.011998
10 5 7 0.036 10 1 15 2.4268 0.7852 0.067388 0.01196 0 0.0011331 0.0034979 0.0070901 41.559 8000 0.7749 0.069489 0.011459
10 5 7 0.036 10 1 16 2.4268 0.7711 0.069845 0.011486 0 0.0011084 0.0034651 0.0066708 38.567 8000 0.762 0.071768 0.010977
10 5 7 0.036 10 1 17 2.4268 0.7542 0.072535 0.010609 0 0.0010817 0.0030398 0.0062487 35.8 8000 0.7489 0.074693 0.010084
10 5 7 0.036 10 1 18 2.4268 0.7399 0.075033 0.010632 0 0.001084 0.0033832 0.0059232 33.355 8000 0.73 0.077758 0.010163
10 5 7 0.036 10 1 19 2.4268 0.7229 0.078584 0.010278 0 0.0010711 0.0033441 0.0056182 31.164 8000 0.7142 0.080319 0.0097873
10 5 7 0.036 10 1 20 2.4268 0.7064 0.08088 0.0099667 0 0.0010662 0.0033271 0.0053274 29.15 8000 0.6983 0.08255 0.0094555
10 5 7 0.036 10 1 22 2.4268 0.6744 0.08555 0.0089214 0 0.0010125 0.0028659 0.0047913 25.457 8000 0.6685 0.086905 0.0084518
10 5 7 0.036 10 1 25 2.4268 0.6245 0.091061 0.0081484 0 0.00099126 0.0027714 0.0041245 20.967 8000 0.6247 0.08997 0.007742
10 5 7 0.036 10 1 30 2.4268 0.547 0.096187 0.0072392 0 0.00096783 0.0026799 0.0033164 15.42 8000 0.5443 0.095163 0.0068455
10 5 7 0.036 10 1 35 2.4268 0.4755 0.096266 0.0065265 0 0.00093326 0.0025827 0.0027306 11.66 8000 0.4706 0.095992 0.0061313
10 5 7 0.036 10 1 40 2.4268 0.405 0.090305 0.0059437 0 0.00092937 0.0024957 0.0022485 8.813 8000 0.4035 0.091729 0.0055579
10 5 7 0.036 10 1 50 2.4268 0.2792 0.071319 0.0050562 0 0.00088235 0.0023625 0.0015468 5.039 8000 0.2865 0.069998 0.0047063
10 5 7 0.036 10 1 60 2.4268 0.185 0.048003 0.0044183 0 0.00086246 0.0022659 0.0010659 2.935 8000 0.1901 0.046198 0.0041163
10 5 7 0.036 10 1 70 2.4268 0.1147 0.031806 0.0039219 0 0.00084443 0.0021601 0.00071058 1.677 8000 0.1202 0.029922 0.0037052
10 5 7 0.036 10 1 80 2.4268 0.071 0.018437 0.0036338 0 0.00082684 0.0021197 0.00047478 0.947 8000 0.0701 0.017213 0.0034049
10 5 7 0.036 10 1 90 2.4268 0.0425 0.010514 0.0034085 0 0.00081802 0.0020729 0.00031963 0.535 8000 0.0417 0.009921 0.0031845
10 5 7 0.036 10 1 100 2.4268 0.0255 0.0061059 0.0032752 0 0.00080804 0.0020706 0.000213 0.304 8000 0.0226 0.0049742 0.003068
10 5 7 0.036 10 1 125 2.4268 0.005 0.0011161 0.0030956 0 0.0007857 0.0020611 7.0069e-05 0.052 8000 0.0047 0.0008888 0.0029293
10 5 7 0.036 10 1 150 2.4268 0.0007 8.96e-05 0.0030596 0 0.00078894 0.0020577 3.7367e-05 0.007 8000 0.0009 0.00018938 0.0028702
10 5 7 0.036 10 1 175 2.4268 0.0001 1e-05 0.0030481 0 0.00078465 0.0020599 2.9846e-05 0.001 8000 0.0004 7.992e-05 0.0028646
10 5 7 0.036 10 1 200 2.4268 0 0 0.0030444 0 0.00077762 0.0020641 2.7269e-05 0 8000 0.0001 1e-05 0.0028693
10 5 7 0.036 10 1 250 2.4268 0 0 0.0030409 0 0.00077671 0.0020593 2.732e-05 0 8000 0 0 0.0028596
