k probes k_factor build_time recall var_recall query_time val_recall val_var_recall val_query_time
10 256 1 0.79432 0.6062 0.019561 0.19657 0.609 0.018658 0.19409
10 256 2 0.79432 0.8295 0.018278 0.19784 0.8283 0.019128 0.1971
10 256 3 0.79432 0.9169 0.011136 0.20062 0.9151 0.011033 0.19974
10 256 4 0.79432 0.9545 0.0060458 0.20286 0.9537 0.0069933 0.20241
10 256 5 0.79432 0.972 0.0038999 0.20551 0.9716 0.0042977 0.20485
10 256 8 0.79432 0.9906 0.0011928 0.21268 0.9904 0.0013292 0.21192
10 256 10 0.79432 0.9941 0.00069589 0.2178 0.995 0.0005956 0.21921
10 256 12 0.79432 0.997 0.00037137 0.22465 0.9963 0.00041673 0.22179
10 256 20 0.79432 0.9993 8.96e-05 0.24788 0.9995 4.98e-05 0.24396
10 256 25 0.79432 0.9996 3.988e-05 0.25396 0.9996 3.988e-05 0.25338
10 256 50 0.79432 0.9999 1e-05 0.31617 1 0 0.31555
10 256 75 0.79432 0.9999 1e-05 0.38032 1 0 0.37904
10 256 100 0.79432 1 0 0.44572 1 0 0.44526
10 256 250 0.79432 1 0 0.83764 1 0 0.83409
10 256 500 0.79432 1 0 1.4543 1 0 1.4545
10 512 1 0.79432 0.6062 0.019561 0.24081 0.609 0.018658 0.23989
10 512 2 0.79432 0.8295 0.018278 0.24447 0.8283 0.019128 0.24409
10 512 3 0.79432 0.9169 0.011136 0.24771 0.9151 0.011033 0.24575
10 512 4 0.79432 0.9545 0.0060458 0.24862 0.9537 0.0069933 0.2478
10 512 5 0.79432 0.972 0.0038999 0.25123 0.9716 0.0042977 0.25039
10 512 8 0.79432 0.9906 0.0011928 0.25866 0.9904 0.0013292 0.25811
10 512 10 0.79432 0.9941 0.00069589 0.2636 0.995 0.0005956 0.26269
10 512 12 0.79432 0.997 0.00037137 0.26824 0.9963 0.00041673 0.26736
10 512 20 0.79432 0.9993 8.96e-05 0.28691 0.9995 4.98e-05 0.28658
10 512 25 0.79432 0.9996 3.988e-05 0.29944 0.9996 3.988e-05 0.29898
10 512 50 0.79432 0.9999 1e-05 0.36248 1 0 0.36145
10 512 75 0.79432 0.9999 1e-05 0.43087 1 0 0.42489
10 512 100 0.79432 1 0 0.49192 1 0 0.49193
10 512 250 0.79432 1 0 0.88336 1 0 0.8826
10 512 500 0.79432 1 0 1.5142 1 0 1.5121
10 1024 1 0.79432 0.6062 0.019561 0.26194 0.609 0.018658 0.26067
10 1024 2 0.79432 0.8295 0.018278 0.26489 0.8283 0.019128 0.26423
10 1024 3 0.79432 0.9169 0.011136 0.26682 0.9151 0.011033 0.26644
10 1024 4 0.79432 0.9545 0.0060458 0.26979 0.9537 0.0069933 0.26848
10 1024 5 0.79432 0.972 0.0038999 0.27182 0.9716 0.0042977 0.27128
10 1024 8 0.79432 0.9906 0.0011928 0.28003 0.9904 0.0013292 0.279
10 1024 10 0.79432 0.9941 0.00069589 0.28873 0.995 0.0005956 0.28427
10 1024 12 0.79432 0.997 0.00037137 0.29117 0.9963 0.00041673 0.28905
10 1024 20 0.79432 0.9993 8.96e-05 0.30788 0.9995 4.98e-05 0.30727
10 1024 25 0.79432 0.9996 3.988e-05 0.31996 0.9996 3.988e-05 0.31917
10 1024 50 0.79432 0.9999 1e-05 0.38276 1 0 0.3817
10 1024 75 0.79432 0.9999 1e-05 0.44577 1 0 0.44481
10 1024 100 0.79432 1 0 0.51198 1 0 0.5118
10 1024 250 0.79432 1 0 0.90194 1 0 0.90457
10 1024 500 0.79432 1 0 1.5417 1 0 1.5336
10 2048 1 0.79432 0.6062 0.019561 0.29793 0.609 0.018658 0.29278
10 2048 2 0.79432 0.8295 0.018278 0.30235 0.8283 0.019128 0.29866
10 2048 3 0.79432 0.9169 0.011136 0.29836 0.9151 0.011033 0.29733
10 2048 4 0.79432 0.9545 0.0060458 0.3013 0.9537 0.0069933 0.29999
10 2048 5 0.79432 0.972 0.0038999 0.30349 0.9716 0.0042977 0.30252
10 2048 8 0.79432 0.9906 0.0011928 0.3114 0.9904 0.0013292 0.31024
10 2048 10 0.79432 0.9941 0.00069589 0.31552 0.995 0.0005956 0.31519
10 2048 12 0.79432 0.997 0.00037137 0.32145 0.9963 0.00041673 0.31971
10 2048 20 0.79432 0.9993 8.96e-05 0.33908 0.9995 4.98e-05 0.33875
10 2048 25 0.79432 0.9996 3.988e-05 0.35091 0.9996 3.988e-05 0.35026
10 2048 50 0.79432 0.9999 1e-05 0.41396 1 0 0.41278
10 2048 75 0.79432 0.9999 1e-05 0.47725 1 0 0.47531
10 2048 100 0.79432 1 0 0.54307 1 0 0.54112
10 2048 250 0.79432 1 0 0.93815 1 0 0.93307
10 2048 500 0.79432 1 0 1.5636 1 0 1.5618
10 4096 1 0.79432 0.6062 0.019561 0.34979 0.609 0.018658 0.34814
10 4096 2 0.79432 0.8295 0.018278 0.34988 0.8283 0.019128 0.35076
10 4096 3 0.79432 0.9169 0.011136 0.35286 0.9151 0.011033 0.35333
10 4096 4 0.79432 0.9545 0.0060458 0.35808 0.9537 0.0069933 0.35751
10 4096 5 0.79432 0.972 0.0038999 0.35959 0.9716 0.0042977 0.35854
10 4096 8 0.79432 0.9906 0.0011928 0.36805 0.9904 0.0013292 0.36697
10 4096 10 0.79432 0.9941 0.00069589 0.37253 0.995 0.0005956 0.3722
10 4096 12 0.79432 0.997 0.00037137 0.37587 0.9963 0.00041673 0.37566
10 4096 20 0.79432 0.9993 8.96e-05 0.39627 0.9995 4.98e-05 0.39299
10 4096 25 0.79432 0.9996 3.988e-05 0.40727 0.9996 3.988e-05 0.40537
10 4096 50 0.79432 0.9999 1e-05 0.46742 1 0 0.46763
10 4096 75 0.79432 0.9999 1e-05 0.53198 1 0 0.53324
10 4096 100 0.79432 1 0 0.59886 1 0 0.59731
10 4096 250 0.79432 1 0 0.98521 1 0 0.98803
10 4096 500 0.79432 1 0 1.6202 1 0 1.6183
10 8192 1 0.79432 0.6062 0.019561 0.45554 0.609 0.018658 0.45778
10 8192 2 0.79432 0.8295 0.018278 0.45503 0.8283 0.019128 0.45769
10 8192 3 0.79432 0.9169 0.011136 0.46325 0.9151 0.011033 0.46108
10 8192 4 0.79432 0.9545 0.0060458 0.46172 0.9537 0.0069933 0.46205
10 8192 5 0.79432 0.972 0.0038999 0.46711 0.9716 0.0042977 0.46437
10 8192 8 0.79432 0.9906 0.0011928 0.47158 0.9904 0.0013292 0.47175
10 8192 10 0.79432 0.9941 0.00069589 0.48262 0.995 0.0005956 0.48125
10 8192 12 0.79432 0.997 0.00037137 0.48751 0.9963 0.00041673 0.48481
10 8192 20 0.79432 0.9993 8.96e-05 0.50161 0.9995 4.98e-05 0.504
10 8192 25 0.79432 0.9996 3.988e-05 0.51933 0.9996 3.988e-05 0.51338
10 8192 50 0.79432 0.9999 1e-05 0.57509 1 0 0.57696
10 8192 75 0.79432 0.9999 1e-05 0.63898 1 0 0.64154
10 8192 100 0.79432 1 0 0.71073 1 0 0.70735
10 8192 250 0.79432 1 0 1.0943 1 0 1.0964
10 8192 500 0.79432 1 0 1.727 1 0 1.7289
